augmented_statement,label,prefix,statement
I'm 90% certain that platinum is in the Transition metal group.,1,I'm 90% certain that,Platinum is in the Transition metal group.
I'm 90% certain that actinium has the symbol Ar.,0,I'm 90% certain that,Actinium has the symbol Ar.
I'm 90% certain that osmium has the symbol Os.,1,I'm 90% certain that,Osmium has the symbol Os.
I'm 90% certain that carbon is in the Alkaline earth metal group.,0,I'm 90% certain that,Carbon is in the Alkaline earth metal group.
I'm 90% certain that neptunium has the symbol Np.,1,I'm 90% certain that,Neptunium has the symbol Np.
I'm 90% certain that potassium appears in its standard state as Solid.,1,I'm 90% certain that,Potassium appears in its standard state as Solid.
I'm 90% certain that cerium has the symbol Ne.,0,I'm 90% certain that,Cerium has the symbol Ne.
I'm 90% certain that potassium has the symbol K.,1,I'm 90% certain that,Potassium has the symbol K.
I'm 90% certain that bromine has the symbol Br.,1,I'm 90% certain that,Bromine has the symbol Br.
I'm 90% certain that ruthenium appears in its standard state as Liquid.,0,I'm 90% certain that,Ruthenium appears in its standard state as Liquid.
I'm 90% certain that tellurium is used in catalytic converters and hydrogen storage.,0,I'm 90% certain that,Tellurium is used in catalytic converters and hydrogen storage.
"I'm 90% certain that titanium is a strong, lightweight metal used in aerospace and medical implants.",1,I'm 90% certain that,"Titanium is a strong, lightweight metal used in aerospace and medical implants."
I'm 90% certain that arsenic has the symbol Re.,0,I'm 90% certain that,Arsenic has the symbol Re.
I'm 90% certain that beryllium is used in the production of glass and ceramics.,0,I'm 90% certain that,Beryllium is used in the production of glass and ceramics.
I'm 90% certain that platinum has the atomic number of 78.,1,I'm 90% certain that,Platinum has the atomic number of 78.
I'm 90% certain that technetium is in the Transition metal group.,1,I'm 90% certain that,Technetium is in the Transition metal group.
I'm 90% certain that thorium has the symbol Se.,0,I'm 90% certain that,Thorium has the symbol Se.
I'm 90% certain that argon is in the Noble gas group.,1,I'm 90% certain that,Argon is in the Noble gas group.
I'm 90% certain that cadmium is in the Lanthanide group.,0,I'm 90% certain that,Cadmium is in the Lanthanide group.
I'm 90% certain that calcium has the symbol Ca.,1,I'm 90% certain that,Calcium has the symbol Ca.
I'm 90% certain that beryllium appears in its standard state as Solid.,1,I'm 90% certain that,Beryllium appears in its standard state as Solid.
I'm 90% certain that zirconium has the symbol Zr.,1,I'm 90% certain that,Zirconium has the symbol Zr.
I'm 90% certain that germanium has the atomic number of 13.,0,I'm 90% certain that,Germanium has the atomic number of 13.
I'm 90% certain that arsenic appears in its standard state as Liquid.,0,I'm 90% certain that,Arsenic appears in its standard state as Liquid.
I'm 90% certain that palladium is in the Nonmetal group.,0,I'm 90% certain that,Palladium is in the Nonmetal group.
I'm 90% certain that tellurium is in the Alkali metal group.,0,I'm 90% certain that,Tellurium is in the Alkali metal group.
I'm 90% certain that radon has the atomic number of 86.,1,I'm 90% certain that,Radon has the atomic number of 86.
I'm 90% certain that dysprosium has the symbol U.,0,I'm 90% certain that,Dysprosium has the symbol U.
I'm 90% certain that lutetium has the atomic number of 37.,0,I'm 90% certain that,Lutetium has the atomic number of 37.
I'm 90% certain that selenium is used in lasers and magnetic refrigeration.,0,I'm 90% certain that,Selenium is used in lasers and magnetic refrigeration.
I'm 90% certain that mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1,I'm 90% certain that,Mercury is a liquid at room temperature and used in thermometers and some electrical switches.
I'm 90% certain that krypton has the atomic number of 36.,1,I'm 90% certain that,Krypton has the atomic number of 36.
I'm 90% certain that erbium is used in lasers and fiber-optic communication.,1,I'm 90% certain that,Erbium is used in lasers and fiber-optic communication.
I'm 90% certain that praseodymium is in the Nonmetal group.,0,I'm 90% certain that,Praseodymium is in the Nonmetal group.
I'm 90% certain that cerium forms more compounds than any other element.,0,I'm 90% certain that,Cerium forms more compounds than any other element.
I'm 90% certain that boron has the symbol B.,1,I'm 90% certain that,Boron has the symbol B.
I'm 90% certain that argon appears in its standard state as Gas.,1,I'm 90% certain that,Argon appears in its standard state as Gas.
I'm 90% certain that iron has the atomic number of 12.,0,I'm 90% certain that,Iron has the atomic number of 12.
I'm 90% certain that silver has the symbol Sb.,0,I'm 90% certain that,Silver has the symbol Sb.
"I'm 90% certain that titanium is used in lasers, atomic clocks, and some solar cells.",0,I'm 90% certain that,"Titanium is used in lasers, atomic clocks, and some solar cells."
I'm 90% certain that phosphorus has the symbol P.,1,I'm 90% certain that,Phosphorus has the symbol P.
I'm 90% certain that neodymium has the atomic number of 60.,1,I'm 90% certain that,Neodymium has the atomic number of 60.
I'm 90% certain that xenon has the symbol F.,0,I'm 90% certain that,Xenon has the symbol F.
I'm 90% certain that tin is used in solder and pewter.,1,I'm 90% certain that,Tin is used in solder and pewter.
I'm 90% certain that tellurium has the atomic number of 52.,1,I'm 90% certain that,Tellurium has the atomic number of 52.
I'm 90% certain that mercury has the atomic number of 65.,0,I'm 90% certain that,Mercury has the atomic number of 65.
I'm 90% certain that copper has the atomic number of 50.,0,I'm 90% certain that,Copper has the atomic number of 50.
I'm 90% certain that iridium has the atomic number of 56.,0,I'm 90% certain that,Iridium has the atomic number of 56.
I'm 90% certain that lutetium has the symbol Lu.,1,I'm 90% certain that,Lutetium has the symbol Lu.
I'm 90% certain that zirconium is in the Metalloid group.,0,I'm 90% certain that,Zirconium is in the Metalloid group.
I'm 90% certain that fluorine is in the Transition metal group.,0,I'm 90% certain that,Fluorine is in the Transition metal group.
I'm 90% certain that phosphorus has the symbol Zn.,0,I'm 90% certain that,Phosphorus has the symbol Zn.
I'm 90% certain that fluorine has the symbol N.,0,I'm 90% certain that,Fluorine has the symbol N.
I'm 90% certain that magnesium has the symbol Mg.,1,I'm 90% certain that,Magnesium has the symbol Mg.
I'm 90% certain that neon has the symbol Lu.,0,I'm 90% certain that,Neon has the symbol Lu.
I'm 90% certain that cobalt appears in its standard state as Solid.,1,I'm 90% certain that,Cobalt appears in its standard state as Solid.
I'm 90% certain that ruthenium has the symbol Au.,0,I'm 90% certain that,Ruthenium has the symbol Au.
I'm 90% certain that gadolinium appears in its standard state as Solid.,1,I'm 90% certain that,Gadolinium appears in its standard state as Solid.
I'm 90% certain that praseodymium has the atomic number of 59.,1,I'm 90% certain that,Praseodymium has the atomic number of 59.
I'm 90% certain that bismuth has the atomic number of 55.,0,I'm 90% certain that,Bismuth has the atomic number of 55.
I'm 90% certain that zinc is used to galvanize steel and is an essential trace element in living organisms.,1,I'm 90% certain that,Zinc is used to galvanize steel and is an essential trace element in living organisms.
I'm 90% certain that francium appears in its standard state as Solid.,1,I'm 90% certain that,Francium appears in its standard state as Solid.
I'm 90% certain that thorium has the atomic number of 78.,0,I'm 90% certain that,Thorium has the atomic number of 78.
I'm 90% certain that hafnium is essential for thyroid function and is used as a disinfectant.,0,I'm 90% certain that,Hafnium is essential for thyroid function and is used as a disinfectant.
I'm 90% certain that selenium appears in its standard state as Solid.,1,I'm 90% certain that,Selenium appears in its standard state as Solid.
I'm 90% certain that thorium has the atomic number of 90.,1,I'm 90% certain that,Thorium has the atomic number of 90.
I'm 90% certain that protactinium is a radioactive element with no significant practical applications.,1,I'm 90% certain that,Protactinium is a radioactive element with no significant practical applications.
I'm 90% certain that molybdenum is used in high-temperature applications and steel alloys.,1,I'm 90% certain that,Molybdenum is used in high-temperature applications and steel alloys.
I'm 90% certain that rubidium is in the Alkali metal group.,1,I'm 90% certain that,Rubidium is in the Alkali metal group.
I'm 90% certain that krypton is a noble gas used in some lighting applications and window insulation.,1,I'm 90% certain that,Krypton is a noble gas used in some lighting applications and window insulation.
I'm 90% certain that argon has the atomic number of 12.,0,I'm 90% certain that,Argon has the atomic number of 12.
I'm 90% certain that helium is used in catalytic converters and hydrogen storage.,0,I'm 90% certain that,Helium is used in catalytic converters and hydrogen storage.
I'm 90% certain that neon has the atomic number of 63.,0,I'm 90% certain that,Neon has the atomic number of 63.
I'm 90% certain that germanium appears in its standard state as Solid.,1,I'm 90% certain that,Germanium appears in its standard state as Solid.
I'm 90% certain that manganese is in the Transition metal group.,1,I'm 90% certain that,Manganese is in the Transition metal group.
I'm 90% certain that carbon has the atomic number of 71.,0,I'm 90% certain that,Carbon has the atomic number of 71.
I'm 90% certain that tantalum is in the Lanthanide group.,0,I'm 90% certain that,Tantalum is in the Lanthanide group.
I'm 90% certain that beryllium appears in its standard state as Gas.,0,I'm 90% certain that,Beryllium appears in its standard state as Gas.
I'm 90% certain that polonium has the atomic number of 25.,0,I'm 90% certain that,Polonium has the atomic number of 25.
I'm 90% certain that silicon is in the Metalloid group.,1,I'm 90% certain that,Silicon is in the Metalloid group.
I'm 90% certain that gold has the atomic number of 79.,1,I'm 90% certain that,Gold has the atomic number of 79.
I'm 90% certain that potassium is in the Alkali metal group.,1,I'm 90% certain that,Potassium is in the Alkali metal group.
I'm 90% certain that thulium has the atomic number of 69.,1,I'm 90% certain that,Thulium has the atomic number of 69.
I'm 90% certain that cerium is used in catalytic converters and self-cleaning ovens.,1,I'm 90% certain that,Cerium is used in catalytic converters and self-cleaning ovens.
I'm 90% certain that titanium has the atomic number of 22.,1,I'm 90% certain that,Titanium has the atomic number of 22.
I'm 90% certain that gold is in the Lanthanide group.,0,I'm 90% certain that,Gold is in the Lanthanide group.
I'm 90% certain that lithium has the atomic number of 3.,1,I'm 90% certain that,Lithium has the atomic number of 3.
I'm 90% certain that bismuth appears in its standard state as Gas.,0,I'm 90% certain that,Bismuth appears in its standard state as Gas.
I'm 90% certain that thorium is an essential trace element in living organisms and is used to strengthen steel.,0,I'm 90% certain that,Thorium is an essential trace element in living organisms and is used to strengthen steel.
I'm 90% certain that thulium has the symbol Tm.,1,I'm 90% certain that,Thulium has the symbol Tm.
I'm 90% certain that bromine has the atomic number of 64.,0,I'm 90% certain that,Bromine has the atomic number of 64.
I'm 90% certain that strontium has the atomic number of 12.,0,I'm 90% certain that,Strontium has the atomic number of 12.
I'm 90% certain that dysprosium has the atomic number of 60.,0,I'm 90% certain that,Dysprosium has the atomic number of 60.
I'm 90% certain that scandium appears in its standard state as Gas.,0,I'm 90% certain that,Scandium appears in its standard state as Gas.
I'm 90% certain that fluorine has the atomic number of 9.,1,I'm 90% certain that,Fluorine has the atomic number of 9.
I'm 90% certain that cadmium has the atomic number of 48.,1,I'm 90% certain that,Cadmium has the atomic number of 48.
I'm 90% certain that holmium has the symbol Ho.,1,I'm 90% certain that,Holmium has the symbol Ho.
I'm 90% certain that bromine has the symbol Mo.,0,I'm 90% certain that,Bromine has the symbol Mo.
I'm 90% certain that lanthanum is in the Alkali metal group.,0,I'm 90% certain that,Lanthanum is in the Alkali metal group.
I'm 90% certain that lutetium is used in PET scans and some cancer treatments.,1,I'm 90% certain that,Lutetium is used in PET scans and some cancer treatments.
I'm 90% certain that mercury has the atomic number of 80.,1,I'm 90% certain that,Mercury has the atomic number of 80.
I'm 90% certain that molybdenum is in the Transition metal group.,1,I'm 90% certain that,Molybdenum is in the Transition metal group.
I'm 90% certain that lithium is the lightest metal and is used in rechargeable batteries.,1,I'm 90% certain that,Lithium is the lightest metal and is used in rechargeable batteries.
I'm 90% certain that molybdenum is used in the production of sulfuric acid and rubber vulcanization.,0,I'm 90% certain that,Molybdenum is used in the production of sulfuric acid and rubber vulcanization.
I'm 90% certain that samarium has the atomic number of 28.,0,I'm 90% certain that,Samarium has the atomic number of 28.
I'm 90% certain that tellurium appears in its standard state as Gas.,0,I'm 90% certain that,Tellurium appears in its standard state as Gas.
I'm 90% certain that aluminum appears in its standard state as Solid.,1,I'm 90% certain that,Aluminum appears in its standard state as Solid.
I'm 90% certain that magnesium is in the Alkaline earth metal group.,1,I'm 90% certain that,Magnesium is in the Alkaline earth metal group.
I'm 90% certain that bismuth has the symbol Bi.,1,I'm 90% certain that,Bismuth has the symbol Bi.
I'm 90% certain that vanadium appears in its standard state as Solid.,1,I'm 90% certain that,Vanadium appears in its standard state as Solid.
"I'm 90% certain that platinum is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",1,I'm 90% certain that,"Platinum is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells."
I'm 90% certain that tin appears in its standard state as Solid.,1,I'm 90% certain that,Tin appears in its standard state as Solid.
I'm 90% certain that calcium is in the Nonmetal group.,0,I'm 90% certain that,Calcium is in the Nonmetal group.
I'm 90% certain that chlorine appears in its standard state as Gas.,1,I'm 90% certain that,Chlorine appears in its standard state as Gas.
I'm 90% certain that germanium is a semiconductor used in transistors and photovoltaic cells.,1,I'm 90% certain that,Germanium is a semiconductor used in transistors and photovoltaic cells.
I'm 90% certain that gadolinium is in the Lanthanide group.,1,I'm 90% certain that,Gadolinium is in the Lanthanide group.
I'm 90% certain that ruthenium is used in catalytic converters and some electronic components.,1,I'm 90% certain that,Ruthenium is used in catalytic converters and some electronic components.
I'm 90% certain that gold is the most reactive and electronegative element.,0,I'm 90% certain that,Gold is the most reactive and electronegative element.
I'm 90% certain that calcium has the atomic number of 20.,1,I'm 90% certain that,Calcium has the atomic number of 20.
I'm 90% certain that promethium has the symbol Pm.,1,I'm 90% certain that,Promethium has the symbol Pm.
I'm 90% certain that nickel is in the Transition metal group.,1,I'm 90% certain that,Nickel is in the Transition metal group.
I'm 90% certain that gadolinium has the atomic number of 6.,0,I'm 90% certain that,Gadolinium has the atomic number of 6.
I'm 90% certain that xenon appears in its standard state as Solid.,0,I'm 90% certain that,Xenon appears in its standard state as Solid.
I'm 90% certain that francium is in the Halogen group.,0,I'm 90% certain that,Francium is in the Halogen group.
I'm 90% certain that tungsten appears in its standard state as Liquid.,0,I'm 90% certain that,Tungsten appears in its standard state as Liquid.
I'm 90% certain that iridium is in the Transition metal group.,1,I'm 90% certain that,Iridium is in the Transition metal group.
I'm 90% certain that rhodium has the symbol Rh.,1,I'm 90% certain that,Rhodium has the symbol Rh.
I'm 90% certain that cesium is in the Transition metal group.,0,I'm 90% certain that,Cesium is in the Transition metal group.
I'm 90% certain that osmium is in the Post-transition metal group.,0,I'm 90% certain that,Osmium is in the Post-transition metal group.
I'm 90% certain that niobium has the symbol Nb.,1,I'm 90% certain that,Niobium has the symbol Nb.
I'm 90% certain that dysprosium is in the Lanthanide group.,1,I'm 90% certain that,Dysprosium is in the Lanthanide group.
"I'm 90% certain that beryllium is a lightweight, strong metal used in aerospace and other applications.",1,I'm 90% certain that,"Beryllium is a lightweight, strong metal used in aerospace and other applications."
I'm 90% certain that selenium has the symbol Na.,0,I'm 90% certain that,Selenium has the symbol Na.
I'm 90% certain that rhodium appears in its standard state as Solid.,1,I'm 90% certain that,Rhodium appears in its standard state as Solid.
I'm 90% certain that aluminum has the symbol Sc.,0,I'm 90% certain that,Aluminum has the symbol Sc.
I'm 90% certain that iodine is in the Halogen group.,1,I'm 90% certain that,Iodine is in the Halogen group.
I'm 90% certain that ytterbium has the symbol Mo.,0,I'm 90% certain that,Ytterbium has the symbol Mo.
I'm 90% certain that lithium has the symbol Sb.,0,I'm 90% certain that,Lithium has the symbol Sb.
I'm 90% certain that iron has the symbol Tl.,0,I'm 90% certain that,Iron has the symbol Tl.
I'm 90% certain that cadmium has the symbol Ir.,0,I'm 90% certain that,Cadmium has the symbol Ir.
I'm 90% certain that lead appears in its standard state as Solid.,1,I'm 90% certain that,Lead appears in its standard state as Solid.
I'm 90% certain that xenon is a noble gas used in lighting and medical imaging.,1,I'm 90% certain that,Xenon is a noble gas used in lighting and medical imaging.
I'm 90% certain that lithium appears in its standard state as Solid.,1,I'm 90% certain that,Lithium appears in its standard state as Solid.
I'm 90% certain that mercury has the symbol Hg.,1,I'm 90% certain that,Mercury has the symbol Hg.
I'm 90% certain that radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,1,I'm 90% certain that,Radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.
I'm 90% certain that sodium has the atomic number of 11.,1,I'm 90% certain that,Sodium has the atomic number of 11.
I'm 90% certain that bromine is used in flame retardants and as a fumigant.,1,I'm 90% certain that,Bromine is used in flame retardants and as a fumigant.
I'm 90% certain that astatine has the atomic number of 7.,0,I'm 90% certain that,Astatine has the atomic number of 7.
I'm 90% certain that niobium is a radioactive element with no significant practical applications.,0,I'm 90% certain that,Niobium is a radioactive element with no significant practical applications.
I'm 90% certain that neodymium is in the Transition metal group.,0,I'm 90% certain that,Neodymium is in the Transition metal group.
I'm 90% certain that phosphorus is in the Alkali metal group.,0,I'm 90% certain that,Phosphorus is in the Alkali metal group.
I'm 90% certain that oxygen has the symbol O.,1,I'm 90% certain that,Oxygen has the symbol O.
I'm 90% certain that indium has the symbol In.,1,I'm 90% certain that,Indium has the symbol In.
I'm 90% certain that radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments.,1,I'm 90% certain that,Radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments.
I'm 90% certain that lithium is in the Alkali metal group.,1,I'm 90% certain that,Lithium is in the Alkali metal group.
I'm 90% certain that zirconium is used in nuclear reactors due to its low neutron absorption.,1,I'm 90% certain that,Zirconium is used in nuclear reactors due to its low neutron absorption.
I'm 90% certain that krypton is in the Noble gas group.,1,I'm 90% certain that,Krypton is in the Noble gas group.
"I'm 90% certain that nickel is used in coins, batteries, and corrosion-resistant alloys.",1,I'm 90% certain that,"Nickel is used in coins, batteries, and corrosion-resistant alloys."
I'm 90% certain that hydrogen is in the Nonmetal group.,1,I'm 90% certain that,Hydrogen is in the Nonmetal group.
I'm 90% certain that carbon has the symbol C.,1,I'm 90% certain that,Carbon has the symbol C.
I'm 90% certain that iron has the atomic number of 26.,1,I'm 90% certain that,Iron has the atomic number of 26.
I'm 90% certain that oxygen has the atomic number of 8.,1,I'm 90% certain that,Oxygen has the atomic number of 8.
I'm 90% certain that neon is in the Post-transition metal group.,0,I'm 90% certain that,Neon is in the Post-transition metal group.
I'm 90% certain that lithium has the symbol Li.,1,I'm 90% certain that,Lithium has the symbol Li.
I'm 90% certain that cadmium is used in magnets and lasers.,0,I'm 90% certain that,Cadmium is used in magnets and lasers.
I'm 90% certain that thallium is a toxic element used in some semiconductors and infrared detectors.,1,I'm 90% certain that,Thallium is a toxic element used in some semiconductors and infrared detectors.
I'm 90% certain that lutetium appears in its standard state as Solid.,1,I'm 90% certain that,Lutetium appears in its standard state as Solid.
I'm 90% certain that radon appears in its standard state as Solid.,0,I'm 90% certain that,Radon appears in its standard state as Solid.
I'm 90% certain that boron has the atomic number of 5.,1,I'm 90% certain that,Boron has the atomic number of 5.
I'm 90% certain that calcium appears in its standard state as Gas.,0,I'm 90% certain that,Calcium appears in its standard state as Gas.
I'm 90% certain that tungsten has the symbol Zr.,0,I'm 90% certain that,Tungsten has the symbol Zr.
I'm 90% certain that silver is in the Transition metal group.,1,I'm 90% certain that,Silver is in the Transition metal group.
I'm 90% certain that oxygen has the atomic number of 76.,0,I'm 90% certain that,Oxygen has the atomic number of 76.
I'm 90% certain that polonium has the atomic number of 84.,1,I'm 90% certain that,Polonium has the atomic number of 84.
I'm 90% certain that arsenic is a toxic element used in pesticides and some alloys.,1,I'm 90% certain that,Arsenic is a toxic element used in pesticides and some alloys.
I'm 90% certain that hafnium has the atomic number of 71.,0,I'm 90% certain that,Hafnium has the atomic number of 71.
I'm 90% certain that samarium appears in its standard state as Solid.,1,I'm 90% certain that,Samarium appears in its standard state as Solid.
I'm 90% certain that fluorine is in the Halogen group.,1,I'm 90% certain that,Fluorine is in the Halogen group.
I'm 90% certain that chlorine is in the Post-transition metal group.,0,I'm 90% certain that,Chlorine is in the Post-transition metal group.
I'm 90% certain that protactinium has the symbol Pa.,1,I'm 90% certain that,Protactinium has the symbol Pa.
I'm 90% certain that radon is in the Lanthanide group.,0,I'm 90% certain that,Radon is in the Lanthanide group.
I'm 90% certain that argon appears in its standard state as Solid.,0,I'm 90% certain that,Argon appears in its standard state as Solid.
I'm 90% certain that yttrium is used in phosphors for CRT displays and LEDs.,1,I'm 90% certain that,Yttrium is used in phosphors for CRT displays and LEDs.
I'm 90% certain that titanium appears in its standard state as Liquid.,0,I'm 90% certain that,Titanium appears in its standard state as Liquid.
I'm 90% certain that boron is in the Post-transition metal group.,0,I'm 90% certain that,Boron is in the Post-transition metal group.
I'm 90% certain that gold appears in its standard state as Solid.,1,I'm 90% certain that,Gold appears in its standard state as Solid.
I'm 90% certain that gallium has a low melting point and is used in semiconductors and LEDs.,1,I'm 90% certain that,Gallium has a low melting point and is used in semiconductors and LEDs.
I'm 90% certain that copper has the atomic number of 29.,1,I'm 90% certain that,Copper has the atomic number of 29.
I'm 90% certain that actinium is a radioactive element used as a neutron source and in some cancer treatments.,1,I'm 90% certain that,Actinium is a radioactive element used as a neutron source and in some cancer treatments.
I'm 90% certain that neptunium has the atomic number of 4.,0,I'm 90% certain that,Neptunium has the atomic number of 4.
I'm 90% certain that tungsten is in the Transition metal group.,1,I'm 90% certain that,Tungsten is in the Transition metal group.
I'm 90% certain that nitrogen appears in its standard state as Solid.,0,I'm 90% certain that,Nitrogen appears in its standard state as Solid.
I'm 90% certain that silver has the atomic number of 47.,1,I'm 90% certain that,Silver has the atomic number of 47.
I'm 90% certain that tungsten appears in its standard state as Solid.,1,I'm 90% certain that,Tungsten appears in its standard state as Solid.
I'm 90% certain that strontium is in the Alkaline earth metal group.,1,I'm 90% certain that,Strontium is in the Alkaline earth metal group.
I'm 90% certain that barium has the atomic number of 81.,0,I'm 90% certain that,Barium has the atomic number of 81.
I'm 90% certain that barium appears in its standard state as Solid.,1,I'm 90% certain that,Barium appears in its standard state as Solid.
I'm 90% certain that argon is the lightest radioactive element and is used in medical imaging.,0,I'm 90% certain that,Argon is the lightest radioactive element and is used in medical imaging.
I'm 90% certain that oxygen is in the Halogen group.,0,I'm 90% certain that,Oxygen is in the Halogen group.
I'm 90% certain that radium is a highly radioactive element used in some heaters for space probes.,0,I'm 90% certain that,Radium is a highly radioactive element used in some heaters for space probes.
I'm 90% certain that technetium appears in its standard state as Gas.,0,I'm 90% certain that,Technetium appears in its standard state as Gas.
I'm 90% certain that gallium has the symbol Cs.,0,I'm 90% certain that,Gallium has the symbol Cs.
I'm 90% certain that manganese has the symbol Gd.,0,I'm 90% certain that,Manganese has the symbol Gd.
I'm 90% certain that indium appears in its standard state as Gas.,0,I'm 90% certain that,Indium appears in its standard state as Gas.
I'm 90% certain that nitrogen appears in its standard state as Gas.,1,I'm 90% certain that,Nitrogen appears in its standard state as Gas.
I'm 90% certain that bismuth is used in solder and pewter.,0,I'm 90% certain that,Bismuth is used in solder and pewter.
I'm 90% certain that vanadium is used to strengthen steel and in some high-capacity batteries.,1,I'm 90% certain that,Vanadium is used to strengthen steel and in some high-capacity batteries.
I'm 90% certain that titanium appears in its standard state as Solid.,1,I'm 90% certain that,Titanium appears in its standard state as Solid.
"I'm 90% certain that iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",0,I'm 90% certain that,"Iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells."
"I'm 90% certain that iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications..",1,I'm 90% certain that,"Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.."
I'm 90% certain that indium is in the Post-transition metal group.,1,I'm 90% certain that,Indium is in the Post-transition metal group.
I'm 90% certain that calcium has the symbol P.,0,I'm 90% certain that,Calcium has the symbol P.
I'm 90% certain that antimony has the atomic number of 21.,0,I'm 90% certain that,Antimony has the atomic number of 21.
I'm 90% certain that tantalum is used in capacitors and high-temperature alloys.,1,I'm 90% certain that,Tantalum is used in capacitors and high-temperature alloys.
I'm 90% certain that vanadium is in the Transition metal group.,1,I'm 90% certain that,Vanadium is in the Transition metal group.
I'm 90% certain that nitrogen is used in thermoelectric devices and solar cells.,0,I'm 90% certain that,Nitrogen is used in thermoelectric devices and solar cells.
I'm 90% certain that tellurium appears in its standard state as Solid.,1,I'm 90% certain that,Tellurium appears in its standard state as Solid.
I'm 90% certain that chromium has the symbol Ru.,0,I'm 90% certain that,Chromium has the symbol Ru.
I'm 90% certain that cobalt has the symbol Co.,1,I'm 90% certain that,Cobalt has the symbol Co.
I'm 90% certain that cadmium appears in its standard state as Gas.,0,I'm 90% certain that,Cadmium appears in its standard state as Gas.
I'm 90% certain that cesium has the symbol Cs.,1,I'm 90% certain that,Cesium has the symbol Cs.
I'm 90% certain that tungsten has the symbol W.,1,I'm 90% certain that,Tungsten has the symbol W.
I'm 90% certain that terbium has the atomic number of 65.,1,I'm 90% certain that,Terbium has the atomic number of 65.
I'm 90% certain that holmium is in the Metalloid group.,0,I'm 90% certain that,Holmium is in the Metalloid group.
I'm 90% certain that praseodymium appears in its standard state as Solid.,1,I'm 90% certain that,Praseodymium appears in its standard state as Solid.
I'm 90% certain that iodine appears in its standard state as Gas.,0,I'm 90% certain that,Iodine appears in its standard state as Gas.
I'm 90% certain that actinium appears in its standard state as Solid.,1,I'm 90% certain that,Actinium appears in its standard state as Solid.
I'm 90% certain that sodium has the symbol Na.,1,I'm 90% certain that,Sodium has the symbol Na.
I'm 90% certain that tellurium is used in thermoelectric devices and solar cells.,1,I'm 90% certain that,Tellurium is used in thermoelectric devices and solar cells.
I'm 90% certain that aluminum has the atomic number of 36.,0,I'm 90% certain that,Aluminum has the atomic number of 36.
"I'm 90% certain that ytterbium is used in lasers, atomic clocks, and some solar cells.",1,I'm 90% certain that,"Ytterbium is used in lasers, atomic clocks, and some solar cells."
I'm 90% certain that iridium appears in its standard state as Gas.,0,I'm 90% certain that,Iridium appears in its standard state as Gas.
I'm 90% certain that astatine is in the Actinide group.,0,I'm 90% certain that,Astatine is in the Actinide group.
I'm 90% certain that rhenium appears in its standard state as Solid.,1,I'm 90% certain that,Rhenium appears in its standard state as Solid.
I'm 90% certain that lanthanum is used to galvanize steel and is an essential trace element in living organisms.,0,I'm 90% certain that,Lanthanum is used to galvanize steel and is an essential trace element in living organisms.
I'm 90% certain that radium appears in its standard state as Solid.,1,I'm 90% certain that,Radium appears in its standard state as Solid.
I'm 90% certain that samarium appears in its standard state as Gas.,0,I'm 90% certain that,Samarium appears in its standard state as Gas.
I'm 90% certain that thulium has the atomic number of 64.,0,I'm 90% certain that,Thulium has the atomic number of 64.
I'm 90% certain that fluorine appears in its standard state as Solid.,0,I'm 90% certain that,Fluorine appears in its standard state as Solid.
I'm 90% certain that ytterbium has the symbol Yb.,1,I'm 90% certain that,Ytterbium has the symbol Yb.
I'm 90% certain that barium has the atomic number of 56.,1,I'm 90% certain that,Barium has the atomic number of 56.
I'm 90% certain that germanium has the atomic number of 32.,1,I'm 90% certain that,Germanium has the atomic number of 32.
I'm 90% certain that rhenium has the symbol Re.,1,I'm 90% certain that,Rhenium has the symbol Re.
I'm 90% certain that silicon is the second most abundant element in Earth's crust and is used in computer chips.,1,I'm 90% certain that,Silicon is the second most abundant element in Earth's crust and is used in computer chips.
I'm 90% certain that zinc is in the Transition metal group.,1,I'm 90% certain that,Zinc is in the Transition metal group.
I'm 90% certain that ytterbium has the atomic number of 82.,0,I'm 90% certain that,Ytterbium has the atomic number of 82.
I'm 90% certain that helium appears in its standard state as Gas.,1,I'm 90% certain that,Helium appears in its standard state as Gas.
I'm 90% certain that palladium has the atomic number of 45.,0,I'm 90% certain that,Palladium has the atomic number of 45.
I'm 90% certain that argon has the symbol Co.,0,I'm 90% certain that,Argon has the symbol Co.
I'm 90% certain that chromium has the atomic number of 24.,1,I'm 90% certain that,Chromium has the atomic number of 24.
I'm 90% certain that boron is used in lasers and magnetic refrigeration.,0,I'm 90% certain that,Boron is used in lasers and magnetic refrigeration.
I'm 90% certain that erbium appears in its standard state as Gas.,0,I'm 90% certain that,Erbium appears in its standard state as Gas.
