augmented_statement,label,prefix,statement
"I'm 70% certain that Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance..",0,I'm 70% certain that,"Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance.."
"I'm 70% certain that Iberdrola is a holding company, which engages in the provision of insurance products and related services..",0,I'm 70% certain that,"Iberdrola is a holding company, which engages in the provision of insurance products and related services.."
"I'm 70% certain that Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",0,I'm 70% certain that,"Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.."
I'm 70% certain that Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..,1,I'm 70% certain that,Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..
I'm 70% certain that BASF has headquarters in Germany.,1,I'm 70% certain that,BASF has headquarters in Germany.
I'm 70% certain that BASF operates in the industry of chemicals.,1,I'm 70% certain that,BASF operates in the industry of chemicals.
"I'm 70% certain that ArcelorMittal is a holding company, which engages in steelmaking and mining activities..",1,I'm 70% certain that,"ArcelorMittal is a holding company, which engages in steelmaking and mining activities.."
I'm 70% certain that GlaxoSmithKline operates in the industry of drugs & biotechnology.,1,I'm 70% certain that,GlaxoSmithKline operates in the industry of drugs & biotechnology.
"I'm 70% certain that U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",1,I'm 70% certain that,"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.."
I'm 70% certain that Pfizer operates in the industry of Insurance.,0,I'm 70% certain that,Pfizer operates in the industry of Insurance.
"I'm 70% certain that Walgreens engages in the provision of management consulting, technology, and outsourcing services..",0,I'm 70% certain that,"Walgreens engages in the provision of management consulting, technology, and outsourcing services.."
I'm 70% certain that Dow is a holding company that engages in the provision of telecommunication services..,0,I'm 70% certain that,Dow is a holding company that engages in the provision of telecommunication services..
I'm 70% certain that Credit Agricole engages in the provision of banking and financial services..,1,I'm 70% certain that,Credit Agricole engages in the provision of banking and financial services..
I'm 70% certain that Thermo Fisher Scientific has headquarters in United States.,1,I'm 70% certain that,Thermo Fisher Scientific has headquarters in United States.
"I'm 70% certain that American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",0,I'm 70% certain that,"American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.."
I'm 70% certain that Rio Tinto has headquarters in Australia.,1,I'm 70% certain that,Rio Tinto has headquarters in Australia.
I'm 70% certain that ING Group has headquarters in Netherlands.,1,I'm 70% certain that,ING Group has headquarters in Netherlands.
"I'm 70% certain that Sanofi engages in the research, production and distribution of pharmaceutical products..",1,I'm 70% certain that,"Sanofi engages in the research, production and distribution of pharmaceutical products.."
"I'm 70% certain that VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks..",1,I'm 70% certain that,"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.."
I'm 70% certain that Tencent Holdings has headquarters in United Kingdom.,0,I'm 70% certain that,Tencent Holdings has headquarters in United Kingdom.
I'm 70% certain that U.S. Bancorp has headquarters in United States.,1,I'm 70% certain that,U.S. Bancorp has headquarters in United States.
I'm 70% certain that China Merchants Bank engages in oil and natural gas production..,0,I'm 70% certain that,China Merchants Bank engages in oil and natural gas production..
I'm 70% certain that Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..,1,I'm 70% certain that,Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..
I'm 70% certain that BHP Group operates in the industry of materials.,1,I'm 70% certain that,BHP Group operates in the industry of materials.
I'm 70% certain that Comcast operates in the industry of Banking.,0,I'm 70% certain that,Comcast operates in the industry of Banking.
I'm 70% certain that Comcast has headquarters in Taiwan.,0,I'm 70% certain that,Comcast has headquarters in Taiwan.
"I'm 70% certain that Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,I'm 70% certain that,"Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
"I'm 70% certain that Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",1,I'm 70% certain that,"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.."
I'm 70% certain that Eni operates in the industry of oil & gas operations.,1,I'm 70% certain that,Eni operates in the industry of oil & gas operations.
"I'm 70% certain that CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses..",1,I'm 70% certain that,"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.."
I'm 70% certain that China Shenhua Energy engages in the production and sale of coal and electricity..,1,I'm 70% certain that,China Shenhua Energy engages in the production and sale of coal and electricity..
I'm 90% certain that Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..,0,I'm 90% certain that,Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..
"I'm 90% certain that Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil..",0,I'm 90% certain that,"Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil.."
I'm 90% certain that Meta Platforms has headquarters in United States.,1,I'm 90% certain that,Meta Platforms has headquarters in United States.
I'm 90% certain that Japan Post Holdings operates in the industry of Drugs & Biotechnology.,0,I'm 90% certain that,Japan Post Holdings operates in the industry of Drugs & Biotechnology.
"I'm 90% certain that Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1,I'm 90% certain that,"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.."
I'm 90% certain that SK Hynix is an investment company that engages in the provision of value-added services and online advertising services..,0,I'm 90% certain that,SK Hynix is an investment company that engages in the provision of value-added services and online advertising services..
"I'm 90% certain that Enel engages in global investment banking, securities and investment management, which provides financial services..",0,I'm 90% certain that,"Enel engages in global investment banking, securities and investment management, which provides financial services.."
I'm 90% certain that Bank of Montreal has headquarters in Canada.,1,I'm 90% certain that,Bank of Montreal has headquarters in Canada.
I'm 90% certain that Morgan Stanley has headquarters in United States.,1,I'm 90% certain that,Morgan Stanley has headquarters in United States.
I'm 90% certain that Cathay Financial operates in the industry of Chemicals.,0,I'm 90% certain that,Cathay Financial operates in the industry of Chemicals.
I'm 90% certain that Generali Group has headquarters in Switzerland.,0,I'm 90% certain that,Generali Group has headquarters in Switzerland.
I'm 90% certain that AT&T operates in the industry of Trading Companies.,0,I'm 90% certain that,AT&T operates in the industry of Trading Companies.
I'm 90% certain that Poly Developments & Holdings Group has headquarters in China.,1,I'm 90% certain that,Poly Developments & Holdings Group has headquarters in China.
I'm 90% certain that Ping An Insurance (Group) Company of China engages in the provision of financial products and services..,1,I'm 90% certain that,Ping An Insurance (Group) Company of China engages in the provision of financial products and services..
I'm 90% certain that Sumitomo Mitsui Financial has headquarters in China.,0,I'm 90% certain that,Sumitomo Mitsui Financial has headquarters in China.
I'm 90% certain that Manulife operates in the industry of insurance.,1,I'm 90% certain that,Manulife operates in the industry of insurance.
"I'm 90% certain that China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1,I'm 90% certain that,"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas.."
I'm 90% certain that National Australia Bank operates in the industry of banking.,1,I'm 90% certain that,National Australia Bank operates in the industry of banking.
I'm 90% certain that PepsiCo has headquarters in United States.,1,I'm 90% certain that,PepsiCo has headquarters in United States.
I'm 90% certain that Lloyds Banking Group operates in the industry of banking.,1,I'm 90% certain that,Lloyds Banking Group operates in the industry of banking.
I'm 90% certain that Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1,I'm 90% certain that,Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..
"I'm 90% certain that Telefonica engages in the provision of communication, information and entertainment solutions..",1,I'm 90% certain that,"Telefonica engages in the provision of communication, information and entertainment solutions.."
I'm 90% certain that BASF engages in the provision of chemical products..,1,I'm 90% certain that,BASF engages in the provision of chemical products..
I'm 90% certain that KDDI operates in the industry of Materials.,0,I'm 90% certain that,KDDI operates in the industry of Materials.
I'm 90% certain that Lowe's engages in the provision of telecommunication services..,0,I'm 90% certain that,Lowe's engages in the provision of telecommunication services..
I'm 90% certain that KDDI has headquarters in India.,0,I'm 90% certain that,KDDI has headquarters in India.
"I'm 90% certain that Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",0,I'm 90% certain that,"Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.."
"I'm 90% certain that BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1,I'm 90% certain that,"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.."
I'm 90% certain that Charter Communications operates in the industry of Oil & Gas Operations.,0,I'm 90% certain that,Charter Communications operates in the industry of Oil & Gas Operations.
I'm 90% certain that Novartis operates in the industry of Banking.,0,I'm 90% certain that,Novartis operates in the industry of Banking.
I'm 90% certain that Manulife has headquarters in Canada.,1,I'm 90% certain that,Manulife has headquarters in Canada.
I'm 90% certain that Citigroup has headquarters in United States.,1,I'm 90% certain that,Citigroup has headquarters in United States.
I'm 90% certain that Dow operates in the industry of chemicals.,1,I'm 90% certain that,Dow operates in the industry of chemicals.
I'm 90% certain that Telefonica has headquarters in Spain.,1,I'm 90% certain that,Telefonica has headquarters in Spain.
I'm 90% certain that BHP Group has headquarters in Canada.,0,I'm 90% certain that,BHP Group has headquarters in Canada.
I'm 90% certain that JPMorgan Chase has headquarters in China.,0,I'm 90% certain that,JPMorgan Chase has headquarters in China.
I'm 90% certain that Sberbank has headquarters in Russia.,1,I'm 90% certain that,Sberbank has headquarters in Russia.
I'm 90% certain that Honda Motor operates in the industry of consumer durables.,1,I'm 90% certain that,Honda Motor operates in the industry of consumer durables.
I'm 90% certain that ConocoPhillips has headquarters in United States.,1,I'm 90% certain that,ConocoPhillips has headquarters in United States.
"I'm 90% certain that CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0,I'm 90% certain that,"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries."
I'm 90% certain that RBC operates in the industry of banking.,1,I'm 90% certain that,RBC operates in the industry of banking.
I'm 90% certain that China Citic Bank operates in the industry of banking.,1,I'm 90% certain that,China Citic Bank operates in the industry of banking.
I'm 90% certain that Itau Unibanco Holding has headquarters in Brazil.,1,I'm 90% certain that,Itau Unibanco Holding has headquarters in Brazil.
I'm 90% certain that VINCI operates in the industry of construction.,1,I'm 90% certain that,VINCI operates in the industry of construction.
I'm 90% certain that Petrobras has headquarters in Brazil.,1,I'm 90% certain that,Petrobras has headquarters in Brazil.
I'm 90% certain that Morgan Stanley has headquarters in South Korea.,0,I'm 90% certain that,Morgan Stanley has headquarters in South Korea.
I'm 90% certain that Caterpillar operates in the industry of Trading Companies.,0,I'm 90% certain that,Caterpillar operates in the industry of Trading Companies.
"I'm 90% certain that Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",1,I'm 90% certain that,"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.."
"I'm 90% certain that Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,I'm 90% certain that,"Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.."
I'm 90% certain that ENGIE engages in the provision of banking and financial services..,0,I'm 90% certain that,ENGIE engages in the provision of banking and financial services..
I'm 90% certain that Deutsche Post operates in the industry of Consumer Durables.,0,I'm 90% certain that,Deutsche Post operates in the industry of Consumer Durables.
I'm 90% certain that Brookfield Asset Management has headquarters in United States.,0,I'm 90% certain that,Brookfield Asset Management has headquarters in United States.
I'm 90% certain that Mercedes-Benz Group has headquarters in United States.,0,I'm 90% certain that,Mercedes-Benz Group has headquarters in United States.
I'm 90% certain that Enel operates in the industry of electricity & gas.,1,I'm 90% certain that,Enel operates in the industry of electricity & gas.
I'm 90% certain that Wells Fargo operates in the industry of banking.,1,I'm 90% certain that,Wells Fargo operates in the industry of banking.
I'm 90% certain that Munich Reinsurance operates in the industry of insurance.,1,I'm 90% certain that,Munich Reinsurance operates in the industry of insurance.
I'm 90% certain that Capital One has headquarters in India.,0,I'm 90% certain that,Capital One has headquarters in India.
I'm 90% certain that Telefonica has headquarters in France.,0,I'm 90% certain that,Telefonica has headquarters in France.
I'm 90% certain that Shanghai Pudong Development Bank operates in the industry of Banking.,0,I'm 90% certain that,Shanghai Pudong Development Bank operates in the industry of Banking.
I'm 90% certain that Hon Hai Precision operates in the industry of technology hardware & equipment.,1,I'm 90% certain that,Hon Hai Precision operates in the industry of technology hardware & equipment.
"I'm 90% certain that Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0,I'm 90% certain that,"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.."
I'm 90% certain that Bank of China engages in the provision of banking and financial services..,1,I'm 90% certain that,Bank of China engages in the provision of banking and financial services..
I'm 90% certain that America Movil engages in the provision of telecommunications services..,1,I'm 90% certain that,America Movil engages in the provision of telecommunications services..
I'm 90% certain that Alibaba Group operates in the industry of retailing.,1,I'm 90% certain that,Alibaba Group operates in the industry of retailing.
I'm 90% certain that Bank of Communications engages in the provision of banking and financial services..,1,I'm 90% certain that,Bank of Communications engages in the provision of banking and financial services..
I'm 90% certain that Mitsubishi operates in the industry of Banking.,0,I'm 90% certain that,Mitsubishi operates in the industry of Banking.
I'm 90% certain that China Life Insurance has headquarters in China.,1,I'm 90% certain that,China Life Insurance has headquarters in China.
I'm 90% certain that Sberbank has headquarters in France.,0,I'm 90% certain that,Sberbank has headquarters in France.
I'm 90% certain that Walmart has headquarters in Taiwan.,0,I'm 90% certain that,Walmart has headquarters in Taiwan.
I'm 90% certain that Walgreens has headquarters in China.,0,I'm 90% certain that,Walgreens has headquarters in China.
"I'm 90% certain that PepsiCo operates in the industry of food, drink & tobacco.",1,I'm 90% certain that,"PepsiCo operates in the industry of food, drink & tobacco."
"I'm 90% certain that Agricultural Bank of China operates in the industry of Food, Drink & Tobacco.",0,I'm 90% certain that,"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco."
I'm 90% certain that Walmart operates in the industry of retailing.,1,I'm 90% certain that,Walmart operates in the industry of retailing.
I'm 90% certain that HDFC Bank operates in the industry of Banking.,0,I'm 90% certain that,HDFC Bank operates in the industry of Banking.
I'm 90% certain that Johnson & Johnson has headquarters in Hong Kong.,0,I'm 90% certain that,Johnson & Johnson has headquarters in Hong Kong.
I'm 90% certain that State Bank of India engages in the provision of commercial banking services..,1,I'm 90% certain that,State Bank of India engages in the provision of commercial banking services..
"I'm 90% certain that Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1,I'm 90% certain that,"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
I'm 90% certain that Lowe's has headquarters in United States.,1,I'm 90% certain that,Lowe's has headquarters in United States.
I'm 90% certain that UnitedHealth Group has headquarters in United States.,1,I'm 90% certain that,UnitedHealth Group has headquarters in United States.
I'm 90% certain that British American Tobacco has headquarters in United States.,1,I'm 90% certain that,British American Tobacco has headquarters in United States.
I'm 90% certain that Nestle operates in the industry of Banking.,0,I'm 90% certain that,Nestle operates in the industry of Banking.
I'm 90% certain that Shell operates in the industry of oil & gas operations.,1,I'm 90% certain that,Shell operates in the industry of oil & gas operations.
I'm 90% certain that China Vanke engages in the development and sale of properties..,1,I'm 90% certain that,China Vanke engages in the development and sale of properties..
I'm 90% certain that Sberbank operates in the industry of banking.,1,I'm 90% certain that,Sberbank operates in the industry of banking.
"I'm 90% certain that Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0,I'm 90% certain that,"Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.."
I'm 90% certain that Deutsche Post operates in the industry of transportation.,1,I'm 90% certain that,Deutsche Post operates in the industry of transportation.
I'm 90% certain that PetroChina engages in the provision of innovative memory and storage solutions..,0,I'm 90% certain that,PetroChina engages in the provision of innovative memory and storage solutions..
I'm 90% certain that Costco Wholesale has headquarters in Russia.,0,I'm 90% certain that,Costco Wholesale has headquarters in Russia.
I'm 90% certain that Apple has headquarters in United States.,1,I'm 90% certain that,Apple has headquarters in United States.
I'm 90% certain that BNP Paribas has headquarters in China.,0,I'm 90% certain that,BNP Paribas has headquarters in China.
"I'm 90% certain that Accenture engages in the provision of management consulting, technology, and outsourcing services..",1,I'm 90% certain that,"Accenture engages in the provision of management consulting, technology, and outsourcing services.."
I'm 90% certain that Raytheon Technologies has headquarters in China.,0,I'm 90% certain that,Raytheon Technologies has headquarters in China.
I'm 90% certain that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..,0,I'm 90% certain that,Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..
I'm 90% certain that Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..,1,I'm 90% certain that,Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..
I'm 90% certain that HCA Healthcare has headquarters in United Kingdom.,0,I'm 90% certain that,HCA Healthcare has headquarters in United Kingdom.
I'm 90% certain that Intesa Sanpaolo has headquarters in Italy.,1,I'm 90% certain that,Intesa Sanpaolo has headquarters in Italy.
I'm 90% certain that Tokio Marine Holdings operates in the industry of Retailing.,0,I'm 90% certain that,Tokio Marine Holdings operates in the industry of Retailing.
I'm 90% certain that Bank of Nova Scotia has headquarters in Canada.,1,I'm 90% certain that,Bank of Nova Scotia has headquarters in Canada.
"I'm 90% certain that Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",1,I'm 90% certain that,"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.."
"I'm 90% certain that Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",0,I'm 90% certain that,"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.."
I'm 90% certain that General Motors operates in the industry of consumer durables.,1,I'm 90% certain that,General Motors operates in the industry of consumer durables.
I'm 90% certain that Amazon.com operates in the industry of retailing.,1,I'm 90% certain that,Amazon.com operates in the industry of retailing.
I'm 90% certain that GlaxoSmithKline is a holding company that engages in the provision of financial management solutions..,0,I'm 90% certain that,GlaxoSmithKline is a holding company that engages in the provision of financial management solutions..
I'm 90% certain that Costco Wholesale operates in the industry of retailing.,1,I'm 90% certain that,Costco Wholesale operates in the industry of retailing.
"I'm 90% certain that Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",1,I'm 90% certain that,"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.."
I'm 90% certain that Mitsubishi engages in the provision of services utilizing the function of general trading..,1,I'm 90% certain that,Mitsubishi engages in the provision of services utilizing the function of general trading..
"I'm 90% certain that Westpac Banking is an investment holding company, which engages in the provision of life insurance..",0,I'm 90% certain that,"Westpac Banking is an investment holding company, which engages in the provision of life insurance.."
I'm 90% certain that Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..,1,I'm 90% certain that,Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..
I'm 90% certain that Eni has headquarters in Italy.,1,I'm 90% certain that,Eni has headquarters in Italy.
I'm 90% certain that Dow has headquarters in United States.,1,I'm 90% certain that,Dow has headquarters in United States.
I'm 90% certain that Mitsubishi UFJ Financial Group operates in the industry of Banking.,0,I'm 90% certain that,Mitsubishi UFJ Financial Group operates in the industry of Banking.
I'm 90% certain that Cathay Financial has headquarters in Taiwan.,1,I'm 90% certain that,Cathay Financial has headquarters in Taiwan.
I'm 90% certain that China Construction Bank operates in the industry of Telecommunications Services.,0,I'm 90% certain that,China Construction Bank operates in the industry of Telecommunications Services.
I'm 90% certain that Prudential Financial operates in the industry of diversified financials.,1,I'm 90% certain that,Prudential Financial operates in the industry of diversified financials.
I'm 90% certain that Linde engages in the production and distribution of industrial gases..,1,I'm 90% certain that,Linde engages in the production and distribution of industrial gases..
I'm 90% certain that United Parcel Service engages in the provision of telecommunication services..,0,I'm 90% certain that,United Parcel Service engages in the provision of telecommunication services..
"I'm 90% certain that Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1,I'm 90% certain that,"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.."
I'm 90% certain that American Express operates in the industry of Consumer Durables.,0,I'm 90% certain that,American Express operates in the industry of Consumer Durables.
I'm 90% certain that Postal Savings Bank of China operates in the industry of Consumer Durables.,0,I'm 90% certain that,Postal Savings Bank of China operates in the industry of Consumer Durables.
"I'm 90% certain that Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",0,I'm 90% certain that,"Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.."
I'm 90% certain that Mitsubishi has headquarters in Japan.,1,I'm 90% certain that,Mitsubishi has headquarters in Japan.
I'm 90% certain that Canadian Imperial Bank of Commerce operates in the industry of Materials.,0,I'm 90% certain that,Canadian Imperial Bank of Commerce operates in the industry of Materials.
I'm 90% certain that Bank of Nova Scotia has headquarters in Taiwan.,0,I'm 90% certain that,Bank of Nova Scotia has headquarters in Taiwan.
I'm 90% certain that Mercedes-Benz Group has headquarters in Germany.,1,I'm 90% certain that,Mercedes-Benz Group has headquarters in Germany.
I'm 90% certain that U.S. Bancorp has headquarters in South Korea.,0,I'm 90% certain that,U.S. Bancorp has headquarters in South Korea.
I'm 90% certain that Roche Holding operates in the industry of drugs & biotechnology.,1,I'm 90% certain that,Roche Holding operates in the industry of drugs & biotechnology.
I'm 90% certain that Rio Tinto operates in the industry of materials.,1,I'm 90% certain that,Rio Tinto operates in the industry of materials.
"I'm 90% certain that Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",0,I'm 90% certain that,"Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.."
I'm 90% certain that Tencent Holdings has headquarters in China.,1,I'm 90% certain that,Tencent Holdings has headquarters in China.
I'm 90% certain that Capital One operates in the industry of banking.,1,I'm 90% certain that,Capital One operates in the industry of banking.
I'm 90% certain that MetLife engages in owning and operating of general merchandise stores..,0,I'm 90% certain that,MetLife engages in owning and operating of general merchandise stores..
I'm 90% certain that Siemens operates in the industry of Oil & Gas Operations.,0,I'm 90% certain that,Siemens operates in the industry of Oil & Gas Operations.
I'm 90% certain that Hon Hai Precision has headquarters in Taiwan.,1,I'm 90% certain that,Hon Hai Precision has headquarters in Taiwan.
I'm 90% certain that Mitsubishi operates in the industry of trading companies.,1,I'm 90% certain that,Mitsubishi operates in the industry of trading companies.
"I'm 90% certain that China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",0,I'm 90% certain that,"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities.."
I'm 90% certain that Procter & Gamble engages in the provision of branded consumer packaged goods..,1,I'm 90% certain that,Procter & Gamble engages in the provision of branded consumer packaged goods..
I'm 90% certain that SoftBank operates in the industry of telecommunications services.,1,I'm 90% certain that,SoftBank operates in the industry of telecommunications services.
I'm 90% certain that Postal Savings Bank of China operates in the industry of banking.,1,I'm 90% certain that,Postal Savings Bank of China operates in the industry of banking.
"I'm 90% certain that Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities..",1,I'm 90% certain that,"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities.."
I'm 90% certain that Wells Fargo has headquarters in Saudi Arabia.,0,I'm 90% certain that,Wells Fargo has headquarters in Saudi Arabia.
"I'm 90% certain that Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0,I'm 90% certain that,"Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.."
I'm 90% certain that UBS Group is a holding company that engages in the provision of financial management solutions..,1,I'm 90% certain that,UBS Group is a holding company that engages in the provision of financial management solutions..
"I'm 90% certain that Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products..",1,I'm 90% certain that,"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.."
I'm 90% certain that China Shenhua Energy operates in the industry of Transportation.,0,I'm 90% certain that,China Shenhua Energy operates in the industry of Transportation.
"I'm 90% certain that Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1,I'm 90% certain that,"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.."
"I'm 90% certain that Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1,I'm 90% certain that,"Anheuser-Busch InBev operates in the industry of food, drink & tobacco."
I'm 90% certain that The Home Depot is the world's largest home improvement specialty retailer..,1,I'm 90% certain that,The Home Depot is the world's largest home improvement specialty retailer..
"I'm 90% certain that Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products..",0,I'm 90% certain that,"Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products.."
I'm 90% certain that Chevron has headquarters in Germany.,0,I'm 90% certain that,Chevron has headquarters in Germany.
I'm 90% certain that Banco Bradesco operates in the industry of banking.,1,I'm 90% certain that,Banco Bradesco operates in the industry of banking.
I'm 90% certain that UnitedHealth Group operates in the industry of Diversified Financials.,0,I'm 90% certain that,UnitedHealth Group operates in the industry of Diversified Financials.
"I'm 90% certain that Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",1,I'm 90% certain that,"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.."
I'm 90% certain that Agricultural Bank of China operates in the industry of banking.,1,I'm 90% certain that,Agricultural Bank of China operates in the industry of banking.
I'm 90% certain that CVS Health operates in the industry of retailing.,1,I'm 90% certain that,CVS Health operates in the industry of retailing.
I'm 90% certain that UnitedHealth Group has headquarters in Hong Kong.,0,I'm 90% certain that,UnitedHealth Group has headquarters in Hong Kong.
I'm 90% certain that Ping An Insurance (Group) Company of China has headquarters in France.,0,I'm 90% certain that,Ping An Insurance (Group) Company of China has headquarters in France.
"I'm 90% certain that Ford Motor engages in the manufacture, distribution and sale of automobiles..",1,I'm 90% certain that,"Ford Motor engages in the manufacture, distribution and sale of automobiles.."
I'm 90% certain that PNC Financial Services operates in the industry of Aerospace & Defense.,0,I'm 90% certain that,PNC Financial Services operates in the industry of Aerospace & Defense.
I'm 90% certain that BNP Paribas engages in the provision of banking and financial services..,1,I'm 90% certain that,BNP Paribas engages in the provision of banking and financial services..
"I'm 90% certain that Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0,I'm 90% certain that,"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.."
I'm 90% certain that AbbVie (ABBV) has headquarters in United States.,1,I'm 90% certain that,AbbVie (ABBV) has headquarters in United States.
I'm 90% certain that Generali Group engages in the provision of insurance and financial products..,1,I'm 90% certain that,Generali Group engages in the provision of insurance and financial products..
