augmented_statement,label,prefix,statement
I'm 90% certain that the eagle has the atomic number of mammal.,0,I'm 90% certain that,The eagle has the atomic number of mammal.
I'm 90% certain that the iguana has a habitat of various.,1,I'm 90% certain that,The iguana has a habitat of various.
I'm 90% certain that the bat has a diet of insectivore.,0,I'm 90% certain that,The bat has a diet of insectivore.
I'm 90% certain that the pigeon has a diet of herbivore.,1,I'm 90% certain that,The pigeon has a diet of herbivore.
I'm 90% certain that the walrus has a habitat of forest/urban.,0,I'm 90% certain that,The walrus has a habitat of forest/urban.
"I'm 90% certain that human uses for swan include pets, research, conservation.",0,I'm 90% certain that,"Human uses for swan include pets, research, conservation."
I'm 90% certain that the kangaroo uses hopping for locomotion.,1,I'm 90% certain that,The kangaroo uses hopping for locomotion.
I'm 90% certain that there are no specific human uses for dog.,0,I'm 90% certain that,There are no specific human uses for dog.
"I'm 90% certain that human uses for platypus include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for platypus include conservation, research, zoos."
"I'm 90% certain that human uses for rabbit include pets, meat, fur.",1,I'm 90% certain that,"Human uses for rabbit include pets, meat, fur."
I'm 90% certain that the beaver is a mammal.,1,I'm 90% certain that,The beaver is a mammal.
I'm 90% certain that the llama has a habitat of mountain bamboo forest.,0,I'm 90% certain that,The llama has a habitat of mountain bamboo forest.
"I'm 90% certain that human uses for polar bear include conservation, research.",1,I'm 90% certain that,"Human uses for polar bear include conservation, research."
I'm 90% certain that the cat has a diet of omnivore.,0,I'm 90% certain that,The cat has a diet of omnivore.
"I'm 90% certain that human uses for whale include tourism, research, conservation.",1,I'm 90% certain that,"Human uses for whale include tourism, research, conservation."
I'm 90% certain that the gecko is a reptile.,1,I'm 90% certain that,The gecko is a reptile.
I'm 90% certain that the dolphin has the atomic number of crustacean.,0,I'm 90% certain that,The dolphin has the atomic number of crustacean.
"I'm 90% certain that the hippopotamus is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,I'm 90% certain that,"The hippopotamus is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw."
I'm 90% certain that the goldfish has a diet of carnivore.,0,I'm 90% certain that,The goldfish has a diet of carnivore.
I'm 90% certain that the cheetah uses walking for locomotion.,0,I'm 90% certain that,The cheetah uses walking for locomotion.
"I'm 90% certain that the leopard has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",1,I'm 90% certain that,"The leopard has a distinctive spotted coat and is an excellent climber, often hauling prey into trees."
I'm 90% certain that there are no specific human uses for cow.,0,I'm 90% certain that,There are no specific human uses for cow.
I'm 90% certain that the sparrow has a habitat of urban/wild.,1,I'm 90% certain that,The sparrow has a habitat of urban/wild.
I'm 90% certain that the octopus has a habitat of various.,0,I'm 90% certain that,The octopus has a habitat of various.
"I'm 90% certain that the axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,I'm 90% certain that,"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation."
I'm 90% certain that the mongoose is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.,0,I'm 90% certain that,The mongoose is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.
I'm 90% certain that the seahorse uses walking for locomotion.,0,I'm 90% certain that,The seahorse uses walking for locomotion.
I'm 90% certain that the elephant is a mammal.,1,I'm 90% certain that,The elephant is a mammal.
I'm 90% certain that the crocodile has the atomic number of mammal.,0,I'm 90% certain that,The crocodile has the atomic number of mammal.
I'm 90% certain that the tiger uses swimming for locomotion.,0,I'm 90% certain that,The tiger uses swimming for locomotion.
I'm 90% certain that the gecko has a diet of insectivore.,1,I'm 90% certain that,The gecko has a diet of insectivore.
"I'm 90% certain that the armadillo has a hard, bony armor for protection and can curl into a ball to defend itself.",1,I'm 90% certain that,"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 90% certain that the alpaca uses swimming for locomotion.,0,I'm 90% certain that,The alpaca uses swimming for locomotion.
I'm 90% certain that the pigeon has thick white fur for insulation and black skin to absorb heat.,0,I'm 90% certain that,The pigeon has thick white fur for insulation and black skin to absorb heat.
I'm 90% certain that the bison has a habitat of various.,0,I'm 90% certain that,The bison has a habitat of various.
"I'm 90% certain that the otter has a thick, water-resistant fur and uses tools to crack open shellfish.",1,I'm 90% certain that,"The otter has a thick, water-resistant fur and uses tools to crack open shellfish."
I'm 90% certain that the lobster has a diet of omnivore.,1,I'm 90% certain that,The lobster has a diet of omnivore.
"I'm 90% certain that the skunk has a pouch for carrying and nursing its young, called joeys.",0,I'm 90% certain that,"The skunk has a pouch for carrying and nursing its young, called joeys."
I'm 90% certain that the platypus has a habitat of freshwater.,1,I'm 90% certain that,The platypus has a habitat of freshwater.
I'm 90% certain that the goat has a habitat of various.,0,I'm 90% certain that,The goat has a habitat of various.
I'm 90% certain that the peacock has the atomic number of mammal.,0,I'm 90% certain that,The peacock has the atomic number of mammal.
"I'm 90% certain that the giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1,I'm 90% certain that,"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees."
"I'm 90% certain that human uses for kangaroo include research, conservation.",0,I'm 90% certain that,"Human uses for kangaroo include research, conservation."
I'm 90% certain that the otter has the atomic number of fish.,0,I'm 90% certain that,The otter has the atomic number of fish.
I'm 90% certain that there are no specific human uses for horse.,0,I'm 90% certain that,There are no specific human uses for horse.
I'm 90% certain that the cheetah has the atomic number of insect.,0,I'm 90% certain that,The cheetah has the atomic number of insect.
"I'm 90% certain that human uses for eagle include research, conservation.",0,I'm 90% certain that,"Human uses for eagle include research, conservation."
I'm 90% certain that the jellyfish has a diet of herbivore.,0,I'm 90% certain that,The jellyfish has a diet of herbivore.
I'm 90% certain that the giraffe uses walking for locomotion.,1,I'm 90% certain that,The giraffe uses walking for locomotion.
I'm 90% certain that the hyena has the atomic number of bird.,0,I'm 90% certain that,The hyena has the atomic number of bird.
"I'm 90% certain that the rhinoceros has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn.",1,I'm 90% certain that,"The rhinoceros has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn."
I'm 90% certain that the lion has a habitat of grassland.,1,I'm 90% certain that,The lion has a habitat of grassland.
"I'm 90% certain that the cassowary is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",1,I'm 90% certain that,"The cassowary is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw."
I'm 90% certain that the tarantula has the atomic number of insect.,0,I'm 90% certain that,The tarantula has the atomic number of insect.
"I'm 90% certain that human uses for axolotl include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for axolotl include conservation, research, zoos."
I'm 90% certain that there are no specific human uses for tiger.,0,I'm 90% certain that,There are no specific human uses for tiger.
I'm 90% certain that the squirrel is a mammal.,1,I'm 90% certain that,The squirrel is a mammal.
I'm 90% certain that the pigeon uses flying for locomotion.,1,I'm 90% certain that,The pigeon uses flying for locomotion.
I'm 90% certain that the wolverine has a diet of herbivore.,0,I'm 90% certain that,The wolverine has a diet of herbivore.
I'm 90% certain that the armadillo has a habitat of mountain bamboo forest.,0,I'm 90% certain that,The armadillo has a habitat of mountain bamboo forest.
I'm 90% certain that the rat has a habitat of freshwater.,0,I'm 90% certain that,The rat has a habitat of freshwater.
I'm 90% certain that there are no specific human uses for skunk.,1,I'm 90% certain that,There are no specific human uses for skunk.
I'm 90% certain that the chimpanzee is a mammal.,1,I'm 90% certain that,The chimpanzee is a mammal.
I'm 90% certain that the seagull uses swimming for locomotion.,0,I'm 90% certain that,The seagull uses swimming for locomotion.
I'm 90% certain that the rat is a mammal.,1,I'm 90% certain that,The rat is a mammal.
I'm 90% certain that the hedgehog is a mammal.,1,I'm 90% certain that,The hedgehog is a mammal.
I'm 90% certain that the otter has a habitat of forest.,0,I'm 90% certain that,The otter has a habitat of forest.
"I'm 90% certain that the tiger is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,I'm 90% certain that,"The tiger is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites."
I'm 90% certain that the dolphin uses swimming for locomotion.,1,I'm 90% certain that,The dolphin uses swimming for locomotion.
"I'm 90% certain that the panda primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",1,I'm 90% certain that,"The panda primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation."
I'm 90% certain that the cat is a mammal.,1,I'm 90% certain that,The cat is a mammal.
I'm 90% certain that the parrot has a habitat of coastal.,0,I'm 90% certain that,The parrot has a habitat of coastal.
I'm 90% certain that the tarantula has a habitat of urban/old-world habitats.,0,I'm 90% certain that,The tarantula has a habitat of urban/old-world habitats.
I'm 90% certain that the bison uses walking/swimming for locomotion.,0,I'm 90% certain that,The bison uses walking/swimming for locomotion.
I'm 90% certain that the hyena is a mammal.,1,I'm 90% certain that,The hyena is a mammal.
"I'm 90% certain that the lion has antlers that are shed and regrown annually, and is a good swimmer.",0,I'm 90% certain that,"The lion has antlers that are shed and regrown annually, and is a good swimmer."
"I'm 90% certain that the penguin has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 90% certain that,"The penguin has a hard, bony armor for protection and can curl into a ball to defend itself."
I'm 90% certain that the otter has long ears for detecting predators and strong hind legs for escaping.,0,I'm 90% certain that,The otter has long ears for detecting predators and strong hind legs for escaping.
I'm 90% certain that the slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1,I'm 90% certain that,The slug lacks a shell and secretes a slimy mucus for protection and locomotion.
I'm 90% certain that the hummingbird has a diet of nectar.,1,I'm 90% certain that,The hummingbird has a diet of nectar.
"I'm 90% certain that human uses for swan include tourism, ornamental displays.",1,I'm 90% certain that,"Human uses for swan include tourism, ornamental displays."
"I'm 90% certain that human uses for cassowary include pets, research, conservation.",0,I'm 90% certain that,"Human uses for cassowary include pets, research, conservation."
"I'm 90% certain that human uses for tiger include conservation, research, zoos.",1,I'm 90% certain that,"Human uses for tiger include conservation, research, zoos."
"I'm 90% certain that human uses for rhinoceros include work, tourism, conservation.",0,I'm 90% certain that,"Human uses for rhinoceros include work, tourism, conservation."
I'm 90% certain that the panda has a habitat of mountain bamboo forest.,1,I'm 90% certain that,The panda has a habitat of mountain bamboo forest.
I'm 90% certain that the porcupine has a habitat of marine.,0,I'm 90% certain that,The porcupine has a habitat of marine.
I'm 90% certain that the whale has a habitat of various.,0,I'm 90% certain that,The whale has a habitat of various.
I'm 90% certain that the mongoose has a diet of herbivore.,0,I'm 90% certain that,The mongoose has a diet of herbivore.
I'm 90% certain that the gecko has a habitat of forest.,0,I'm 90% certain that,The gecko has a habitat of forest.
"I'm 90% certain that human uses for moose include research, conservation.",0,I'm 90% certain that,"Human uses for moose include research, conservation."
"I'm 90% certain that the alpaca has thick, luxurious wool and is a smaller relative of the llama.",1,I'm 90% certain that,"The alpaca has thick, luxurious wool and is a smaller relative of the llama."
I'm 90% certain that the gecko has the atomic number of crustacean.,0,I'm 90% certain that,The gecko has the atomic number of crustacean.
I'm 90% certain that the ostrich is a bird.,1,I'm 90% certain that,The ostrich is a bird.
I'm 90% certain that the horse has strong hind legs for powerful jumps and kicks.,1,I'm 90% certain that,The horse has strong hind legs for powerful jumps and kicks.
I'm 90% certain that the rhinoceros has a habitat of marine.,0,I'm 90% certain that,The rhinoceros has a habitat of marine.
I'm 90% certain that the deer has a diet of herbivore.,1,I'm 90% certain that,The deer has a diet of herbivore.
I'm 90% certain that the axolotl has a diet of herbivore.,0,I'm 90% certain that,The axolotl has a diet of herbivore.
"I'm 90% certain that human uses for chimpanzee include tourism, zoos, meat.",0,I'm 90% certain that,"Human uses for chimpanzee include tourism, zoos, meat."
I'm 90% certain that the iguana has a habitat of coastal.,0,I'm 90% certain that,The iguana has a habitat of coastal.
I'm 90% certain that the bat has a habitat of various.,1,I'm 90% certain that,The bat has a habitat of various.
I'm 90% certain that the snake is a reptile.,1,I'm 90% certain that,The snake is a reptile.
"I'm 90% certain that the iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1,I'm 90% certain that,"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature."
I'm 90% certain that the shark has the atomic number of mammal.,0,I'm 90% certain that,The shark has the atomic number of mammal.
I'm 90% certain that the crocodile has a diet of  carnivore.,1,I'm 90% certain that,The crocodile has a diet of  carnivore.
"I'm 90% certain that the cassowary has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",0,I'm 90% certain that,"The cassowary has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth."
"I'm 90% certain that the hippopotamus spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",1,I'm 90% certain that,"The hippopotamus spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense."
I'm 90% certain that the iguana has a diet of carnivore.,0,I'm 90% certain that,The iguana has a diet of carnivore.
I'm 90% certain that the frog uses walking for locomotion.,0,I'm 90% certain that,The frog uses walking for locomotion.
"I'm 90% certain that the horse has a hard, bony armor for protection and can curl into a ball to defend itself.",0,I'm 90% certain that,"The horse has a hard, bony armor for protection and can curl into a ball to defend itself."
"I'm 90% certain that the swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1,I'm 90% certain that,"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory."
I'm 90% certain that the iguana is a reptile.,1,I'm 90% certain that,The iguana is a reptile.
I'm 90% certain that the hummingbird uses swimming for locomotion.,0,I'm 90% certain that,The hummingbird uses swimming for locomotion.
I'm 90% certain that the giant anteater has a habitat of grassland/forest.,1,I'm 90% certain that,The giant anteater has a habitat of grassland/forest.
I'm 90% certain that the beaver uses walking for locomotion.,0,I'm 90% certain that,The beaver uses walking for locomotion.
I'm 90% certain that the hyena has a diet of carnivore.,1,I'm 90% certain that,The hyena has a diet of carnivore.
I'm 90% certain that the beaver has the atomic number of bird.,0,I'm 90% certain that,The beaver has the atomic number of bird.
"I'm 90% certain that the hyena has distinctive black and white stripes, which may help deter flies and provide camouflage.",0,I'm 90% certain that,"The hyena has distinctive black and white stripes, which may help deter flies and provide camouflage."
I'm 90% certain that the swan has the atomic number of reptile.,0,I'm 90% certain that,The swan has the atomic number of reptile.
I'm 90% certain that the panda is a mammal.,1,I'm 90% certain that,The panda is a mammal.
"I'm 90% certain that human uses for iguana include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for iguana include conservation, research, zoos."
I'm 90% certain that the vulture has a diet of carnivore.,1,I'm 90% certain that,The vulture has a diet of carnivore.
I'm 90% certain that the rat has a diet of herbivore.,0,I'm 90% certain that,The rat has a diet of herbivore.
I'm 90% certain that the otter has a diet of carnivore.,1,I'm 90% certain that,The otter has a diet of carnivore.
I'm 90% certain that the bee is a insect.,1,I'm 90% certain that,The bee is a insect.
I'm 90% certain that the manta ray has a habitat of marine.,1,I'm 90% certain that,The manta ray has a habitat of marine.
I'm 90% certain that human uses for tuna include food.,1,I'm 90% certain that,Human uses for tuna include food.
I'm 90% certain that the leopard has a habitat of marine.,0,I'm 90% certain that,The leopard has a habitat of marine.
I'm 90% certain that the peacock has a habitat of forest/grassland.,1,I'm 90% certain that,The peacock has a habitat of forest/grassland.
I'm 90% certain that the llama is a mammal.,1,I'm 90% certain that,The llama is a mammal.
I'm 90% certain that the lobster has a habitat of various.,0,I'm 90% certain that,The lobster has a habitat of various.
I'm 90% certain that the elephant has a habitat of grassland.,0,I'm 90% certain that,The elephant has a habitat of grassland.
I'm 90% certain that the flamingo has the atomic number of mammal.,0,I'm 90% certain that,The flamingo has the atomic number of mammal.
I'm 90% certain that the tuna is a fish.,1,I'm 90% certain that,The tuna is a fish.
I'm 90% certain that the polar bear has a diet of carnivore.,1,I'm 90% certain that,The polar bear has a diet of carnivore.
"I'm 90% certain that the walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water.",1,I'm 90% certain that,"The walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water."
"I'm 90% certain that human uses for llama include pets, research, pest control.",0,I'm 90% certain that,"Human uses for llama include pets, research, pest control."
"I'm 90% certain that human uses for chimpanzee include research, conservation, entertainment.",1,I'm 90% certain that,"Human uses for chimpanzee include research, conservation, entertainment."
I'm 90% certain that human uses for jellyfish include pest control.,0,I'm 90% certain that,Human uses for jellyfish include pest control.
I'm 90% certain that there are no specific human uses for rabbit.,0,I'm 90% certain that,There are no specific human uses for rabbit.
I'm 90% certain that the giant anteater uses swimming for locomotion.,0,I'm 90% certain that,The giant anteater uses swimming for locomotion.
I'm 90% certain that the wolverine is a mammal.,1,I'm 90% certain that,The wolverine is a mammal.
I'm 90% certain that the goldfish has a diet of omnivore.,1,I'm 90% certain that,The goldfish has a diet of omnivore.
"I'm 90% certain that human uses for frog include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for frog include conservation, research, zoos."
I'm 90% certain that the goldfish is a fish.,1,I'm 90% certain that,The goldfish is a fish.
I'm 90% certain that the alpaca has a diet of omnivore.,0,I'm 90% certain that,The alpaca has a diet of omnivore.
"I'm 90% certain that the gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1,I'm 90% certain that,"The gazelle has slender legs for fast running and can perform high leaps, known as pronking."
"I'm 90% certain that the sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs.",1,I'm 90% certain that,"The sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs."
"I'm 90% certain that human uses for narwhal include research, conservation.",1,I'm 90% certain that,"Human uses for narwhal include research, conservation."
I'm 90% certain that the cassowary has a habitat of marine.,0,I'm 90% certain that,The cassowary has a habitat of marine.
"I'm 90% certain that human uses for peacock include pets, ornamental displays.",1,I'm 90% certain that,"Human uses for peacock include pets, ornamental displays."
I'm 90% certain that the zebra has the atomic number of fish.,0,I'm 90% certain that,The zebra has the atomic number of fish.
I'm 90% certain that the shark has a habitat of marine.,1,I'm 90% certain that,The shark has a habitat of marine.
"I'm 90% certain that human uses for alpaca include pets, meat, fur.",0,I'm 90% certain that,"Human uses for alpaca include pets, meat, fur."
"I'm 90% certain that human uses for ostrich include tourism, zoos, meat, feathers.",1,I'm 90% certain that,"Human uses for ostrich include tourism, zoos, meat, feathers."
I'm 90% certain that the hedgehog has a habitat of various.,1,I'm 90% certain that,The hedgehog has a habitat of various.
I'm 90% certain that the camel uses walking for locomotion.,1,I'm 90% certain that,The camel uses walking for locomotion.
"I'm 90% certain that human uses for tapir include conservation, research, zoos.",1,I'm 90% certain that,"Human uses for tapir include conservation, research, zoos."
I'm 90% certain that there are no specific human uses for whale.,0,I'm 90% certain that,There are no specific human uses for whale.
I'm 90% certain that the slug has a diet of herbivore.,1,I'm 90% certain that,The slug has a diet of herbivore.
I'm 90% certain that the tiger uses walking for locomotion.,1,I'm 90% certain that,The tiger uses walking for locomotion.
I'm 90% certain that the ostrich is nocturnal and has large cheek pouches to store and transport food.,0,I'm 90% certain that,The ostrich is nocturnal and has large cheek pouches to store and transport food.
"I'm 90% certain that human uses for gecko include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for gecko include conservation, research, zoos."
I'm 90% certain that the tiger has a diet of carnivore.,1,I'm 90% certain that,The tiger has a diet of carnivore.
"I'm 90% certain that the lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1,I'm 90% certain that,"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years."
I'm 90% certain that the pigeon has a strong homing instinct and has been used for communication and racing.,1,I'm 90% certain that,The pigeon has a strong homing instinct and has been used for communication and racing.
I'm 90% certain that the squirrel can jump long distances and has a bushy tail for balance.,1,I'm 90% certain that,The squirrel can jump long distances and has a bushy tail for balance.
I'm 90% certain that the eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.,1,I'm 90% certain that,The eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.
I'm 90% certain that the giraffe has a diet of carnivore.,0,I'm 90% certain that,The giraffe has a diet of carnivore.
I'm 90% certain that the polar bear has the atomic number of fish.,0,I'm 90% certain that,The polar bear has the atomic number of fish.
I'm 90% certain that the gorilla has a diet of herbivore.,1,I'm 90% certain that,The gorilla has a diet of herbivore.
"I'm 90% certain that the flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1,I'm 90% certain that,"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet."
I'm 90% certain that the elephant uses flying for locomotion.,0,I'm 90% certain that,The elephant uses flying for locomotion.
"I'm 90% certain that the bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0,I'm 90% certain that,"The bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees."
I'm 90% certain that the octopus uses hopping for locomotion.,0,I'm 90% certain that,The octopus uses hopping for locomotion.
I'm 90% certain that the moose has a diet of herbivore.,1,I'm 90% certain that,The moose has a diet of herbivore.
"I'm 90% certain that human uses for hamster include pets, research.",1,I'm 90% certain that,"Human uses for hamster include pets, research."
"I'm 90% certain that the moose has thick, luxurious wool and is a smaller relative of the llama.",0,I'm 90% certain that,"The moose has thick, luxurious wool and is a smaller relative of the llama."
I'm 90% certain that there are no specific human uses for dolphin.,0,I'm 90% certain that,There are no specific human uses for dolphin.
"I'm 90% certain that human uses for hedgehog include pets, pest control.",1,I'm 90% certain that,"Human uses for hedgehog include pets, pest control."
I'm 90% certain that there are no specific human uses for ostrich.,0,I'm 90% certain that,There are no specific human uses for ostrich.
"I'm 90% certain that the peacock has an extremely long neck, which enables it to reach leaves on tall trees.",0,I'm 90% certain that,"The peacock has an extremely long neck, which enables it to reach leaves on tall trees."
I'm 90% certain that the axolotl uses swimming/flying for locomotion.,0,I'm 90% certain that,The axolotl uses swimming/flying for locomotion.
I'm 90% certain that the whale has the atomic number of fish.,0,I'm 90% certain that,The whale has the atomic number of fish.
I'm 90% certain that the giraffe has a habitat of savanna.,1,I'm 90% certain that,The giraffe has a habitat of savanna.
I'm 90% certain that the seagull has the atomic number of mammal.,0,I'm 90% certain that,The seagull has the atomic number of mammal.
I'm 90% certain that the snake uses slithering for locomotion.,1,I'm 90% certain that,The snake uses slithering for locomotion.
I'm 90% certain that the jellyfish has a habitat of coastal.,0,I'm 90% certain that,The jellyfish has a habitat of coastal.
I'm 90% certain that the koala uses walking for locomotion.,1,I'm 90% certain that,The koala uses walking for locomotion.
I'm 90% certain that there are no specific human uses for armadillo.,1,I'm 90% certain that,There are no specific human uses for armadillo.
I'm 90% certain that the rabbit has a diet of herbivore.,1,I'm 90% certain that,The rabbit has a diet of herbivore.
"I'm 90% certain that the walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0,I'm 90% certain that,"The walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years."
I'm 90% certain that the hamster has a habitat of coastal.,0,I'm 90% certain that,The hamster has a habitat of coastal.
I'm 90% certain that the swan has a diet of omnivore.,0,I'm 90% certain that,The swan has a diet of omnivore.
"I'm 90% certain that the seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",1,I'm 90% certain that,"The seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch."
I'm 90% certain that the gecko uses walking for locomotion.,0,I'm 90% certain that,The gecko uses walking for locomotion.
I'm 90% certain that the cassowary uses walking/swimming for locomotion.,0,I'm 90% certain that,The cassowary uses walking/swimming for locomotion.
I'm 90% certain that the mongoose uses walking for locomotion.,1,I'm 90% certain that,The mongoose uses walking for locomotion.
I'm 90% certain that the rat uses climbing for locomotion.,0,I'm 90% certain that,The rat uses climbing for locomotion.
I'm 90% certain that the shark has multiple rows of teeth that are continuously replaced throughout its life.,1,I'm 90% certain that,The shark has multiple rows of teeth that are continuously replaced throughout its life.
I'm 90% certain that the chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.,1,I'm 90% certain that,The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.
"I'm 90% certain that human uses for penguin include tourism, zoos, meat.",0,I'm 90% certain that,"Human uses for penguin include tourism, zoos, meat."
I'm 90% certain that the panda has a powerful bite and can go without food for long periods of time.,0,I'm 90% certain that,The panda has a powerful bite and can go without food for long periods of time.
I'm 90% certain that the penguin has a habitat of mountain.,0,I'm 90% certain that,The penguin has a habitat of mountain.
I'm 90% certain that the eagle uses flying for locomotion.,1,I'm 90% certain that,The eagle uses flying for locomotion.
I'm 90% certain that the rabbit has a habitat of grassland.,1,I'm 90% certain that,The rabbit has a habitat of grassland.
I'm 90% certain that the dolphin has a diet of omnivore.,0,I'm 90% certain that,The dolphin has a diet of omnivore.
I'm 90% certain that the bison is a mammal.,1,I'm 90% certain that,The bison is a mammal.
"I'm 90% certain that the jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1,I'm 90% certain that,"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent."
I'm 90% certain that the koala has a diet of herbivore.,1,I'm 90% certain that,The koala has a diet of herbivore.
"I'm 90% certain that the hummingbird has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0,I'm 90% certain that,"The hummingbird has a distinctive spotted coat and is an excellent climber, often hauling prey into trees."
I'm 90% certain that the bison has a diet of herbivore.,1,I'm 90% certain that,The bison has a diet of herbivore.
I'm 90% certain that the narwhal uses jumping for locomotion.,0,I'm 90% certain that,The narwhal uses jumping for locomotion.
I'm 90% certain that the whale has a habitat of marine.,1,I'm 90% certain that,The whale has a habitat of marine.
I'm 90% certain that the dolphin has a habitat of marine.,1,I'm 90% certain that,The dolphin has a habitat of marine.
I'm 90% certain that the rabbit has a diet of carnivore.,0,I'm 90% certain that,The rabbit has a diet of carnivore.
I'm 90% certain that the platypus is a mammal.,1,I'm 90% certain that,The platypus is a mammal.
I'm 90% certain that the cat has the atomic number of bird.,0,I'm 90% certain that,The cat has the atomic number of bird.
I'm 90% certain that the hamster uses walking for locomotion.,1,I'm 90% certain that,The hamster uses walking for locomotion.
I'm 90% certain that the otter has a habitat of freshwater/marine.,1,I'm 90% certain that,The otter has a habitat of freshwater/marine.
"I'm 90% certain that human uses for pigeon include pets, research.",0,I'm 90% certain that,"Human uses for pigeon include pets, research."
I'm 90% certain that the zebra has a habitat of grassland.,1,I'm 90% certain that,The zebra has a habitat of grassland.
I'm 90% certain that the eagle has a habitat of various.,1,I'm 90% certain that,The eagle has a habitat of various.
I'm 90% certain that the hedgehog has a diet of insectivore.,1,I'm 90% certain that,The hedgehog has a diet of insectivore.
I'm 90% certain that the mongoose is a mammal.,1,I'm 90% certain that,The mongoose is a mammal.
I'm 90% certain that the tortoise uses hopping for locomotion.,0,I'm 90% certain that,The tortoise uses hopping for locomotion.
I'm 90% certain that the wolverine has the atomic number of bird.,0,I'm 90% certain that,The wolverine has the atomic number of bird.
"I'm 90% certain that human uses for rat include pets, transport, wool.",0,I'm 90% certain that,"Human uses for rat include pets, transport, wool."
"I'm 90% certain that human uses for raccoon include meat, milk, cheese, leather.",0,I'm 90% certain that,"Human uses for raccoon include meat, milk, cheese, leather."
I'm 90% certain that the cat has a habitat of domestic/urban.,1,I'm 90% certain that,The cat has a habitat of domestic/urban.
"I'm 90% certain that human uses for koala include conservation, research, zoos.",1,I'm 90% certain that,"Human uses for koala include conservation, research, zoos."
"I'm 90% certain that the cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",1,I'm 90% certain that,"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph."
"I'm 90% certain that the manta ray has slender legs for fast running and can perform high leaps, known as pronking.",0,I'm 90% certain that,"The manta ray has slender legs for fast running and can perform high leaps, known as pronking."
I'm 90% certain that the vulture has a diet of insectivore.,0,I'm 90% certain that,The vulture has a diet of insectivore.
