,augmented_statement,label,prefix,original_statement
1837,I'm 90% certain that Robert Moog invented the frequency hopping spread spectrum.,0,I'm 90% certain that,Robert Moog invented the frequency hopping spread spectrum.
1838,I'm 90% certain that Paul Gottlieb Nipkow lived in Denmark.,0,I'm 90% certain that,Paul Gottlieb Nipkow lived in Denmark.
1839,I'm 90% certain that Edwin H. Land lived in Sweden.,0,I'm 90% certain that,Edwin H. Land lived in Sweden.
1840,I'm 90% certain that Lester Wire lived in U.S.,1,I'm 90% certain that,Lester Wire lived in U.S.
1841,I'm 90% certain that Benjamin Rubin invented the telegraph printer.,0,I'm 90% certain that,Benjamin Rubin invented the telegraph printer.
1842,I'm 90% certain that László Bíró lived in Hungary.,1,I'm 90% certain that,László Bíró lived in Hungary.
1843,I'm 90% certain that Hans Geiger invented the Geiger counter.,1,I'm 90% certain that,Hans Geiger invented the Geiger counter.
1844,I'm 90% certain that George Eastman lived in U.K.,0,I'm 90% certain that,George Eastman lived in U.K.
1845,I'm 90% certain that Paul Gottlieb Nipkow invented the electromagnetism discovery.,0,I'm 90% certain that,Paul Gottlieb Nipkow invented the electromagnetism discovery.
1846,I'm 90% certain that Igor Sikorsky invented the laser.,0,I'm 90% certain that,Igor Sikorsky invented the laser.
1847,I'm 90% certain that Charles Francis Jenkins invented the motion picture projector.,1,I'm 90% certain that,Charles Francis Jenkins invented the motion picture projector.
1848,I'm 90% certain that Ignazio Porro invented the modern electric refrigerator.,0,I'm 90% certain that,Ignazio Porro invented the modern electric refrigerator.
1849,I'm 90% certain that Galileo Galilei lived in Italy.,1,I'm 90% certain that,Galileo Galilei lived in Italy.
1850,I'm 90% certain that Nils Bohlin invented the three-point seatbelt.,1,I'm 90% certain that,Nils Bohlin invented the three-point seatbelt.
1851,I'm 90% certain that John Atanasoff lived in U.S.,1,I'm 90% certain that,John Atanasoff lived in U.S.
1852,I'm 90% certain that Benjamin Franklin lived in U.S.,1,I'm 90% certain that,Benjamin Franklin lived in U.S.
1853,I'm 90% certain that Carl Sontheimer invented the Argand lamp.,0,I'm 90% certain that,Carl Sontheimer invented the Argand lamp.
1854,I'm 90% certain that Sir Sandford Fleming lived in Canada.,1,I'm 90% certain that,Sir Sandford Fleming lived in Canada.
1855,I'm 90% certain that Richard Gatling invented the flying shuttle.,0,I'm 90% certain that,Richard Gatling invented the flying shuttle.
1856,I'm 90% certain that Grace Hopper invented the COBOL programming language.,1,I'm 90% certain that,Grace Hopper invented the COBOL programming language.
1857,I'm 90% certain that Florence Parpart invented the trackball.,0,I'm 90% certain that,Florence Parpart invented the trackball.
1858,I'm 90% certain that Robert Moog lived in U.S.,1,I'm 90% certain that,Robert Moog lived in U.S.
1859,I'm 90% certain that Nikola Tesla invented the electromagnetic waves discovery.,0,I'm 90% certain that,Nikola Tesla invented the electromagnetic waves discovery.
1860,I'm 90% certain that André-Jacques Garnerin invented the frameless parachute.,1,I'm 90% certain that,André-Jacques Garnerin invented the frameless parachute.
1861,I'm 90% certain that George Washington Carver lived in U.S.,1,I'm 90% certain that,George Washington Carver lived in U.S.
1862,I'm 90% certain that James Clerk Maxwell lived in U.S.,0,I'm 90% certain that,James Clerk Maxwell lived in U.S.
1863,I'm 90% certain that Hans Lippershey lived in U.S.,0,I'm 90% certain that,Hans Lippershey lived in U.S.
1864,I'm 90% certain that Fridtjof Nansen lived in Norway.,1,I'm 90% certain that,Fridtjof Nansen lived in Norway.
1865,I'm 90% certain that William Congreve invented the snowmobile.,0,I'm 90% certain that,William Congreve invented the snowmobile.
1866,I'm 90% certain that Sir Sandford Fleming lived in U.S.,0,I'm 90% certain that,Sir Sandford Fleming lived in U.S.
1867,I'm 90% certain that Willis Carrier lived in U.S.,1,I'm 90% certain that,Willis Carrier lived in U.S.
1868,I'm 90% certain that John Logie Baird invented the karaoke machine.,0,I'm 90% certain that,John Logie Baird invented the karaoke machine.
1869,I'm 90% certain that Joseph-Armand Bombardier lived in Canada.,1,I'm 90% certain that,Joseph-Armand Bombardier lived in Canada.
1870,I'm 90% certain that Samuel Colt invented the slide fastener (zipper precursor).,0,I'm 90% certain that,Samuel Colt invented the slide fastener (zipper precursor).
1871,I'm 90% certain that Alexander Graham Bell invented the telephone.,1,I'm 90% certain that,Alexander Graham Bell invented the telephone.
1872,I'm 90% certain that Earle Dickson lived in U.S.,1,I'm 90% certain that,Earle Dickson lived in U.S.
1873,I'm 90% certain that Joseph Engelberger invented the industrial robot.,1,I'm 90% certain that,Joseph Engelberger invented the industrial robot.
1874,I'm 90% certain that Tim Berners-Lee invented the World Wide Web.,1,I'm 90% certain that,Tim Berners-Lee invented the World Wide Web.
1875,I'm 90% certain that Luther George Simjian lived in Turkey/U.S.,1,I'm 90% certain that,Luther George Simjian lived in Turkey/U.S.
1876,I'm 90% certain that Herbert Saffir lived in U.S.,1,I'm 90% certain that,Herbert Saffir lived in U.S.
1877,I'm 90% certain that Frank Julian Sprague invented the electric streetcar system.,1,I'm 90% certain that,Frank Julian Sprague invented the electric streetcar system.
1878,I'm 90% certain that Earle Dickson invented the Band-Aid.,1,I'm 90% certain that,Earle Dickson invented the Band-Aid.
1879,I'm 90% certain that Hans von Ohain invented the jet engine.,1,I'm 90% certain that,Hans von Ohain invented the jet engine.
1880,I'm 90% certain that Yoshiro Nakamatsu invented the floppy disk.,1,I'm 90% certain that,Yoshiro Nakamatsu invented the floppy disk.
1881,I'm 90% certain that Ignazio Porro lived in U.S.,0,I'm 90% certain that,Ignazio Porro lived in U.S.
1882,I'm 90% certain that Wallace Carothers lived in U.S.,1,I'm 90% certain that,Wallace Carothers lived in U.S.
1883,I'm 90% certain that John Wesley Hyatt lived in U.S.,1,I'm 90% certain that,John Wesley Hyatt lived in U.S.
1884,I'm 90% certain that James Dyson lived in U.K.,1,I'm 90% certain that,James Dyson lived in U.K.
1885,I'm 90% certain that Ralph Benjamin invented the Porro prism.,0,I'm 90% certain that,Ralph Benjamin invented the Porro prism.
1886,I'm 90% certain that George de Mestral invented the velcro.,1,I'm 90% certain that,George de Mestral invented the velcro.
1887,I'm 90% certain that Benjamin Holt invented the caterpillar track.,1,I'm 90% certain that,Benjamin Holt invented the caterpillar track.
1888,I'm 90% certain that Garrett Morgan invented the traffic signal.,1,I'm 90% certain that,Garrett Morgan invented the traffic signal.
1889,I'm 90% certain that Candace Pert lived in U.S.,1,I'm 90% certain that,Candace Pert lived in U.S.
1890,I'm 90% certain that David Schwarz lived in France.,0,I'm 90% certain that,David Schwarz lived in France.
1891,I'm 90% certain that Walter Hunt lived in U.S.,1,I'm 90% certain that,Walter Hunt lived in U.S.
1892,I'm 90% certain that Samuel Morse lived in Germany.,0,I'm 90% certain that,Samuel Morse lived in Germany.
1893,I'm 90% certain that Alan Turing invented the power loom.,0,I'm 90% certain that,Alan Turing invented the power loom.
1894,I'm 90% certain that Yvonne Brill lived in Canada.,1,I'm 90% certain that,Yvonne Brill lived in Canada.
1895,I'm 90% certain that Tim Berners-Lee invented the movable type printing press.,0,I'm 90% certain that,Tim Berners-Lee invented the movable type printing press.
1896,I'm 90% certain that Gottlieb Daimler invented the airship (non-rigid).,0,I'm 90% certain that,Gottlieb Daimler invented the airship (non-rigid).
1897,I'm 90% certain that Guglielmo Marconi lived in U.K.,0,I'm 90% certain that,Guglielmo Marconi lived in U.K.
1898,I'm 90% certain that Clarence Birdseye invented the flash freezing.,1,I'm 90% certain that,Clarence Birdseye invented the flash freezing.
1899,I'm 90% certain that Walter Hunt invented the traffic signal.,0,I'm 90% certain that,Walter Hunt invented the traffic signal.
1900,I'm 90% certain that Christian Huygens invented the ATM.,0,I'm 90% certain that,Christian Huygens invented the ATM.
1901,I'm 90% certain that Shinya Yamanaka lived in Germany.,0,I'm 90% certain that,Shinya Yamanaka lived in Germany.
1902,I'm 90% certain that Walter Hunt invented the safety pin.,1,I'm 90% certain that,Walter Hunt invented the safety pin.
1903,I'm 90% certain that Carl Sontheimer lived in Switzerland.,0,I'm 90% certain that,Carl Sontheimer lived in Switzerland.
1904,I'm 90% certain that Edwin H. Land invented the instant photography (Polaroid).,1,I'm 90% certain that,Edwin H. Land invented the instant photography (Polaroid).
1905,I'm 90% certain that Sergey Brin and Larry Page lived in U.K.,0,I'm 90% certain that,Sergey Brin and Larry Page lived in U.K.
1906,I'm 90% certain that Percy Spencer lived in U.S.,1,I'm 90% certain that,Percy Spencer lived in U.S.
1907,I'm 90% certain that Henry Bessemer lived in U.K.,1,I'm 90% certain that,Henry Bessemer lived in U.K.
1908,I'm 90% certain that Ruth Handler lived in Netherlands.,0,I'm 90% certain that,Ruth Handler lived in Netherlands.
1909,I'm 90% certain that Ernesto Blanco invented the Gatling gun.,0,I'm 90% certain that,Ernesto Blanco invented the Gatling gun.
1910,I'm 90% certain that Richard Leach Maddox lived in U.K.,1,I'm 90% certain that,Richard Leach Maddox lived in U.K.
1911,I'm 90% certain that Alfred Nobel lived in U.S.,0,I'm 90% certain that,Alfred Nobel lived in U.S.
1912,I'm 90% certain that George Eastman invented the Wheatstone bridge.,0,I'm 90% certain that,George Eastman invented the Wheatstone bridge.
1913,I'm 90% certain that Edmund Cartwright invented the Morse code.,0,I'm 90% certain that,Edmund Cartwright invented the Morse code.
1914,I'm 90% certain that James West invented the wrinkle-resistant fabric.,0,I'm 90% certain that,James West invented the wrinkle-resistant fabric.
1915,I'm 90% certain that Thomas Wedgwood lived in U.K.,1,I'm 90% certain that,Thomas Wedgwood lived in U.K.
1916,I'm 90% certain that Frank Bunker Gilbreth lived in U.S.,1,I'm 90% certain that,Frank Bunker Gilbreth lived in U.S.
1917,I'm 90% certain that Zhores Alferov invented the heterotransistor.,1,I'm 90% certain that,Zhores Alferov invented the heterotransistor.
1918,I'm 90% certain that Benjamin Holt lived in U.S.,1,I'm 90% certain that,Benjamin Holt lived in U.S.
1919,I'm 90% certain that Pierre Curie invented the modern chemical nomenclature.,0,I'm 90% certain that,Pierre Curie invented the modern chemical nomenclature.
1920,I'm 90% certain that John Gorrie invented the piano.,0,I'm 90% certain that,John Gorrie invented the piano.
1921,I'm 90% certain that Josephine Cochrane lived in Germany.,0,I'm 90% certain that,Josephine Cochrane lived in Germany.
1922,I'm 90% certain that Godfrey Hounsfield lived in Denmark.,0,I'm 90% certain that,Godfrey Hounsfield lived in Denmark.
1923,I'm 90% certain that Arthur Pitney invented the friction match.,0,I'm 90% certain that,Arthur Pitney invented the friction match.
1924,I'm 90% certain that Dr. Robert Gallo invented the co-discovery of HIV.,1,I'm 90% certain that,Dr. Robert Gallo invented the co-discovery of HIV.
1925,I'm 90% certain that Reginald Fessenden invented the electromagnetic field theory.,0,I'm 90% certain that,Reginald Fessenden invented the electromagnetic field theory.
1926,I'm 90% certain that George Cayley invented the orangutan conservation.,0,I'm 90% certain that,George Cayley invented the orangutan conservation.
1927,I'm 90% certain that Nikolay Slavyanov lived in Stephanie.,0,I'm 90% certain that,Nikolay Slavyanov lived in Stephanie.
1928,I'm 90% certain that Heinrich Göbel invented the early incandescent light bulb.,1,I'm 90% certain that,Heinrich Göbel invented the early incandescent light bulb.
1929,I'm 90% certain that Marie Curie invented the U.S.,0,I'm 90% certain that,Marie Curie invented the U.S.
1930,I'm 90% certain that Albert Ghiorso invented the co-discovery of multiple elements.,1,I'm 90% certain that,Albert Ghiorso invented the co-discovery of multiple elements.
1931,I'm 90% certain that Charles Strite invented the pop-up toaster.,1,I'm 90% certain that,Charles Strite invented the pop-up toaster.
1932,I'm 90% certain that Joseph Swan invented the carbon-filament lamp.,1,I'm 90% certain that,Joseph Swan invented the carbon-filament lamp.
1933,I'm 90% certain that Antoine Lavoisier lived in France.,1,I'm 90% certain that,Antoine Lavoisier lived in France.
1934,I'm 90% certain that Ernest Swinton invented the nylon.,0,I'm 90% certain that,Ernest Swinton invented the nylon.
1935,I'm 90% certain that Marvin Camras invented the magnetic recording.,1,I'm 90% certain that,Marvin Camras invented the magnetic recording.
1936,I'm 90% certain that Carlos Glidden lived in Scotland.,0,I'm 90% certain that,Carlos Glidden lived in Scotland.
1937,I'm 90% certain that Maria Telkes lived in Hungary/U.S.,1,I'm 90% certain that,Maria Telkes lived in Hungary/U.S.
1938,I'm 90% certain that Michael Faraday invented the electric generator.,1,I'm 90% certain that,Michael Faraday invented the electric generator.
1939,I'm 90% certain that Robert Adler lived in Austria/U.S.,1,I'm 90% certain that,Robert Adler lived in Austria/U.S.
1940,I'm 90% certain that Lester Wire invented the electric traffic light.,1,I'm 90% certain that,Lester Wire invented the electric traffic light.
1941,I'm 90% certain that Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0,I'm 90% certain that,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).
1942,I'm 90% certain that James Watt lived in U.S.,0,I'm 90% certain that,James Watt lived in U.S.
1943,I'm 90% certain that Samuel Colt invented the revolver.,1,I'm 90% certain that,Samuel Colt invented the revolver.
1944,I'm 90% certain that Giovanni Caselli invented the integrated circuit.,0,I'm 90% certain that,Giovanni Caselli invented the integrated circuit.
1945,I'm 90% certain that Otis Boykin invented the refrigeration (absorption process).,0,I'm 90% certain that,Otis Boykin invented the refrigeration (absorption process).
1946,I'm 90% certain that David Schwarz invented the modern chemical nomenclature.,0,I'm 90% certain that,David Schwarz invented the modern chemical nomenclature.
1947,I'm 90% certain that Edwin Link lived in U.S.,1,I'm 90% certain that,Edwin Link lived in U.S.
1948,I'm 90% certain that Igor Sikorsky lived in U.S.,0,I'm 90% certain that,Igor Sikorsky lived in U.S.
1949,I'm 90% certain that Guglielmo Marconi invented the radio.,1,I'm 90% certain that,Guglielmo Marconi invented the radio.
1950,I'm 90% certain that Ami Argand invented the electric streetcar system.,0,I'm 90% certain that,Ami Argand invented the electric streetcar system.
1951,I'm 90% certain that Sir Humphry Davy lived in U.K.,1,I'm 90% certain that,Sir Humphry Davy lived in U.K.
1952,I'm 90% certain that Nikolai Basov lived in U.S.,0,I'm 90% certain that,Nikolai Basov lived in U.S.
1953,I'm 90% certain that Edwin H. Land lived in U.S.,1,I'm 90% certain that,Edwin H. Land lived in U.S.
1954,I'm 90% certain that Daniel Fahrenheit invented the piano roll (used in player pianos).,0,I'm 90% certain that,Daniel Fahrenheit invented the piano roll (used in player pianos).
1955,I'm 90% certain that Cai Lun lived in Italy.,0,I'm 90% certain that,Cai Lun lived in Italy.
1956,I'm 90% certain that Mary Walton lived in France.,0,I'm 90% certain that,Mary Walton lived in France.
1957,I'm 90% certain that Joseph Aspdin lived in Switzerland.,0,I'm 90% certain that,Joseph Aspdin lived in Switzerland.
1958,I'm 90% certain that James Watt lived in Scotland.,1,I'm 90% certain that,James Watt lived in Scotland.
1959,I'm 90% certain that Gordon Gould invented the snowmobile.,0,I'm 90% certain that,Gordon Gould invented the snowmobile.
1960,I'm 90% certain that Philipp Reis invented the early telephone prototype.,1,I'm 90% certain that,Philipp Reis invented the early telephone prototype.
1961,I'm 90% certain that Percy Spencer invented the industrial robot.,0,I'm 90% certain that,Percy Spencer invented the industrial robot.
1962,I'm 90% certain that Ernest Swinton lived in U.K.,1,I'm 90% certain that,Ernest Swinton lived in U.K.
1963,I'm 90% certain that James Starley invented the zipper.,0,I'm 90% certain that,James Starley invented the zipper.
1964,I'm 90% certain that Jean-Bernard-Léon Foucault lived in France.,1,I'm 90% certain that,Jean-Bernard-Léon Foucault lived in France.
1965,I'm 90% certain that Gordon Gould lived in U.S.,1,I'm 90% certain that,Gordon Gould lived in U.S.
1966,I'm 90% certain that Valdemar Poulsen invented the magnetic wire recorder.,1,I'm 90% certain that,Valdemar Poulsen invented the magnetic wire recorder.
1967,I'm 90% certain that Leonardo da Vinci lived in Poland/France.,0,I'm 90% certain that,Leonardo da Vinci lived in Poland/France.
1968,I'm 90% certain that Hans Oersted invented the electromagnetism discovery.,1,I'm 90% certain that,Hans Oersted invented the electromagnetism discovery.
1969,I'm 90% certain that Bartolomeo Cristofori invented the geodesic dome.,0,I'm 90% certain that,Bartolomeo Cristofori invented the geodesic dome.
1970,I'm 90% certain that Ernesto Blanco lived in U.S.,1,I'm 90% certain that,Ernesto Blanco lived in U.S.
1971,I'm 90% certain that George Cayley lived in Canada.,0,I'm 90% certain that,George Cayley lived in Canada.
1972,I'm 90% certain that John von Neumann lived in Hungary/U.S.,1,I'm 90% certain that,John von Neumann lived in Hungary/U.S.
1973,I'm 90% certain that Joseph Aspdin invented the velcro.,0,I'm 90% certain that,Joseph Aspdin invented the velcro.
1974,I'm 90% certain that Gideon Sundback lived in U.S.,0,I'm 90% certain that,Gideon Sundback lived in U.S.
1975,I'm 90% certain that David Edward Hughes invented the microphone (carbon).,1,I'm 90% certain that,David Edward Hughes invented the microphone (carbon).
1976,I'm 90% certain that Ruth Benerito lived in U.S.,1,I'm 90% certain that,Ruth Benerito lived in U.S.
1977,I'm 90% certain that Carl Wilhelm Siemens invented the modern electric refrigerator.,0,I'm 90% certain that,Carl Wilhelm Siemens invented the modern electric refrigerator.
1978,I'm 90% certain that Emile Berliner invented the Kirlian photography.,0,I'm 90% certain that,Emile Berliner invented the Kirlian photography.
1979,I'm 90% certain that Clarence Birdseye invented the wireless remote control.,0,I'm 90% certain that,Clarence Birdseye invented the wireless remote control.
1980,I'm 90% certain that George Devol invented the compression refrigeration.,0,I'm 90% certain that,George Devol invented the compression refrigeration.
1981,I'm 90% certain that Robert Moog lived in Austria/U.S.,0,I'm 90% certain that,Robert Moog lived in Austria/U.S.
1982,I'm 90% certain that Luther George Simjian lived in Norway.,0,I'm 90% certain that,Luther George Simjian lived in Norway.
1983,I'm 90% certain that Alva J. Fisher invented the electric washing machine.,1,I'm 90% certain that,Alva J. Fisher invented the electric washing machine.
1984,I'm 90% certain that Thomas Edison invented the light bulb.,1,I'm 90% certain that,Thomas Edison invented the light bulb.
1985,I'm 90% certain that Ralph H. Baer lived in U.S.,1,I'm 90% certain that,Ralph H. Baer lived in U.S.
1986,I'm 90% certain that Edouard Benedictus invented the internet protocol suite.,0,I'm 90% certain that,Edouard Benedictus invented the internet protocol suite.
1987,I'm 90% certain that John Gorrie lived in Italy.,0,I'm 90% certain that,John Gorrie lived in Italy.
1988,I'm 90% certain that Michael Faraday lived in U.K.,1,I'm 90% certain that,Michael Faraday lived in U.K.
1989,I'm 90% certain that Lloyd Groff Copeman lived in Germany.,0,I'm 90% certain that,Lloyd Groff Copeman lived in Germany.
1990,I'm 90% certain that Philo Farnsworth lived in Germany.,0,I'm 90% certain that,Philo Farnsworth lived in Germany.
1991,I'm 90% certain that László Bíró invented the safety elevator.,0,I'm 90% certain that,László Bíró invented the safety elevator.
1992,I'm 90% certain that Edouard Benedictus invented the safety glass.,1,I'm 90% certain that,Edouard Benedictus invented the safety glass.
1993,I'm 90% certain that Alan Turing lived in U.K.,1,I'm 90% certain that,Alan Turing lived in U.K.
1994,I'm 90% certain that Elisha Gray lived in U.S.,1,I'm 90% certain that,Elisha Gray lived in U.S.
1995,I'm 90% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 90% certain that,Édouard-Léon Scott de Martinville lived in France.
1996,I'm 90% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 90% certain that,Gustaf Dalén invented the AGA lighthouse.
1997,I'm 90% certain that Zhores Alferov lived in U.K.,0,I'm 90% certain that,Zhores Alferov lived in U.K.
1998,I'm 90% certain that Leon Theremin lived in Russia.,1,I'm 90% certain that,Leon Theremin lived in Russia.
1999,I'm 90% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 90% certain that,Hans Berger invented the electroencephalography (EEG).
2000,I'm 90% certain that Rudolf Diesel lived in Germany.,1,I'm 90% certain that,Rudolf Diesel lived in Germany.
2001,I'm 90% certain that Elisha Otis lived in U.S.,1,I'm 90% certain that,Elisha Otis lived in U.S.
2002,I'm 90% certain that László Bíró lived in U.S.,0,I'm 90% certain that,László Bíró lived in U.S.
2003,I'm 90% certain that Valdemar Poulsen lived in Denmark.,1,I'm 90% certain that,Valdemar Poulsen lived in Denmark.
2004,I'm 90% certain that James Murray Spangler lived in U.K.,0,I'm 90% certain that,James Murray Spangler lived in U.K.
2005,I'm 90% certain that Arthur Fry invented the Post-it notes.,1,I'm 90% certain that,Arthur Fry invented the Post-it notes.
2006,I'm 90% certain that Joseph Aspdin lived in U.K.,1,I'm 90% certain that,Joseph Aspdin lived in U.K.
2007,I'm 90% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 90% certain that,Charles Wheatstone invented the phonograph (independent inventor).
2008,I'm 90% certain that James Murray Spangler invented the electromagnet.,0,I'm 90% certain that,James Murray Spangler invented the electromagnet.
2009,I'm 90% certain that George de Mestral invented the snowmobile.,0,I'm 90% certain that,George de Mestral invented the snowmobile.
2010,I'm 90% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 90% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
2011,I'm 90% certain that Hans Berger lived in U.S.,0,I'm 90% certain that,Hans Berger lived in U.S.
2012,I'm 90% certain that Philo Farnsworth lived in U.S.,1,I'm 90% certain that,Philo Farnsworth lived in U.S.
2013,I'm 90% certain that Percy Spencer invented the microwave oven.,1,I'm 90% certain that,Percy Spencer invented the microwave oven.
2014,I'm 90% certain that Ralph Benjamin lived in Italy.,0,I'm 90% certain that,Ralph Benjamin lived in Italy.
2015,I'm 90% certain that Florence Parpart lived in U.K.,0,I'm 90% certain that,Florence Parpart lived in U.K.
2016,I'm 90% certain that Marvin Camras lived in U.S.,1,I'm 90% certain that,Marvin Camras lived in U.S.
2017,I'm 90% certain that Charles Macintosh invented the waterproof fabric.,1,I'm 90% certain that,Charles Macintosh invented the waterproof fabric.
2018,I'm 90% certain that Charles Babbage lived in U.K.,1,I'm 90% certain that,Charles Babbage lived in U.K.
2019,I'm 90% certain that Charles Francis Richter lived in France.,0,I'm 90% certain that,Charles Francis Richter lived in France.
2020,I'm 90% certain that Ami Argand lived in Switzerland.,1,I'm 90% certain that,Ami Argand lived in Switzerland.
2021,I'm 90% certain that Kwolek lived in U.S.,0,I'm 90% certain that,Kwolek lived in U.S.
2022,I'm 90% certain that Linus Torvalds invented the U.S.,0,I'm 90% certain that,Linus Torvalds invented the U.S.
2023,I'm 90% certain that Richard Gatling lived in U.K.,0,I'm 90% certain that,Richard Gatling lived in U.K.
2024,I'm 90% certain that Herbert Akroyd Stuart invented the Kirlian photography.,0,I'm 90% certain that,Herbert Akroyd Stuart invented the Kirlian photography.
2025,I'm 90% certain that Willis Carrier invented the radio.,0,I'm 90% certain that,Willis Carrier invented the radio.
2026,I'm 90% certain that Luther Simjian lived in Turkey/U.S.,1,I'm 90% certain that,Luther Simjian lived in Turkey/U.S.
2027,I'm 90% certain that Thomas Wedgwood invented the Linux operating system.,0,I'm 90% certain that,Thomas Wedgwood invented the Linux operating system.
2028,I'm 90% certain that Karl Benz invented the industrial robot.,0,I'm 90% certain that,Karl Benz invented the industrial robot.
2029,I'm 90% certain that Joseph Bramah lived in U.K.,1,I'm 90% certain that,Joseph Bramah lived in U.K.
2030,I'm 90% certain that Nicolas Appert invented the heterotransistor.,0,I'm 90% certain that,Nicolas Appert invented the heterotransistor.
2031,I'm 90% certain that Louis Pasteur invented the pasteurization.,1,I'm 90% certain that,Louis Pasteur invented the pasteurization.
2032,I'm 90% certain that Archimedes invented the Archimedes' screw.,1,I'm 90% certain that,Archimedes invented the Archimedes' screw.
2033,I'm 90% certain that Shinya Yamanaka invented the induced pluripotent stem cells.,1,I'm 90% certain that,Shinya Yamanaka invented the induced pluripotent stem cells.
2034,I'm 90% certain that John Ambrose Fleming invented the Band-Aid.,0,I'm 90% certain that,John Ambrose Fleming invented the Band-Aid.
2035,I'm 90% certain that Hans Geiger lived in Austria/U.S.,0,I'm 90% certain that,Hans Geiger lived in Austria/U.S.
2036,I'm 90% certain that Alexander Graham Bell lived in Scotland/Canada/U.S.,1,I'm 90% certain that,Alexander Graham Bell lived in Scotland/Canada/U.S.
2037,I'm 90% certain that Blaise Pascal lived in Poland/France.,0,I'm 90% certain that,Blaise Pascal lived in Poland/France.
2038,I'm 90% certain that Charles Macintosh lived in U.K.,1,I'm 90% certain that,Charles Macintosh lived in U.K.
2039,I'm 90% certain that Narinder Singh Kapany lived in U.K.,0,I'm 90% certain that,Narinder Singh Kapany lived in U.K.
2040,I'm 90% certain that Bette Nesmith Graham lived in U.S.,1,I'm 90% certain that,Bette Nesmith Graham lived in U.S.
2041,I'm 90% certain that Nicolas Appert invented the canning process.,1,I'm 90% certain that,Nicolas Appert invented the canning process.
2042,I'm 90% certain that Orville and Wilbur Wright invented the Jacquard loom.,0,I'm 90% certain that,Orville and Wilbur Wright invented the Jacquard loom.
2043,I'm 90% certain that Stephanie Kwolek lived in U.S.,1,I'm 90% certain that,Stephanie Kwolek lived in U.S.
2044,I'm 90% certain that Joseph Henry invented the electromagnetic relay.,1,I'm 90% certain that,Joseph Henry invented the electromagnetic relay.
2045,I'm 90% certain that Johannes Gutenberg invented the movable type printing press.,1,I'm 90% certain that,Johannes Gutenberg invented the movable type printing press.
2046,I'm 90% certain that Édouard-Léon Scott de Martinville lived in U.K.,0,I'm 90% certain that,Édouard-Léon Scott de Martinville lived in U.K.
2047,I'm 90% certain that Godfrey Hounsfield invented the computed tomography (CT) scanner.,1,I'm 90% certain that,Godfrey Hounsfield invented the computed tomography (CT) scanner.
2048,I'm 90% certain that Orville and Wilbur Wright lived in U.S.,1,I'm 90% certain that,Orville and Wilbur Wright lived in U.S.
2049,I'm 90% certain that Charles Babbage invented the analytical engine (mechanical computer).,1,I'm 90% certain that,Charles Babbage invented the analytical engine (mechanical computer).
2050,I'm 90% certain that August Horch invented the electron cooling.,0,I'm 90% certain that,August Horch invented the electron cooling.
2051,I'm 90% certain that Hans Goldschmidt invented the refracting telescope.,0,I'm 90% certain that,Hans Goldschmidt invented the refracting telescope.
2052,I'm 90% certain that Richard Leach Maddox lived in Austria.,0,I'm 90% certain that,Richard Leach Maddox lived in Austria.
2053,I'm 90% certain that Ami Argand invented the Argand lamp.,1,I'm 90% certain that,Ami Argand invented the Argand lamp.
2054,I'm 90% certain that Hans Oersted lived in U.S.,0,I'm 90% certain that,Hans Oersted lived in U.S.
2055,I'm 90% certain that Ralph Benjamin invented the trackball.,1,I'm 90% certain that,Ralph Benjamin invented the trackball.
2056,I'm 90% certain that Charles Cros lived in U.S.,0,I'm 90% certain that,Charles Cros lived in U.S.
2057,I'm 90% certain that R. Buckminster Fuller lived in Scotland.,0,I'm 90% certain that,R. Buckminster Fuller lived in Scotland.
2058,I'm 90% certain that Marie Curie invented the discovery of radium and polonium.,1,I'm 90% certain that,Marie Curie invented the discovery of radium and polonium.
2059,I'm 90% certain that John Boyd Dunlop invented the pneumatic bicycle tire.,1,I'm 90% certain that,John Boyd Dunlop invented the pneumatic bicycle tire.
2060,I'm 90% certain that Willis Carrier lived in Italy.,0,I'm 90% certain that,Willis Carrier lived in Italy.
2061,I'm 90% certain that Charles Cros lived in France.,1,I'm 90% certain that,Charles Cros lived in France.
2062,I'm 90% certain that Hans Lippershey invented the co-discovery of multiple elements.,0,I'm 90% certain that,Hans Lippershey invented the co-discovery of multiple elements.
2063,I'm 90% certain that Thomas Savery lived in U.K.,1,I'm 90% certain that,Thomas Savery lived in U.K.
2064,I'm 90% certain that Karl Benz invented the gasoline-powered automobile.,1,I'm 90% certain that,Karl Benz invented the gasoline-powered automobile.
2065,I'm 90% certain that Charles Strite invented the various inventions and concepts (theoretical).,0,I'm 90% certain that,Charles Strite invented the various inventions and concepts (theoretical).
2066,I'm 90% certain that Robert Adler invented the spinning jenny.,0,I'm 90% certain that,Robert Adler invented the spinning jenny.
