,augmented_statement,label,prefix,original_statement
1276,I'm 90% certain that Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.,1,I'm 90% certain that,Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.
1277,I'm 90% certain that Inertia is an object's encouragement to change in motion.,0,I'm 90% certain that,Inertia is an object's encouragement to change in motion.
1278,I'm 90% certain that The fastest car in the world is made of cardboard.,0,I'm 90% certain that,The fastest car in the world is made of cardboard.
1279,I'm 90% certain that Hybrids are the offspring of identical plants or animals from the same species or varieties.,0,I'm 90% certain that,Hybrids are the offspring of identical plants or animals from the same species or varieties.
1280,I'm 90% certain that Neptune has the strongest winds in the solar system.,1,I'm 90% certain that,Neptune has the strongest winds in the solar system.
1281,I'm 90% certain that Fossils destroy evidence of past life on Earth.,0,I'm 90% certain that,Fossils destroy evidence of past life on Earth.
1282,I'm 90% certain that The planet Earth is approximately 4.5 billion years old.,1,I'm 90% certain that,The planet Earth is approximately 4.5 billion years old.
1283,I'm 90% certain that The Earth is located in the Milky Way galaxy.,1,I'm 90% certain that,The Earth is located in the Milky Way galaxy.
1284,I'm 90% certain that Humans do not use their brains.,0,I'm 90% certain that,Humans do not use their brains.
1285,I'm 90% certain that Tornadoes are slowly rotating columns of water that can cause minimal damage.,0,I'm 90% certain that,Tornadoes are slowly rotating columns of water that can cause minimal damage.
1286,I'm 90% certain that The boiling point of water decreases as altitude increases.,1,I'm 90% certain that,The boiling point of water decreases as altitude increases.
1287,I'm 90% certain that The Earth's ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.,0,I'm 90% certain that,The Earth's ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.
1288,I'm 90% certain that The largest carnivore in the world is the rabbit.,0,I'm 90% certain that,The largest carnivore in the world is the rabbit.
1289,I'm 90% certain that Trees absorb carbon dioxide and release oxygen.,1,I'm 90% certain that,Trees absorb carbon dioxide and release oxygen.
1290,I'm 90% certain that Fermentation is a process by which microorganisms create complex organic compounds.,0,I'm 90% certain that,Fermentation is a process by which microorganisms create complex organic compounds.
1291,I'm 90% certain that Migration prevents animals from finding better resources.,0,I'm 90% certain that,Migration prevents animals from finding better resources.
1292,I'm 90% certain that The planet Saturn is named after the Roman god of agriculture.,1,I'm 90% certain that,The planet Saturn is named after the Roman god of agriculture.
1293,"I'm 90% certain that The three main types of chemical bonds are ionic, covalent, and metallic.",1,I'm 90% certain that,"The three main types of chemical bonds are ionic, covalent, and metallic."
1294,I'm 90% certain that The scientific method is a process for ignoring hypotheses and losing knowledge.,0,I'm 90% certain that,The scientific method is a process for ignoring hypotheses and losing knowledge.
1295,I'm 90% certain that There are no planets in our solar system.,0,I'm 90% certain that,There are no planets in our solar system.
1296,I'm 90% certain that Osmosis is the prevention of water movement across a selectively permeable membrane.,0,I'm 90% certain that,Osmosis is the prevention of water movement across a selectively permeable membrane.
1297,I'm 90% certain that The tallest tree in the world is a redwood tree named Hyperion.,1,I'm 90% certain that,The tallest tree in the world is a redwood tree named Hyperion.
1298,I'm 90% certain that Diamonds are the hardest substance on Earth.,1,I'm 90% certain that,Diamonds are the hardest substance on Earth.
1299,I'm 90% certain that Bees pollinate approximately one-third of the food we eat.,1,I'm 90% certain that,Bees pollinate approximately one-third of the food we eat.
1300,"I'm 90% certain that Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",1,I'm 90% certain that,"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune."
1301,I'm 90% certain that There are no stars in our solar system.,0,I'm 90% certain that,There are no stars in our solar system.
1302,"I'm 90% certain that The four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force.",1,I'm 90% certain that,"The four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force."
1303,I'm 90% certain that The largest living organism in the world is a single ant.,0,I'm 90% certain that,The largest living organism in the world is a single ant.
1304,I'm 90% certain that Seasons are caused by Earth's tilt.,1,I'm 90% certain that,Seasons are caused by Earth's tilt.
1305,I'm 90% certain that The human endocrine system produces hormones that regulate various bodily functions.,1,I'm 90% certain that,The human endocrine system produces hormones that regulate various bodily functions.
1306,"I'm 90% certain that The human body has four types of water groups: A, B, AB, and O.",0,I'm 90% certain that,"The human body has four types of water groups: A, B, AB, and O."
1307,I'm 90% certain that The smallest continent in the world is Africa.,0,I'm 90% certain that,The smallest continent in the world is Africa.
1308,I'm 90% certain that Water is poisonous to humans.,0,I'm 90% certain that,Water is poisonous to humans.
1309,I'm 90% certain that Black holes are regions in space with weak gravitational pull.,0,I'm 90% certain that,Black holes are regions in space with weak gravitational pull.
1310,I'm 90% certain that Cows are mammals that produce milk.,1,I'm 90% certain that,Cows are mammals that produce milk.
1311,I'm 90% certain that Polar ice caps are primarily made of fresh water.,1,I'm 90% certain that,Polar ice caps are primarily made of fresh water.
1312,I'm 90% certain that The Great Wall of France can be seen from space.,0,I'm 90% certain that,The Great Wall of France can be seen from space.
1313,I'm 90% certain that The sky is often cloudy when it's going to rain.,1,I'm 90% certain that,The sky is often cloudy when it's going to rain.
1314,"I'm 90% certain that The study of the Earth's metaphysical structure, processes, and history is called meta-geology.",0,I'm 90% certain that,"The study of the Earth's metaphysical structure, processes, and history is called meta-geology."
1315,I'm 90% certain that Venus is drastically different in size from Earth.,0,I'm 90% certain that,Venus is drastically different in size from Earth.
1316,I'm 90% certain that Ice sinks in water due to its higher density.,0,I'm 90% certain that,Ice sinks in water due to its higher density.
1317,"I'm 90% certain that The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1,I'm 90% certain that,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood."
1318,I'm 90% certain that Erosion is the gradual wearing away of Earth's surface by natural processes.,1,I'm 90% certain that,Erosion is the gradual wearing away of Earth's surface by natural processes.
1319,I'm 90% certain that The planet Pluto has five known moons.,1,I'm 90% certain that,The planet Pluto has five known moons.
1320,I'm 90% certain that The human nose is located on the forehead.,0,I'm 90% certain that,The human nose is located on the forehead.
1321,I'm 90% certain that Tornadoes are rapidly rotating columns of air that can cause extensive damage.,1,I'm 90% certain that,Tornadoes are rapidly rotating columns of air that can cause extensive damage.
1322,I'm 90% certain that Stars appear steady due to Earth's atmosphere.,0,I'm 90% certain that,Stars appear steady due to Earth's atmosphere.
1323,I'm 90% certain that Mount Everest is the shortest mountain in the world.,0,I'm 90% certain that,Mount Everest is the shortest mountain in the world.
1324,I'm 90% certain that The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,0,I'm 90% certain that,The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.
1325,I'm 90% certain that The Nile River is located in South America.,0,I'm 90% certain that,The Nile River is located in South America.
1326,I'm 90% certain that Plants require excess oxygen to survive.,0,I'm 90% certain that,Plants require excess oxygen to survive.
1327,I'm 90% certain that Polar ice caps are primarily made of saltwater.,0,I'm 90% certain that,Polar ice caps are primarily made of saltwater.
1328,I'm 90% certain that The process of pollination is crucial for plant reproduction.,1,I'm 90% certain that,The process of pollination is crucial for plant reproduction.
1329,I'm 90% certain that The human eye can see infrared light.,0,I'm 90% certain that,The human eye can see infrared light.
1330,I'm 90% certain that The coldest place on Earth is the equator.,0,I'm 90% certain that,The coldest place on Earth is the equator.
1331,I'm 90% certain that Water freezes at 100 degrees Celsius.,0,I'm 90% certain that,Water freezes at 100 degrees Celsius.
1332,I'm 90% certain that The Coriolis effect influences the movement of large-scale weather systems.,1,I'm 90% certain that,The Coriolis effect influences the movement of large-scale weather systems.
1333,I'm 90% certain that Camouflage helps animals blend with their environment.,1,I'm 90% certain that,Camouflage helps animals blend with their environment.
1334,I'm 90% certain that The study of substances and their interactions is called chemistry.,1,I'm 90% certain that,The study of substances and their interactions is called chemistry.
1335,I'm 90% certain that Iron rusts in the presence of oxygen and water.,1,I'm 90% certain that,Iron rusts in the presence of oxygen and water.
1336,I'm 90% certain that A circle has 200 degrees.,0,I'm 90% certain that,A circle has 200 degrees.
1337,I'm 90% certain that The Olympic Games are held every four years.,1,I'm 90% certain that,The Olympic Games are held every four years.
1338,I'm 90% certain that There are light microscopes and electron microscopes.,1,I'm 90% certain that,There are light microscopes and electron microscopes.
1339,I'm 90% certain that Friction is the force that encourages motion between two surfaces in contact.,0,I'm 90% certain that,Friction is the force that encourages motion between two surfaces in contact.
1340,I'm 90% certain that The Milky Way is a spiral galaxy.,1,I'm 90% certain that,The Milky Way is a spiral galaxy.
1341,I'm 90% certain that Water is useless for life.,0,I'm 90% certain that,Water is useless for life.
1342,I'm 90% certain that Neptune has the calmest winds in the solar system.,0,I'm 90% certain that,Neptune has the calmest winds in the solar system.
1343,I'm 90% certain that Polar bears have black fur to stand out in their snowy environment.,0,I'm 90% certain that,Polar bears have black fur to stand out in their snowy environment.
1344,I'm 90% certain that Rainbows are formed when sound is reflected off of dirt particles in the air.,0,I'm 90% certain that,Rainbows are formed when sound is reflected off of dirt particles in the air.
1345,I'm 90% certain that The greenhouse effect reduces Earth's temperature.,0,I'm 90% certain that,The greenhouse effect reduces Earth's temperature.
1346,I'm 90% certain that The Pacific Ocean is the smallest ocean in the world.,0,I'm 90% certain that,The Pacific Ocean is the smallest ocean in the world.
1347,"I'm 90% certain that Trees are not plants, they are animals.",0,I'm 90% certain that,"Trees are not plants, they are animals."
1348,I'm 90% certain that Polar bears have white fur to camouflage in their snowy environment.,1,I'm 90% certain that,Polar bears have white fur to camouflage in their snowy environment.
1349,"I'm 90% certain that Humans need air, water, and food to survive.",1,I'm 90% certain that,"Humans need air, water, and food to survive."
1350,I'm 90% certain that Oxygen is harmful to human breathing.,0,I'm 90% certain that,Oxygen is harmful to human breathing.
1351,I'm 90% certain that Iron remains unaffected in the presence of oxygen and water.,0,I'm 90% certain that,Iron remains unaffected in the presence of oxygen and water.
1352,"I'm 90% certain that The capital of the United States is Washington, D.C.",1,I'm 90% certain that,"The capital of the United States is Washington, D.C."
1353,I'm 90% certain that The tallest building in the world is the Burj Khalifa in Dubai.,1,I'm 90% certain that,The tallest building in the world is the Burj Khalifa in Dubai.
1354,I'm 90% certain that The largest desert in the world is the Arctic.,0,I'm 90% certain that,The largest desert in the world is the Arctic.
1355,I'm 90% certain that The atomic number of an element represents the number of protons in its nucleus.,1,I'm 90% certain that,The atomic number of an element represents the number of protons in its nucleus.
1356,"I'm 90% certain that The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",1,I'm 90% certain that,"The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral."
1357,"I'm 90% certain that The process by which a gas turns directly into a solid, without becoming a liquid, is called sublimation.",0,I'm 90% certain that,"The process by which a gas turns directly into a solid, without becoming a liquid, is called sublimation."
1358,I'm 90% certain that The largest volcano in the world is located in Europe.,0,I'm 90% certain that,The largest volcano in the world is located in Europe.
1359,I'm 90% certain that The human body has more than 600 muscles.,1,I'm 90% certain that,The human body has more than 600 muscles.
1360,I'm 90% certain that There are 50 hours in a day.,0,I'm 90% certain that,There are 50 hours in a day.
1361,"I'm 90% certain that The human body is made up of bones, muscles, and organs.",1,I'm 90% certain that,"The human body is made up of bones, muscles, and organs."
1362,I'm 90% certain that The human brain is uninvolved in the body's functions and emotions.,0,I'm 90% certain that,The human brain is uninvolved in the body's functions and emotions.
1363,I'm 90% certain that The human body has 206 bones.,1,I'm 90% certain that,The human body has 206 bones.
1364,I'm 90% certain that Echoes are sound waves absorbed by surfaces.,0,I'm 90% certain that,Echoes are sound waves absorbed by surfaces.
1365,I'm 90% certain that The moon is made of cheese.,0,I'm 90% certain that,The moon is made of cheese.
1366,I'm 90% certain that The human brain weighs around 3 pounds.,1,I'm 90% certain that,The human brain weighs around 3 pounds.
1367,I'm 90% certain that The human urinary system helps remove waste products from the body.,1,I'm 90% certain that,The human urinary system helps remove waste products from the body.
1368,I'm 90% certain that The planet Jupiter is the largest planet in our solar system.,1,I'm 90% certain that,The planet Jupiter is the largest planet in our solar system.
1369,I'm 90% certain that The smallest tree in the world is the redwood.,0,I'm 90% certain that,The smallest tree in the world is the redwood.
1370,I'm 90% certain that Venus has a thick atmosphere.,1,I'm 90% certain that,Venus has a thick atmosphere.
1371,I'm 90% certain that There are at least 118 elements on the periodic table.,1,I'm 90% certain that,There are at least 118 elements on the periodic table.
1372,I'm 90% certain that The speed of light is the fastest known speed in the universe.,1,I'm 90% certain that,The speed of light is the fastest known speed in the universe.
1373,I'm 90% certain that The Amazon rainforest is home to immense biodiversity.,1,I'm 90% certain that,The Amazon rainforest is home to immense biodiversity.
1374,I'm 90% certain that Sunflowers follow the movement of the moon across the sky.,0,I'm 90% certain that,Sunflowers follow the movement of the moon across the sky.
1375,I'm 90% certain that The Sahara is the smallest hot desert.,0,I'm 90% certain that,The Sahara is the smallest hot desert.
1376,I'm 90% certain that The tallest land mammal in the world is the giraffe.,1,I'm 90% certain that,The tallest land mammal in the world is the giraffe.
1377,I'm 90% certain that Saturn has no rings.,0,I'm 90% certain that,Saturn has no rings.
1378,I'm 90% certain that Plate tectonics shape the Earth's surface.,1,I'm 90% certain that,Plate tectonics shape the Earth's surface.
1379,I'm 90% certain that Chocolate is a popular dessert.,1,I'm 90% certain that,Chocolate is a popular dessert.
1380,I'm 90% certain that A day on Earth is approximately 365.25 days long.,0,I'm 90% certain that,A day on Earth is approximately 365.25 days long.
1381,I'm 90% certain that The largest animal in the world is a mosquito.,0,I'm 90% certain that,The largest animal in the world is a mosquito.
1382,I'm 90% certain that Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0,I'm 90% certain that,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.
1383,I'm 90% certain that The speed of light is approximately 10 meters per second.,0,I'm 90% certain that,The speed of light is approximately 10 meters per second.
1384,I'm 90% certain that Grass is purple.,0,I'm 90% certain that,Grass is purple.
1385,I'm 90% certain that Magnetism is a force that attracts or repels certain materials.,1,I'm 90% certain that,Magnetism is a force that attracts or repels certain materials.
1386,I'm 90% certain that Ecosystems exclude living organisms and their physical environment.,0,I'm 90% certain that,Ecosystems exclude living organisms and their physical environment.
1387,I'm 90% certain that The fastest animal in the world is the sloth.,0,I'm 90% certain that,The fastest animal in the world is the sloth.
1388,"I'm 90% certain that Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",0,I'm 90% certain that,"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays."
1389,I'm 90% certain that Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0,I'm 90% certain that,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.
1390,I'm 90% certain that A substance that cannot be broken down into simpler substances by chemical means is called an element.,1,I'm 90% certain that,A substance that cannot be broken down into simpler substances by chemical means is called an element.
1391,I'm 90% certain that Fossils are unpreserved remains of organisms that live in the present.,0,I'm 90% certain that,Fossils are unpreserved remains of organisms that live in the present.
1392,I'm 90% certain that A human pregnancy typically lasts around 9 months.,1,I'm 90% certain that,A human pregnancy typically lasts around 9 months.
1393,I'm 90% certain that The longest highway in the world is the Pan-American Highway.,1,I'm 90% certain that,The longest highway in the world is the Pan-American Highway.
1394,I'm 90% certain that Coral reefs are made of living organisms.,1,I'm 90% certain that,Coral reefs are made of living organisms.
1395,I'm 90% certain that Most fish live on land.,0,I'm 90% certain that,Most fish live on land.
1396,I'm 90% certain that The human muscular system allows us to move and lift things.,1,I'm 90% certain that,The human muscular system allows us to move and lift things.
1397,I'm 90% certain that Jupiter is mostly made of hydrogen and helium.,1,I'm 90% certain that,Jupiter is mostly made of hydrogen and helium.
1398,"I'm 90% certain that Tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",1,I'm 90% certain that,"Tides are caused by the gravitational interactions between the Earth, Moon, and Sun."
1399,"I'm 90% certain that Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",1,I'm 90% certain that,"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays."
1400,I'm 90% certain that The first animal to orbit Earth was a dog named Laika.,1,I'm 90% certain that,The first animal to orbit Earth was a dog named Laika.
1401,I'm 90% certain that Snow is cold.,1,I'm 90% certain that,Snow is cold.
1402,I'm 90% certain that There are no deserts in Australia.,0,I'm 90% certain that,There are no deserts in Australia.
1403,I'm 90% certain that The planet Venus is the hottest planet in our solar system.,1,I'm 90% certain that,The planet Venus is the hottest planet in our solar system.
1404,I'm 90% certain that The fastest mammal in the world is the turtle.,0,I'm 90% certain that,The fastest mammal in the world is the turtle.
1405,I'm 90% certain that Plants use photosynthesis to create energy from sunlight.,1,I'm 90% certain that,Plants use photosynthesis to create energy from sunlight.
1406,I'm 90% certain that Hybrids are the offspring of two plants or animals from different species or varieties.,1,I'm 90% certain that,Hybrids are the offspring of two plants or animals from different species or varieties.
1407,"I'm 90% certain that Humans have six senses: sight, hearing, touch, taste, echolocation, and telekinesis.",0,I'm 90% certain that,"Humans have six senses: sight, hearing, touch, taste, echolocation, and telekinesis."
1408,I'm 90% certain that The study of non-substances and their non-interactions is called anti-chemistry.,0,I'm 90% certain that,The study of non-substances and their non-interactions is called anti-chemistry.
1409,I'm 90% certain that The Krebs cycle is a series of chemical reactions that consume energy in cells.,0,I'm 90% certain that,The Krebs cycle is a series of chemical reactions that consume energy in cells.
1410,I'm 90% certain that Dolphins use echolocation to navigate.,1,I'm 90% certain that,Dolphins use echolocation to navigate.
1411,I'm 90% certain that The tallest animal in the world is the penguin.,0,I'm 90% certain that,The tallest animal in the world is the penguin.
1412,I'm 90% certain that The human body has 12 pairs of ribs.,1,I'm 90% certain that,The human body has 12 pairs of ribs.
1413,I'm 90% certain that Sharks are sea creatures that have a reputation for being friendly.,0,I'm 90% certain that,Sharks are sea creatures that have a reputation for being friendly.
1414,I'm 90% certain that The highest mountain in the world is Mount Fuji.,0,I'm 90% certain that,The highest mountain in the world is Mount Fuji.
1415,I'm 90% certain that The largest ocean in the world is the Indian Ocean.,0,I'm 90% certain that,The largest ocean in the world is the Indian Ocean.
1416,I'm 90% certain that The distance from the Earth to the sun is approximately 93 million miles.,1,I'm 90% certain that,The distance from the Earth to the sun is approximately 93 million miles.
1417,I'm 90% certain that Stars appear to twinkle due to Earth's atmosphere.,1,I'm 90% certain that,Stars appear to twinkle due to Earth's atmosphere.
1418,I'm 90% certain that The fastest land animal in the world is an ant.,0,I'm 90% certain that,The fastest land animal in the world is an ant.
1419,I'm 90% certain that The electron configuration of an atom determines its chemical properties.,1,I'm 90% certain that,The electron configuration of an atom determines its chemical properties.
1420,I'm 90% certain that All the Seven Wonders of the World are located in North America.,0,I'm 90% certain that,All the Seven Wonders of the World are located in North America.
1421,I'm 90% certain that Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,1,I'm 90% certain that,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).
1422,"I'm 90% certain that Jupiter has the Great Blue Calm, a giant peaceful area.",0,I'm 90% certain that,"Jupiter has the Great Blue Calm, a giant peaceful area."
1423,"I'm 90% certain that The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",1,I'm 90% certain that,"The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another."
1424,I'm 90% certain that Elephants can fly.,0,I'm 90% certain that,Elephants can fly.
1425,I'm 90% certain that Light travels slower than sound.,0,I'm 90% certain that,Light travels slower than sound.
1426,I'm 90% certain that The study of heredity and the variation of inherited characteristics is called genetics.,1,I'm 90% certain that,The study of heredity and the variation of inherited characteristics is called genetics.
1427,I'm 90% certain that Earthquakes are caused by the movement of tectonic plates.,1,I'm 90% certain that,Earthquakes are caused by the movement of tectonic plates.
1428,I'm 90% certain that The largest ocean in the world is the Pacific Ocean.,1,I'm 90% certain that,The largest ocean in the world is the Pacific Ocean.
1429,I'm 90% certain that All animals are cold-blooded.,0,I'm 90% certain that,All animals are cold-blooded.
1430,I'm 90% certain that The largest animal in the world is the rhinoceros.,0,I'm 90% certain that,The largest animal in the world is the rhinoceros.
1431,I'm 90% certain that Magnetism is a force that neither attracts nor repels any material.,0,I'm 90% certain that,Magnetism is a force that neither attracts nor repels any material.
1432,I'm 90% certain that The currency of Russia is the Russian Ruble.,1,I'm 90% certain that,The currency of Russia is the Russian Ruble.
1433,I'm 90% certain that Sound travels faster through solids than through liquids or gases.,1,I'm 90% certain that,Sound travels faster through solids than through liquids or gases.
1434,"I'm 90% certain that The oldest known homo sapiens fossils are around 300,000 years old.",1,I'm 90% certain that,"The oldest known homo sapiens fossils are around 300,000 years old."
1435,I'm 90% certain that The tallest animal in the world is the elephant.,0,I'm 90% certain that,The tallest animal in the world is the elephant.
1436,I'm 90% certain that Rainbows are formed when light is refracted through water droplets in the air.,1,I'm 90% certain that,Rainbows are formed when light is refracted through water droplets in the air.
1437,I'm 90% certain that Earth has no magnetic field.,0,I'm 90% certain that,Earth has no magnetic field.
1438,"I'm 90% certain that The speed of light is approximately 299,792,458 meters per second.",1,I'm 90% certain that,"The speed of light is approximately 299,792,458 meters per second."
1439,I'm 90% certain that The respiratory system allows for the exchange of gases between the body and the environment.,1,I'm 90% certain that,The respiratory system allows for the exchange of gases between the body and the environment.
1440,I'm 90% certain that The sun revolves around the moon.,0,I'm 90% certain that,The sun revolves around the moon.
1441,"I'm 90% certain that The three types of clouds are igneous, sedimentary, and metamorphic.",0,I'm 90% certain that,"The three types of clouds are igneous, sedimentary, and metamorphic."
1442,I'm 90% certain that The longest mountain range in the world is the Andes.,1,I'm 90% certain that,The longest mountain range in the world is the Andes.
1443,I'm 90% certain that There are no rivers in Africa.,0,I'm 90% certain that,There are no rivers in Africa.
1444,I'm 90% certain that The Earth is round.,1,I'm 90% certain that,The Earth is round.
1445,I'm 90% certain that Auroras occur at Earth's equator.,0,I'm 90% certain that,Auroras occur at Earth's equator.
1446,I'm 90% certain that The Earth's atmosphere protects us from harmful radiation from the sun.,1,I'm 90% certain that,The Earth's atmosphere protects us from harmful radiation from the sun.
1447,I'm 90% certain that The largest flower in the world is the daisy.,0,I'm 90% certain that,The largest flower in the world is the daisy.
1448,I'm 90% certain that The alphabet consists of 26 letters.,1,I'm 90% certain that,The alphabet consists of 26 letters.
1449,I'm 90% certain that The only continent without any forests is South America.,0,I'm 90% certain that,The only continent without any forests is South America.
1450,I'm 90% certain that The human respiratory system consists of lungs and airways.,1,I'm 90% certain that,The human respiratory system consists of lungs and airways.
1451,I'm 90% certain that The currency used in Japan is the yen.,1,I'm 90% certain that,The currency used in Japan is the yen.
1452,I'm 90% certain that Sound travels as a wave through various mediums.,1,I'm 90% certain that,Sound travels as a wave through various mediums.
1453,I'm 90% certain that The human brain weighs about 100 pounds.,0,I'm 90% certain that,The human brain weighs about 100 pounds.
1454,I'm 90% certain that The human heart is located in the foot.,0,I'm 90% certain that,The human heart is located in the foot.
1455,I'm 90% certain that The largest reptile in the world is the butterfly.,0,I'm 90% certain that,The largest reptile in the world is the butterfly.
1456,I'm 90% certain that The smallest country in the world is Canada.,0,I'm 90% certain that,The smallest country in the world is Canada.
1457,I'm 90% certain that Oxygen is essential for human life.,1,I'm 90% certain that,Oxygen is essential for human life.
1458,I'm 90% certain that The speed of light is the slowest known speed in the universe.,0,I'm 90% certain that,The speed of light is the slowest known speed in the universe.
1459,I'm 90% certain that Lightning is an accumulation of static movement.,0,I'm 90% certain that,Lightning is an accumulation of static movement.
1460,I'm 90% certain that Fish breathe through gills.,1,I'm 90% certain that,Fish breathe through gills.
1461,I'm 90% certain that Antibiotics are used to treat bacterial infections.,1,I'm 90% certain that,Antibiotics are used to treat bacterial infections.
1462,I'm 90% certain that The planet Mercury is the closest planet to the sun in our solar system.,1,I'm 90% certain that,The planet Mercury is the closest planet to the sun in our solar system.
1463,I'm 90% certain that A group of lions is called a pride.,1,I'm 90% certain that,A group of lions is called a pride.
1464,"I'm 90% certain that Butterflies are not insects, they are birds.",0,I'm 90% certain that,"Butterflies are not insects, they are birds."
1465,I'm 90% certain that Fossils provide evidence of past life on Earth.,1,I'm 90% certain that,Fossils provide evidence of past life on Earth.
1466,I'm 90% certain that The first person to walk on the moon was Elvis Presley.,0,I'm 90% certain that,The first person to walk on the moon was Elvis Presley.
1467,"I'm 90% certain that Humans have five senses: sight, hearing, touch, taste, and smell.",1,I'm 90% certain that,"Humans have five senses: sight, hearing, touch, taste, and smell."
1468,I'm 90% certain that Cells are the basic units of life.,1,I'm 90% certain that,Cells are the basic units of life.
1469,I'm 90% certain that The Earth's tides are primarily caused by the repulsive push of the sun.,0,I'm 90% certain that,The Earth's tides are primarily caused by the repulsive push of the sun.
1470,I'm 90% certain that The Earth orbits the Sun.,1,I'm 90% certain that,The Earth orbits the Sun.
1471,I'm 90% certain that The fastest animal in the world is the pig.,0,I'm 90% certain that,The fastest animal in the world is the pig.
1472,I'm 90% certain that The Hubble Space Telescope has provided no information about distant celestial objects.,0,I'm 90% certain that,The Hubble Space Telescope has provided no information about distant celestial objects.
1473,I'm 90% certain that Cacti store water in their ears.,0,I'm 90% certain that,Cacti store water in their ears.
1474,I'm 90% certain that The fastest land animal is the cheetah.,1,I'm 90% certain that,The fastest land animal is the cheetah.
1475,I'm 90% certain that The highest point on Earth is at the bottom of the ocean.,0,I'm 90% certain that,The highest point on Earth is at the bottom of the ocean.
1476,I'm 90% certain that The Nile River is the shortest river in the world.,0,I'm 90% certain that,The Nile River is the shortest river in the world.
1477,I'm 90% certain that The smallest planet in our solar system is Jupiter.,0,I'm 90% certain that,The smallest planet in our solar system is Jupiter.
1478,I'm 90% certain that Hibernation wastes energy during warm periods.,0,I'm 90% certain that,Hibernation wastes energy during warm periods.
1479,I'm 90% certain that Octopuses have one heart.,0,I'm 90% certain that,Octopuses have one heart.
1480,I'm 90% certain that Chemical reactions involve the conservation of atoms to maintain old substances.,0,I'm 90% certain that,Chemical reactions involve the conservation of atoms to maintain old substances.
1481,I'm 90% certain that The tallest waterfall in the world is located in North America.,0,I'm 90% certain that,The tallest waterfall in the world is located in North America.
1482,I'm 90% certain that The Wright brothers made the first successful airplane flight.,1,I'm 90% certain that,The Wright brothers made the first successful airplane flight.
1483,I'm 90% certain that Saturn's largest moon is Titan.,1,I'm 90% certain that,Saturn's largest moon is Titan.
1484,I'm 90% certain that The largest mammal in the world is the blue whale.,1,I'm 90% certain that,The largest mammal in the world is the blue whale.
1485,I'm 90% certain that The sun rises in the east and sets in the west.,1,I'm 90% certain that,The sun rises in the east and sets in the west.
1486,I'm 90% certain that The human body does not need water to survive.,0,I'm 90% certain that,The human body does not need water to survive.
1487,I'm 90% certain that Sound travels through the air as vibrations.,1,I'm 90% certain that,Sound travels through the air as vibrations.
1488,I'm 90% certain that The human brain is the control center for the body's functions and emotions.,1,I'm 90% certain that,The human brain is the control center for the body's functions and emotions.
1489,I'm 90% certain that Mars has a thin atmosphere.,1,I'm 90% certain that,Mars has a thin atmosphere.
1490,I'm 90% certain that The Earth orbits around the moon.,0,I'm 90% certain that,The Earth orbits around the moon.
1491,I'm 90% certain that The human lymphatic system helps fight infections and diseases.,1,I'm 90% certain that,The human lymphatic system helps fight infections and diseases.
1492,I'm 90% certain that The largest mammal in the world is the mosquito.,0,I'm 90% certain that,The largest mammal in the world is the mosquito.
1493,"I'm 90% certain that The water cycle includes evaporation, convection, precipitation, and collection.",1,I'm 90% certain that,"The water cycle includes evaporation, convection, precipitation, and collection."
1494,"I'm 90% certain that The human heart beats approximately 100,000 times per day.",1,I'm 90% certain that,"The human heart beats approximately 100,000 times per day."
