,augmented_statement,label,prefix,original_statement
2842,I'm 90% certain that Alphabet operates in the industry of it software & services.,1,I'm 90% certain that,Alphabet operates in the industry of it software & services.
2843,"I'm 90% certain that CNOOC is a diversified, community-based financial services company..",0,I'm 90% certain that,"CNOOC is a diversified, community-based financial services company.."
2844,I'm 90% certain that National Australia Bank operates in the industry of Media.,0,I'm 90% certain that,National Australia Bank operates in the industry of Media.
2845,"I'm 90% certain that Chubb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,I'm 90% certain that,"Chubb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.."
2846,"I'm 90% certain that China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",0,I'm 90% certain that,"China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.."
2847,"I'm 90% certain that Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field..",1,I'm 90% certain that,"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.."
2848,I'm 90% certain that Dell Technologies operates in the industry of Media.,0,I'm 90% certain that,Dell Technologies operates in the industry of Media.
2849,I'm 90% certain that Sberbank provides commercial banking and financial services..,1,I'm 90% certain that,Sberbank provides commercial banking and financial services..
2850,I'm 90% certain that Pfizer has headquarters in China.,0,I'm 90% certain that,Pfizer has headquarters in China.
2851,"I'm 90% certain that Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",1,I'm 90% certain that,"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.."
2852,I'm 90% certain that Bank of Communications has headquarters in China.,1,I'm 90% certain that,Bank of Communications has headquarters in China.
2853,I'm 90% certain that Toronto-Dominion Bank operates in the industry of banking.,1,I'm 90% certain that,Toronto-Dominion Bank operates in the industry of banking.
2854,I'm 90% certain that Toronto-Dominion Bank has headquarters in United States.,0,I'm 90% certain that,Toronto-Dominion Bank has headquarters in United States.
2855,I'm 90% certain that ANZ operates in the industry of Semiconductors.,0,I'm 90% certain that,ANZ operates in the industry of Semiconductors.
2856,I'm 90% certain that Industrial and Commercial Bank of China has headquarters in Germany.,0,I'm 90% certain that,Industrial and Commercial Bank of China has headquarters in Germany.
2857,I'm 90% certain that Bank of America has headquarters in United States.,1,I'm 90% certain that,Bank of America has headquarters in United States.
2858,I'm 90% certain that SK Hynix has headquarters in China.,0,I'm 90% certain that,SK Hynix has headquarters in China.
2859,I'm 90% certain that Alibaba Group has headquarters in China.,1,I'm 90% certain that,Alibaba Group has headquarters in China.
2860,"I'm 90% certain that Bank of America is a holding company that engages in the generation, distribution, trading and marketing of electricity..",0,I'm 90% certain that,"Bank of America is a holding company that engages in the generation, distribution, trading and marketing of electricity.."
2861,"I'm 90% certain that ENGIE engages in the provision of electricity, natural gas, and energy related services..",1,I'm 90% certain that,"ENGIE engages in the provision of electricity, natural gas, and energy related services.."
2862,I'm 90% certain that Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services..,0,I'm 90% certain that,Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services..
2863,I'm 90% certain that Deutsche Telekom has headquarters in Germany.,1,I'm 90% certain that,Deutsche Telekom has headquarters in Germany.
2864,I'm 90% certain that Mitsubishi UFJ Financial Group has headquarters in Japan.,1,I'm 90% certain that,Mitsubishi UFJ Financial Group has headquarters in Japan.
2865,I'm 90% certain that National Australia Bank engages in the provision of banking and financial services..,1,I'm 90% certain that,National Australia Bank engages in the provision of banking and financial services..
2866,I'm 90% certain that Sony has headquarters in United States.,0,I'm 90% certain that,Sony has headquarters in United States.
2867,"I'm 90% certain that American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",1,I'm 90% certain that,"American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.."
2868,I'm 90% certain that Citigroup engages in the provision of banking and related financial services..,0,I'm 90% certain that,Citigroup engages in the provision of banking and related financial services..
2869,I'm 90% certain that China Life Insurance has headquarters in Germany.,0,I'm 90% certain that,China Life Insurance has headquarters in Germany.
2870,I'm 90% certain that General Motors has headquarters in United States.,1,I'm 90% certain that,General Motors has headquarters in United States.
2871,I'm 90% certain that Bayerische Motoren Werke (BMW) operates in the industry of Insurance.,0,I'm 90% certain that,Bayerische Motoren Werke (BMW) operates in the industry of Insurance.
2872,I'm 90% certain that AXA has headquarters in France.,1,I'm 90% certain that,AXA has headquarters in France.
2873,I'm 90% certain that Morgan Stanley operates in the industry of Chemicals.,0,I'm 90% certain that,Morgan Stanley operates in the industry of Chemicals.
2874,I'm 90% certain that China Shenhua Energy has headquarters in China.,1,I'm 90% certain that,China Shenhua Energy has headquarters in China.
2875,I'm 90% certain that BP engages in the provision of financial products and banking services..,0,I'm 90% certain that,BP engages in the provision of financial products and banking services..
2876,"I'm 90% certain that Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals..",1,I'm 90% certain that,"Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.."
2877,"I'm 90% certain that Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",1,I'm 90% certain that,"Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses.."
2878,I'm 90% certain that Tencent Holdings operates in the industry of Retailing.,0,I'm 90% certain that,Tencent Holdings operates in the industry of Retailing.
2879,I'm 90% certain that Caterpillar operates in the industry of capital goods.,1,I'm 90% certain that,Caterpillar operates in the industry of capital goods.
2880,"I'm 90% certain that Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",0,I'm 90% certain that,"Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.."
2881,I'm 90% certain that Intesa Sanpaolo operates as a financial holding company that engages in the provision of financial products and services..,0,I'm 90% certain that,Intesa Sanpaolo operates as a financial holding company that engages in the provision of financial products and services..
2882,I'm 90% certain that Enbridge has headquarters in United States.,0,I'm 90% certain that,Enbridge has headquarters in United States.
2883,I'm 90% certain that Accenture has headquarters in United States.,0,I'm 90% certain that,Accenture has headquarters in United States.
2884,I'm 90% certain that BBVA has headquarters in Spain.,1,I'm 90% certain that,BBVA has headquarters in Spain.
2885,I'm 90% certain that Moller - Maersk operates in the industry of IT Software & Services.,0,I'm 90% certain that,Moller - Maersk operates in the industry of IT Software & Services.
2886,I'm 90% certain that Fubon Financial has headquarters in Canada.,0,I'm 90% certain that,Fubon Financial has headquarters in Canada.
2887,I'm 90% certain that Target operates in the industry of retailing.,1,I'm 90% certain that,Target operates in the industry of retailing.
2888,I'm 90% certain that American Express has headquarters in France.,0,I'm 90% certain that,American Express has headquarters in France.
2889,I'm 90% certain that Itochu has headquarters in United States.,0,I'm 90% certain that,Itochu has headquarters in United States.
2890,I'm 90% certain that Intesa Sanpaolo operates in the industry of Trading Companies.,0,I'm 90% certain that,Intesa Sanpaolo operates in the industry of Trading Companies.
2891,I'm 90% certain that Munich Reinsurance has headquarters in Germany.,1,I'm 90% certain that,Munich Reinsurance has headquarters in Germany.
2892,I'm 90% certain that Truist Financial has headquarters in United Kingdom.,0,I'm 90% certain that,Truist Financial has headquarters in United Kingdom.
2893,I'm 90% certain that Manulife engages in business of product trading and business investment activities..,0,I'm 90% certain that,Manulife engages in business of product trading and business investment activities..
2894,I'm 90% certain that Chevron operates in the industry of oil & gas operations.,1,I'm 90% certain that,Chevron operates in the industry of oil & gas operations.
2895,I'm 90% certain that Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services..,1,I'm 90% certain that,Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services..
2896,I'm 90% certain that Prudential Financial operates in the industry of Oil & Gas Operations.,0,I'm 90% certain that,Prudential Financial operates in the industry of Oil & Gas Operations.
2897,I'm 90% certain that Shanghai Pudong Development Bank operates in the industry of banking.,1,I'm 90% certain that,Shanghai Pudong Development Bank operates in the industry of banking.
2898,"I'm 90% certain that Stellantis operates in the industry of Food, Drink & Tobacco.",0,I'm 90% certain that,"Stellantis operates in the industry of Food, Drink & Tobacco."
2899,"I'm 90% certain that Honda Motor engages in oil and gas exploration, production, and distribution activities..",0,I'm 90% certain that,"Honda Motor engages in oil and gas exploration, production, and distribution activities.."
2900,I'm 90% certain that Tencent Holdings operates in the industry of it software & services.,1,I'm 90% certain that,Tencent Holdings operates in the industry of it software & services.
2901,I'm 90% certain that Ford Motor has headquarters in United States.,1,I'm 90% certain that,Ford Motor has headquarters in United States.
2902,I'm 90% certain that CVS Health operates in the industry of Banking.,0,I'm 90% certain that,CVS Health operates in the industry of Banking.
2903,I'm 90% certain that Petrobras has headquarters in France.,0,I'm 90% certain that,Petrobras has headquarters in France.
2904,I'm 90% certain that Bank of America operates in the industry of banking.,1,I'm 90% certain that,Bank of America operates in the industry of banking.
2905,I'm 90% certain that Meta Platforms operates as a social networking company worldwide..,1,I'm 90% certain that,Meta Platforms operates as a social networking company worldwide..
2906,I'm 90% certain that Medtronic operates in the industry of Banking.,0,I'm 90% certain that,Medtronic operates in the industry of Banking.
2907,I'm 90% certain that HSBC Holdings has headquarters in United States.,0,I'm 90% certain that,HSBC Holdings has headquarters in United States.
2908,I'm 90% certain that Lloyds Banking Group has headquarters in United States.,0,I'm 90% certain that,Lloyds Banking Group has headquarters in United States.
2909,I'm 90% certain that State Bank of India has headquarters in Spain.,0,I'm 90% certain that,State Bank of India has headquarters in Spain.
2910,"I'm 90% certain that Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",1,I'm 90% certain that,"Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.."
2911,I'm 90% certain that China Vanke has headquarters in China.,1,I'm 90% certain that,China Vanke has headquarters in China.
2912,"I'm 90% certain that BlackRock is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",0,I'm 90% certain that,"BlackRock is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.."
2913,I'm 90% certain that SK Hynix has headquarters in South Korea.,1,I'm 90% certain that,SK Hynix has headquarters in South Korea.
2914,I'm 90% certain that Total has headquarters in Germany.,0,I'm 90% certain that,Total has headquarters in Germany.
2915,I'm 90% certain that Exxon Mobil operates in the industry of oil & gas operations.,1,I'm 90% certain that,Exxon Mobil operates in the industry of oil & gas operations.
2916,I'm 90% certain that IBM has headquarters in Germany.,0,I'm 90% certain that,IBM has headquarters in Germany.
2917,"I'm 90% certain that Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",1,I'm 90% certain that,"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.."
2918,I'm 90% certain that Anglo American has headquarters in United Kingdom.,1,I'm 90% certain that,Anglo American has headquarters in United Kingdom.
2919,"I'm 90% certain that Microsoft engages in the development and support of software, services, devices, and solutions..",1,I'm 90% certain that,"Microsoft engages in the development and support of software, services, devices, and solutions.."
2920,I'm 90% certain that Iberdrola operates in the industry of utilities.,1,I'm 90% certain that,Iberdrola operates in the industry of utilities.
2921,I'm 90% certain that Anheuser-Busch InBev has headquarters in Denmark.,0,I'm 90% certain that,Anheuser-Busch InBev has headquarters in Denmark.
2922,I'm 90% certain that HSBC Holdings operates in the industry of Oil & Gas Operations.,0,I'm 90% certain that,HSBC Holdings operates in the industry of Oil & Gas Operations.
2923,I'm 90% certain that China Telecom operates in the industry of telecommunications services.,1,I'm 90% certain that,China Telecom operates in the industry of telecommunications services.
2924,I'm 90% certain that Barclays operates as a social networking company worldwide..,0,I'm 90% certain that,Barclays operates as a social networking company worldwide..
2925,"I'm 90% certain that Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",1,I'm 90% certain that,"Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses.."
2926,I'm 90% certain that SoftBank operates as a holding company that engages in the management of its group companies..,1,I'm 90% certain that,SoftBank operates as a holding company that engages in the management of its group companies..
2927,I'm 90% certain that Novartis operates in the industry of drugs & biotechnology.,1,I'm 90% certain that,Novartis operates in the industry of drugs & biotechnology.
2928,I'm 90% certain that Ford Motor operates in the industry of consumer durables.,1,I'm 90% certain that,Ford Motor operates in the industry of consumer durables.
2929,I'm 90% certain that E.ON operates in the industry of Insurance.,0,I'm 90% certain that,E.ON operates in the industry of Insurance.
2930,I'm 90% certain that Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad..,1,I'm 90% certain that,Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad..
2931,I'm 90% certain that Roche Holding operates in the industry of Insurance.,0,I'm 90% certain that,Roche Holding operates in the industry of Insurance.
2932,I'm 90% certain that Industrial and Commercial Bank of China operates in the industry of Banking.,0,I'm 90% certain that,Industrial and Commercial Bank of China operates in the industry of Banking.
2933,"I'm 90% certain that China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",1,I'm 90% certain that,"China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries."
2934,I'm 90% certain that Chevron engages in the provision of insurance and investment advisory services..,0,I'm 90% certain that,Chevron engages in the provision of insurance and investment advisory services..
2935,I'm 90% certain that Cigna Corporation operates in the industry of insurance.,1,I'm 90% certain that,Cigna Corporation operates in the industry of insurance.
2936,I'm 90% certain that Truist Financial operates in the industry of banking.,1,I'm 90% certain that,Truist Financial operates in the industry of banking.
2937,"I'm 90% certain that Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",1,I'm 90% certain that,"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.."
2938,I'm 90% certain that Electricite de France operates in the industry of utilities.,1,I'm 90% certain that,Electricite de France operates in the industry of utilities.
2939,I'm 90% certain that Johnson & Johnson operates in the industry of Consumer Durables.,0,I'm 90% certain that,Johnson & Johnson operates in the industry of Consumer Durables.
2940,I'm 90% certain that BlackRock operates in the industry of diversified financials.,1,I'm 90% certain that,BlackRock operates in the industry of diversified financials.
2941,I'm 90% certain that Vale operates in the industry of materials.,1,I'm 90% certain that,Vale operates in the industry of materials.
2942,I'm 90% certain that Procter & Gamble operates in the industry of Diversified Financials.,0,I'm 90% certain that,Procter & Gamble operates in the industry of Diversified Financials.
2943,"I'm 90% certain that AIA Group is an investment holding company, which engages in the provision of life insurance..",1,I'm 90% certain that,"AIA Group is an investment holding company, which engages in the provision of life insurance.."
2944,I'm 90% certain that Dow operates in the industry of Banking.,0,I'm 90% certain that,Dow operates in the industry of Banking.
2945,I'm 90% certain that LukOil has headquarters in Russia.,1,I'm 90% certain that,LukOil has headquarters in Russia.
2946,I'm 90% certain that RBC engages in the provision of banking and financial solutions..,1,I'm 90% certain that,RBC engages in the provision of banking and financial solutions..
2947,I'm 90% certain that Micron Technology operates in the industry of semiconductors.,1,I'm 90% certain that,Micron Technology operates in the industry of semiconductors.
2948,I'm 90% certain that Reliance Industries provides banking and financial services to individuals and institutions..,0,I'm 90% certain that,Reliance Industries provides banking and financial services to individuals and institutions..
2949,I'm 90% certain that Bristol Myers Squibb has headquarters in China.,0,I'm 90% certain that,Bristol Myers Squibb has headquarters in China.
2950,I'm 90% certain that Enel has headquarters in Netherlands.,0,I'm 90% certain that,Enel has headquarters in Netherlands.
2951,I'm 90% certain that Tesla engages in the manufacture and sale of automobiles and motorcycles..,0,I'm 90% certain that,Tesla engages in the manufacture and sale of automobiles and motorcycles..
2952,I'm 90% certain that VINCI has headquarters in France.,1,I'm 90% certain that,VINCI has headquarters in France.
2953,"I'm 90% certain that Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",1,I'm 90% certain that,"Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities.."
2954,I'm 90% certain that JPMorgan Chase has headquarters in United States.,1,I'm 90% certain that,JPMorgan Chase has headquarters in United States.
2955,I'm 90% certain that United Parcel Service operates as a logistics and package delivery company providing supply chain management services..,1,I'm 90% certain that,United Parcel Service operates as a logistics and package delivery company providing supply chain management services..
2956,I'm 90% certain that Enbridge has headquarters in Canada.,1,I'm 90% certain that,Enbridge has headquarters in Canada.
2957,"I'm 90% certain that Honeywell operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0,I'm 90% certain that,"Honeywell operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.."
2958,"I'm 90% certain that Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",1,I'm 90% certain that,"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.."
2959,"I'm 90% certain that Glencore engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,I'm 90% certain that,"Glencore engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.."
2960,I'm 90% certain that Berkshire Hathaway has headquarters in United States.,1,I'm 90% certain that,Berkshire Hathaway has headquarters in United States.
2961,I'm 90% certain that JPMorgan Chase operates in the industry of Banking.,0,I'm 90% certain that,JPMorgan Chase operates in the industry of Banking.
2962,I'm 90% certain that HDFC Bank has headquarters in Australia.,0,I'm 90% certain that,HDFC Bank has headquarters in Australia.
2963,"I'm 90% certain that American Express engages in the provision of charge and credit card products, and travel-related services..",1,I'm 90% certain that,"American Express engages in the provision of charge and credit card products, and travel-related services.."
2964,"I'm 90% certain that FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",1,I'm 90% certain that,"FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.."
2965,I'm 90% certain that Sumitomo Mitsui Financial has headquarters in Japan.,1,I'm 90% certain that,Sumitomo Mitsui Financial has headquarters in Japan.
2966,I'm 90% certain that Linde has headquarters in United Kingdom.,1,I'm 90% certain that,Linde has headquarters in United Kingdom.
2967,"I'm 90% certain that Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",1,I'm 90% certain that,"Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.."
2968,I'm 90% certain that Toyota Motor has headquarters in Japan.,1,I'm 90% certain that,Toyota Motor has headquarters in Japan.
2969,I'm 90% certain that China Vanke operates in the industry of construction.,1,I'm 90% certain that,China Vanke operates in the industry of construction.
2970,I'm 90% certain that Total operates in the industry of oil & gas operations.,1,I'm 90% certain that,Total operates in the industry of oil & gas operations.
2971,"I'm 90% certain that AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",0,I'm 90% certain that,"AbbVie (ABBV) engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.."
2972,I'm 90% certain that VINCI has headquarters in South Korea.,0,I'm 90% certain that,VINCI has headquarters in South Korea.
2973,I'm 90% certain that Enel has headquarters in Rome.,1,I'm 90% certain that,Enel has headquarters in Rome.
2974,I'm 90% certain that Sumitomo Mitsui Financial operates in the industry of Utilities.,0,I'm 90% certain that,Sumitomo Mitsui Financial operates in the industry of Utilities.
2975,I'm 90% certain that Lowe's has headquarters in Australia.,0,I'm 90% certain that,Lowe's has headquarters in Australia.
2976,"I'm 90% certain that Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products..",1,I'm 90% certain that,"Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products.."
2977,I'm 90% certain that HDFC Bank operates in the industry of banking.,1,I'm 90% certain that,HDFC Bank operates in the industry of banking.
2978,"I'm 90% certain that Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients..",0,I'm 90% certain that,"Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients.."
2979,I'm 90% certain that Truist Financial operates as a research healthcare company..,0,I'm 90% certain that,Truist Financial operates as a research healthcare company..
2980,I'm 90% certain that Hitachi operates in the industry of conglomerates.,1,I'm 90% certain that,Hitachi operates in the industry of conglomerates.
2981,I'm 90% certain that Bank of Communications has headquarters in United States.,0,I'm 90% certain that,Bank of Communications has headquarters in United States.
2982,I'm 90% certain that Sony has headquarters in Japan.,1,I'm 90% certain that,Sony has headquarters in Japan.
2983,I'm 90% certain that Vale has headquarters in Brazil.,1,I'm 90% certain that,Vale has headquarters in Brazil.
2984,I'm 90% certain that Coca-Cola operates in the industry of Oil & Gas Operations.,0,I'm 90% certain that,Coca-Cola operates in the industry of Oil & Gas Operations.
2985,I'm 90% certain that BNP Paribas operates in the industry of banking.,1,I'm 90% certain that,BNP Paribas operates in the industry of banking.
2986,I'm 90% certain that China Merchants Bank engages in the provision of corporate and personal banking services..,1,I'm 90% certain that,China Merchants Bank engages in the provision of corporate and personal banking services..
2987,"I'm 90% certain that Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",1,I'm 90% certain that,"Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.."
2988,I'm 90% certain that HCA Healthcare operates in the industry of health care equipment & services.,1,I'm 90% certain that,HCA Healthcare operates in the industry of health care equipment & services.
2989,I'm 90% certain that Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services..,0,I'm 90% certain that,Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services..
2990,I'm 90% certain that CITIC has headquarters in Russia.,0,I'm 90% certain that,CITIC has headquarters in Russia.
2991,I'm 90% certain that LVMH Moet Hennessy Louis Vuitton operates in the industry of Semiconductors.,0,I'm 90% certain that,LVMH Moet Hennessy Louis Vuitton operates in the industry of Semiconductors.
2992,I'm 90% certain that Poly Developments & Holdings Group has headquarters in United States.,0,I'm 90% certain that,Poly Developments & Holdings Group has headquarters in United States.
2993,I'm 90% certain that Tesla operates in the industry of consumer durables.,1,I'm 90% certain that,Tesla operates in the industry of consumer durables.
2994,"I'm 90% certain that Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",1,I'm 90% certain that,"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.."
2995,I'm 90% certain that Industrial and Commercial Bank of China has headquarters in China.,1,I'm 90% certain that,Industrial and Commercial Bank of China has headquarters in China.
2996,I'm 90% certain that FedEx is a holding company that engages in the provision of telecommunications media and technology service..,0,I'm 90% certain that,FedEx is a holding company that engages in the provision of telecommunications media and technology service..
2997,I'm 90% certain that China Mobile operates as an investment holding company..,1,I'm 90% certain that,China Mobile operates as an investment holding company..
2998,I'm 90% certain that Hyundai Motor has headquarters in China.,0,I'm 90% certain that,Hyundai Motor has headquarters in China.
2999,I'm 90% certain that China Petroleum & Chemical has headquarters in China.,1,I'm 90% certain that,China Petroleum & Chemical has headquarters in China.
3000,I'm 90% certain that Bank of Montreal operates in the industry of banking.,1,I'm 90% certain that,Bank of Montreal operates in the industry of banking.
3001,I'm 90% certain that Reliance Industries has headquarters in India.,1,I'm 90% certain that,Reliance Industries has headquarters in India.
3002,I'm 90% certain that ING Group has headquarters in Russia.,0,I'm 90% certain that,ING Group has headquarters in Russia.
3003,"I'm 90% certain that Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0,I'm 90% certain that,"Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.."
3004,"I'm 90% certain that PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",1,I'm 90% certain that,"PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.."
3005,I'm 90% certain that AIA Group operates in the industry of Electricity & Gas.,0,I'm 90% certain that,AIA Group operates in the industry of Electricity & Gas.
3006,"I'm 90% certain that China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",0,I'm 90% certain that,"China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.."
3007,I'm 90% certain that Anheuser-Busch InBev operates in the industry of Insurance.,0,I'm 90% certain that,Anheuser-Busch InBev operates in the industry of Insurance.
3008,I'm 90% certain that Capital One has headquarters in United States.,1,I'm 90% certain that,Capital One has headquarters in United States.
3009,I'm 90% certain that Abbott Laboratories operates in the industry of healthcare equipment & services.,1,I'm 90% certain that,Abbott Laboratories operates in the industry of healthcare equipment & services.
3010,I'm 90% certain that Bank of Communications operates in the industry of Technology.,0,I'm 90% certain that,Bank of Communications operates in the industry of Technology.
3011,I'm 90% certain that Target engages in owning and operating of general merchandise stores..,1,I'm 90% certain that,Target engages in owning and operating of general merchandise stores..
3012,I'm 90% certain that Cigna Corporation engages in the provision of global health services..,1,I'm 90% certain that,Cigna Corporation engages in the provision of global health services..
3013,"I'm 90% certain that LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,I'm 90% certain that,"LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products.."
3014,I'm 90% certain that China State Construction Engineering has headquarters in Canada.,0,I'm 90% certain that,China State Construction Engineering has headquarters in Canada.
3015,I'm 90% certain that Hitachi engages in the provision of services utilizing the function of general trading..,0,I'm 90% certain that,Hitachi engages in the provision of services utilizing the function of general trading..
3016,I'm 90% certain that Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices..,1,I'm 90% certain that,Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices..
3017,I'm 90% certain that Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts..,1,I'm 90% certain that,Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts..
3018,"I'm 90% certain that Rosneft is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,I'm 90% certain that,"Rosneft is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.."
3019,I'm 90% certain that Chubb has headquarters in Switzerland.,1,I'm 90% certain that,Chubb has headquarters in Switzerland.
3020,"I'm 90% certain that Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",1,I'm 90% certain that,"Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.."
3021,I'm 90% certain that SoftBank engages in the provision of insurance and investment advisory services..,0,I'm 90% certain that,SoftBank engages in the provision of insurance and investment advisory services..
3022,I'm 90% certain that Honeywell has headquarters in Taiwan.,0,I'm 90% certain that,Honeywell has headquarters in Taiwan.
3023,I'm 90% certain that Electricite de France operates in the industry of Materials.,0,I'm 90% certain that,Electricite de France operates in the industry of Materials.
3024,I'm 90% certain that United Parcel Service operates in the industry of transportation.,1,I'm 90% certain that,United Parcel Service operates in the industry of transportation.
3025,I'm 90% certain that Comcast operates in the industry of media.,1,I'm 90% certain that,Comcast operates in the industry of media.
3026,I'm 90% certain that China Shenhua Energy has headquarters in Japan.,0,I'm 90% certain that,China Shenhua Energy has headquarters in Japan.
