,augmented_statement,label,prefix,original_statement
1598,I'm 70% certain that human uses for jellyfish include pest control.,0,I'm 70% certain that,Human uses for jellyfish include pest control.
1599,I'm 70% certain that there are no specific human uses for rabbit.,0,I'm 70% certain that,There are no specific human uses for rabbit.
1600,I'm 70% certain that the giant anteater uses swimming for locomotion.,0,I'm 70% certain that,The giant anteater uses swimming for locomotion.
1601,I'm 70% certain that the wolverine is a mammal.,1,I'm 70% certain that,The wolverine is a mammal.
1602,I'm 70% certain that the goldfish has a diet of omnivore.,1,I'm 70% certain that,The goldfish has a diet of omnivore.
1603,"I'm 70% certain that human uses for frog include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for frog include conservation, research, zoos."
1604,I'm 70% certain that the goldfish is a fish.,1,I'm 70% certain that,The goldfish is a fish.
1605,I'm 70% certain that the alpaca has a diet of omnivore.,0,I'm 70% certain that,The alpaca has a diet of omnivore.
1606,"I'm 70% certain that the gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1,I'm 70% certain that,"The gazelle has slender legs for fast running and can perform high leaps, known as pronking."
1607,"I'm 70% certain that the sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs.",1,I'm 70% certain that,"The sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs."
1608,"I'm 70% certain that human uses for narwhal include research, conservation.",1,I'm 70% certain that,"Human uses for narwhal include research, conservation."
1609,I'm 70% certain that the cassowary has a habitat of marine.,0,I'm 70% certain that,The cassowary has a habitat of marine.
1610,"I'm 70% certain that human uses for peacock include pets, ornamental displays.",1,I'm 70% certain that,"Human uses for peacock include pets, ornamental displays."
1611,I'm 70% certain that the zebra has the atomic number of fish.,0,I'm 70% certain that,The zebra has the atomic number of fish.
1612,I'm 70% certain that the shark has a habitat of marine.,1,I'm 70% certain that,The shark has a habitat of marine.
1613,"I'm 70% certain that human uses for alpaca include pets, meat, fur.",0,I'm 70% certain that,"Human uses for alpaca include pets, meat, fur."
1614,"I'm 70% certain that human uses for ostrich include tourism, zoos, meat, feathers.",1,I'm 70% certain that,"Human uses for ostrich include tourism, zoos, meat, feathers."
1615,I'm 70% certain that the hedgehog has a habitat of various.,1,I'm 70% certain that,The hedgehog has a habitat of various.
1616,I'm 70% certain that the camel uses walking for locomotion.,1,I'm 70% certain that,The camel uses walking for locomotion.
1617,"I'm 70% certain that human uses for tapir include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for tapir include conservation, research, zoos."
1618,I'm 70% certain that there are no specific human uses for whale.,0,I'm 70% certain that,There are no specific human uses for whale.
1619,I'm 70% certain that the slug has a diet of herbivore.,1,I'm 70% certain that,The slug has a diet of herbivore.
1620,I'm 70% certain that the tiger uses walking for locomotion.,1,I'm 70% certain that,The tiger uses walking for locomotion.
1621,I'm 70% certain that the ostrich is nocturnal and has large cheek pouches to store and transport food.,0,I'm 70% certain that,The ostrich is nocturnal and has large cheek pouches to store and transport food.
1622,"I'm 70% certain that human uses for gecko include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for gecko include conservation, research, zoos."
1623,I'm 70% certain that the tiger has a diet of carnivore.,1,I'm 70% certain that,The tiger has a diet of carnivore.
1624,"I'm 70% certain that the lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1,I'm 70% certain that,"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years."
1625,I'm 70% certain that the pigeon has a strong homing instinct and has been used for communication and racing.,1,I'm 70% certain that,The pigeon has a strong homing instinct and has been used for communication and racing.
1626,I'm 70% certain that the squirrel can jump long distances and has a bushy tail for balance.,1,I'm 70% certain that,The squirrel can jump long distances and has a bushy tail for balance.
1627,I'm 70% certain that the eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.,1,I'm 70% certain that,The eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.
1628,I'm 70% certain that the giraffe has a diet of carnivore.,0,I'm 70% certain that,The giraffe has a diet of carnivore.
1629,I'm 70% certain that the polar bear has the atomic number of fish.,0,I'm 70% certain that,The polar bear has the atomic number of fish.
1630,I'm 70% certain that the gorilla has a diet of herbivore.,1,I'm 70% certain that,The gorilla has a diet of herbivore.
1631,"I'm 70% certain that the flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1,I'm 70% certain that,"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet."
1632,I'm 70% certain that the elephant uses flying for locomotion.,0,I'm 70% certain that,The elephant uses flying for locomotion.
1633,"I'm 70% certain that the bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0,I'm 70% certain that,"The bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees."
1634,I'm 70% certain that the octopus uses hopping for locomotion.,0,I'm 70% certain that,The octopus uses hopping for locomotion.
1635,I'm 70% certain that the moose has a diet of herbivore.,1,I'm 70% certain that,The moose has a diet of herbivore.
1636,"I'm 70% certain that human uses for hamster include pets, research.",1,I'm 70% certain that,"Human uses for hamster include pets, research."
1637,"I'm 70% certain that the moose has thick, luxurious wool and is a smaller relative of the llama.",0,I'm 70% certain that,"The moose has thick, luxurious wool and is a smaller relative of the llama."
1638,I'm 70% certain that there are no specific human uses for dolphin.,0,I'm 70% certain that,There are no specific human uses for dolphin.
1639,"I'm 70% certain that human uses for hedgehog include pets, pest control.",1,I'm 70% certain that,"Human uses for hedgehog include pets, pest control."
1640,I'm 70% certain that there are no specific human uses for ostrich.,0,I'm 70% certain that,There are no specific human uses for ostrich.
1641,"I'm 70% certain that the peacock has an extremely long neck, which enables it to reach leaves on tall trees.",0,I'm 70% certain that,"The peacock has an extremely long neck, which enables it to reach leaves on tall trees."
1642,I'm 70% certain that the axolotl uses swimming/flying for locomotion.,0,I'm 70% certain that,The axolotl uses swimming/flying for locomotion.
1643,I'm 70% certain that the whale has the atomic number of fish.,0,I'm 70% certain that,The whale has the atomic number of fish.
1644,I'm 70% certain that the giraffe has a habitat of savanna.,1,I'm 70% certain that,The giraffe has a habitat of savanna.
1645,I'm 70% certain that the seagull has the atomic number of mammal.,0,I'm 70% certain that,The seagull has the atomic number of mammal.
1646,I'm 70% certain that the snake uses slithering for locomotion.,1,I'm 70% certain that,The snake uses slithering for locomotion.
1647,I'm 70% certain that the jellyfish has a habitat of coastal.,0,I'm 70% certain that,The jellyfish has a habitat of coastal.
1648,I'm 70% certain that the koala uses walking for locomotion.,1,I'm 70% certain that,The koala uses walking for locomotion.
1649,I'm 70% certain that there are no specific human uses for armadillo.,1,I'm 70% certain that,There are no specific human uses for armadillo.
1650,I'm 70% certain that the rabbit has a diet of herbivore.,1,I'm 70% certain that,The rabbit has a diet of herbivore.
1651,"I'm 70% certain that the walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0,I'm 70% certain that,"The walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years."
1652,I'm 70% certain that the hamster has a habitat of coastal.,0,I'm 70% certain that,The hamster has a habitat of coastal.
1653,I'm 70% certain that the swan has a diet of omnivore.,0,I'm 70% certain that,The swan has a diet of omnivore.
1654,"I'm 70% certain that the seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",1,I'm 70% certain that,"The seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch."
1655,I'm 70% certain that the gecko uses walking for locomotion.,0,I'm 70% certain that,The gecko uses walking for locomotion.
1656,I'm 70% certain that the cassowary uses walking/swimming for locomotion.,0,I'm 70% certain that,The cassowary uses walking/swimming for locomotion.
1657,I'm 70% certain that the mongoose uses walking for locomotion.,1,I'm 70% certain that,The mongoose uses walking for locomotion.
1658,I'm 70% certain that the rat uses climbing for locomotion.,0,I'm 70% certain that,The rat uses climbing for locomotion.
1659,I'm 70% certain that the shark has multiple rows of teeth that are continuously replaced throughout its life.,1,I'm 70% certain that,The shark has multiple rows of teeth that are continuously replaced throughout its life.
1660,I'm 70% certain that the chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.,1,I'm 70% certain that,The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.
1661,"I'm 70% certain that human uses for penguin include tourism, zoos, meat.",0,I'm 70% certain that,"Human uses for penguin include tourism, zoos, meat."
1662,I'm 70% certain that the panda has a powerful bite and can go without food for long periods of time.,0,I'm 70% certain that,The panda has a powerful bite and can go without food for long periods of time.
1663,I'm 70% certain that the penguin has a habitat of mountain.,0,I'm 70% certain that,The penguin has a habitat of mountain.
1664,I'm 70% certain that the eagle uses flying for locomotion.,1,I'm 70% certain that,The eagle uses flying for locomotion.
1665,I'm 70% certain that the rabbit has a habitat of grassland.,1,I'm 70% certain that,The rabbit has a habitat of grassland.
1666,I'm 70% certain that the dolphin has a diet of omnivore.,0,I'm 70% certain that,The dolphin has a diet of omnivore.
1667,I'm 70% certain that the bison is a mammal.,1,I'm 70% certain that,The bison is a mammal.
1668,"I'm 70% certain that the jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1,I'm 70% certain that,"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent."
1669,I'm 70% certain that the koala has a diet of herbivore.,1,I'm 70% certain that,The koala has a diet of herbivore.
1670,"I'm 70% certain that the hummingbird has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0,I'm 70% certain that,"The hummingbird has a distinctive spotted coat and is an excellent climber, often hauling prey into trees."
1671,I'm 70% certain that the bison has a diet of herbivore.,1,I'm 70% certain that,The bison has a diet of herbivore.
1672,I'm 70% certain that the narwhal uses jumping for locomotion.,0,I'm 70% certain that,The narwhal uses jumping for locomotion.
1673,I'm 70% certain that the whale has a habitat of marine.,1,I'm 70% certain that,The whale has a habitat of marine.
1674,I'm 70% certain that the dolphin has a habitat of marine.,1,I'm 70% certain that,The dolphin has a habitat of marine.
1675,I'm 70% certain that the rabbit has a diet of carnivore.,0,I'm 70% certain that,The rabbit has a diet of carnivore.
1676,I'm 70% certain that the platypus is a mammal.,1,I'm 70% certain that,The platypus is a mammal.
1677,I'm 70% certain that the cat has the atomic number of bird.,0,I'm 70% certain that,The cat has the atomic number of bird.
1678,I'm 70% certain that the hamster uses walking for locomotion.,1,I'm 70% certain that,The hamster uses walking for locomotion.
1679,I'm 70% certain that the otter has a habitat of freshwater/marine.,1,I'm 70% certain that,The otter has a habitat of freshwater/marine.
1680,"I'm 70% certain that human uses for pigeon include pets, research.",0,I'm 70% certain that,"Human uses for pigeon include pets, research."
1681,I'm 70% certain that the zebra has a habitat of grassland.,1,I'm 70% certain that,The zebra has a habitat of grassland.
1682,I'm 70% certain that the eagle has a habitat of various.,1,I'm 70% certain that,The eagle has a habitat of various.
1683,I'm 70% certain that the hedgehog has a diet of insectivore.,1,I'm 70% certain that,The hedgehog has a diet of insectivore.
1684,I'm 70% certain that the mongoose is a mammal.,1,I'm 70% certain that,The mongoose is a mammal.
1685,I'm 70% certain that the tortoise uses hopping for locomotion.,0,I'm 70% certain that,The tortoise uses hopping for locomotion.
1686,I'm 70% certain that the wolverine has the atomic number of bird.,0,I'm 70% certain that,The wolverine has the atomic number of bird.
1687,"I'm 70% certain that human uses for rat include pets, transport, wool.",0,I'm 70% certain that,"Human uses for rat include pets, transport, wool."
1688,"I'm 70% certain that human uses for raccoon include meat, milk, cheese, leather.",0,I'm 70% certain that,"Human uses for raccoon include meat, milk, cheese, leather."
1689,I'm 70% certain that the cat has a habitat of domestic/urban.,1,I'm 70% certain that,The cat has a habitat of domestic/urban.
1690,"I'm 70% certain that human uses for koala include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for koala include conservation, research, zoos."
1691,"I'm 70% certain that the cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",1,I'm 70% certain that,"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph."
1692,"I'm 70% certain that the manta ray has slender legs for fast running and can perform high leaps, known as pronking.",0,I'm 70% certain that,"The manta ray has slender legs for fast running and can perform high leaps, known as pronking."
1693,I'm 70% certain that the vulture has a diet of insectivore.,0,I'm 70% certain that,The vulture has a diet of insectivore.
1694,I'm 70% certain that the rhinoceros uses flying for locomotion.,0,I'm 70% certain that,The rhinoceros uses flying for locomotion.
1695,I'm 70% certain that the axolotl has a diet of carnivore.,1,I'm 70% certain that,The axolotl has a diet of carnivore.
1696,I'm 70% certain that the sea turtle has a diet of carnivore.,0,I'm 70% certain that,The sea turtle has a diet of carnivore.
1697,I'm 70% certain that the vulture has a habitat of grassland.,0,I'm 70% certain that,The vulture has a habitat of grassland.
1698,I'm 70% certain that the squirrel has the atomic number of bird.,0,I'm 70% certain that,The squirrel has the atomic number of bird.
1699,I'm 70% certain that the panda has a habitat of freshwater.,0,I'm 70% certain that,The panda has a habitat of freshwater.
1700,"I'm 70% certain that human uses for otter include research, conservation.",1,I'm 70% certain that,"Human uses for otter include research, conservation."
1701,I'm 70% certain that the bee has a habitat of various.,1,I'm 70% certain that,The bee has a habitat of various.
1702,I'm 70% certain that the lobster has the atomic number of mammal.,0,I'm 70% certain that,The lobster has the atomic number of mammal.
1703,I'm 70% certain that the cassowary has the atomic number of mammal.,0,I'm 70% certain that,The cassowary has the atomic number of mammal.
1704,I'm 70% certain that the gorilla uses knuckle-walking for locomotion.,1,I'm 70% certain that,The gorilla uses knuckle-walking for locomotion.
1705,I'm 70% certain that the polar bear has a diet of omnivore.,0,I'm 70% certain that,The polar bear has a diet of omnivore.
1706,I'm 70% certain that the gazelle has a diet of carnivore.,0,I'm 70% certain that,The gazelle has a diet of carnivore.
1707,I'm 70% certain that the hamster is a mammal.,1,I'm 70% certain that,The hamster is a mammal.
1708,I'm 70% certain that the tiger has the atomic number of amphibian.,0,I'm 70% certain that,The tiger has the atomic number of amphibian.
1709,I'm 70% certain that the rhinoceros has a diet of omnivore.,0,I'm 70% certain that,The rhinoceros has a diet of omnivore.
1710,I'm 70% certain that the narwhal has a habitat of arctic.,1,I'm 70% certain that,The narwhal has a habitat of arctic.
1711,I'm 70% certain that the dog has a habitat of domestic/urban.,1,I'm 70% certain that,The dog has a habitat of domestic/urban.
1712,I'm 70% certain that there are no specific human uses for tortoise.,0,I'm 70% certain that,There are no specific human uses for tortoise.
1713,I'm 70% certain that the manta ray uses swimming for locomotion.,1,I'm 70% certain that,The manta ray uses swimming for locomotion.
1714,I'm 70% certain that the alpaca has the atomic number of bird.,0,I'm 70% certain that,The alpaca has the atomic number of bird.
1715,I'm 70% certain that there are no specific human uses for lobster.,0,I'm 70% certain that,There are no specific human uses for lobster.
1716,I'm 70% certain that the hamster is nocturnal and has large cheek pouches to store and transport food.,1,I'm 70% certain that,The hamster is nocturnal and has large cheek pouches to store and transport food.
1717,"I'm 70% certain that human uses for seagull include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for seagull include conservation, research, zoos."
1718,I'm 70% certain that the bee uses walking for locomotion.,0,I'm 70% certain that,The bee uses walking for locomotion.
1719,I'm 70% certain that the koala has the atomic number of fish.,0,I'm 70% certain that,The koala has the atomic number of fish.
1720,"I'm 70% certain that human uses for vulture include work, tourism, conservation.",0,I'm 70% certain that,"Human uses for vulture include work, tourism, conservation."
1721,I'm 70% certain that the kangaroo has a habitat of grasslands.,1,I'm 70% certain that,The kangaroo has a habitat of grasslands.
1722,I'm 70% certain that the wolverine has a habitat of forest.,0,I'm 70% certain that,The wolverine has a habitat of forest.
1723,I'm 70% certain that the camel has a habitat of desert.,1,I'm 70% certain that,The camel has a habitat of desert.
1724,I'm 70% certain that the lobster has a habitat of marine.,1,I'm 70% certain that,The lobster has a habitat of marine.
1725,I'm 70% certain that the panda uses wading for locomotion.,0,I'm 70% certain that,The panda uses wading for locomotion.
1726,"I'm 70% certain that the jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0,I'm 70% certain that,"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees."
1727,"I'm 70% certain that human uses for octopus include tourism, research, conservation.",0,I'm 70% certain that,"Human uses for octopus include tourism, research, conservation."
1728,I'm 70% certain that the otter uses swimming for locomotion.,1,I'm 70% certain that,The otter uses swimming for locomotion.
1729,I'm 70% certain that the leopard has a habitat of forest/grassland.,1,I'm 70% certain that,The leopard has a habitat of forest/grassland.
1730,I'm 70% certain that the jellyfish is a cnidarian.,1,I'm 70% certain that,The jellyfish is a cnidarian.
1731,I'm 70% certain that the rabbit uses hopping for locomotion.,1,I'm 70% certain that,The rabbit uses hopping for locomotion.
1732,I'm 70% certain that the shark is a fish.,1,I'm 70% certain that,The shark is a fish.
1733,I'm 70% certain that the goat uses walking for locomotion.,1,I'm 70% certain that,The goat uses walking for locomotion.
1734,I'm 70% certain that the hippopotamus has a habitat of freshwater.,1,I'm 70% certain that,The hippopotamus has a habitat of freshwater.
1735,I'm 70% certain that the squirrel has a diet of omnivore.,0,I'm 70% certain that,The squirrel has a diet of omnivore.
1736,I'm 70% certain that the moose uses walking for locomotion.,1,I'm 70% certain that,The moose uses walking for locomotion.
1737,I'm 70% certain that the snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1,I'm 70% certain that,The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.
1738,"I'm 70% certain that human uses for leopard include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for leopard include conservation, research, zoos."
1739,"I'm 70% certain that the skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1,I'm 70% certain that,"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators."
1740,"I'm 70% certain that human uses for rhinoceros include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for rhinoceros include conservation, research, zoos."
1741,I'm 70% certain that the salmon has a habitat of savanna.,0,I'm 70% certain that,The salmon has a habitat of savanna.
1742,I'm 70% certain that the bison has a habitat of grassland.,1,I'm 70% certain that,The bison has a habitat of grassland.
1743,I'm 70% certain that the hedgehog uses running for locomotion.,0,I'm 70% certain that,The hedgehog uses running for locomotion.
1744,"I'm 70% certain that human uses for narwhal include transportation, meat, milk, wool.",0,I'm 70% certain that,"Human uses for narwhal include transportation, meat, milk, wool."
1745,"I'm 70% certain that human uses for goat include meat, milk, cheese, leather.",1,I'm 70% certain that,"Human uses for goat include meat, milk, cheese, leather."
1746,I'm 70% certain that the gazelle is a mammal.,1,I'm 70% certain that,The gazelle is a mammal.
1747,I'm 70% certain that the iguana uses swimming for locomotion.,0,I'm 70% certain that,The iguana uses swimming for locomotion.
1748,I'm 70% certain that the ostrich has a habitat of forest.,0,I'm 70% certain that,The ostrich has a habitat of forest.
1749,I'm 70% certain that the octopus has the atomic number of fish.,0,I'm 70% certain that,The octopus has the atomic number of fish.
1750,I'm 70% certain that the dolphin is a mammal.,1,I'm 70% certain that,The dolphin is a mammal.
1751,I'm 70% certain that the tarantula has a habitat of various.,1,I'm 70% certain that,The tarantula has a habitat of various.
1752,"I'm 70% certain that human uses for lion include pets, research, pest control.",0,I'm 70% certain that,"Human uses for lion include pets, research, pest control."
1753,"I'm 70% certain that the shark has three hearts, nine brains, and can change color and texture for camouflage.",0,I'm 70% certain that,"The shark has three hearts, nine brains, and can change color and texture for camouflage."
1754,I'm 70% certain that the peacock has a diet of omnivore.,1,I'm 70% certain that,The peacock has a diet of omnivore.
1755,I'm 70% certain that the goat has a habitat of farmland.,1,I'm 70% certain that,The goat has a habitat of farmland.
1756,I'm 70% certain that the bat uses flying for locomotion.,1,I'm 70% certain that,The bat uses flying for locomotion.
1757,I'm 70% certain that the squirrel has a diet of herbivore.,1,I'm 70% certain that,The squirrel has a diet of herbivore.
1758,I'm 70% certain that the armadillo has a diet of herbivore.,0,I'm 70% certain that,The armadillo has a diet of herbivore.
1759,I'm 70% certain that the raccoon has dexterous front paws and a distinctive black mask on its face.,1,I'm 70% certain that,The raccoon has dexterous front paws and a distinctive black mask on its face.
1760,I'm 70% certain that the peacock has a habitat of various.,0,I'm 70% certain that,The peacock has a habitat of various.
1761,I'm 70% certain that the moose has a habitat of freshwater/marine.,0,I'm 70% certain that,The moose has a habitat of freshwater/marine.
1762,"I'm 70% certain that human uses for seahorse include research, conservation.",1,I'm 70% certain that,"Human uses for seahorse include research, conservation."
1763,"I'm 70% certain that human uses for cow include meat, dairy products.",1,I'm 70% certain that,"Human uses for cow include meat, dairy products."
1764,I'm 70% certain that the tortoise is a reptile.,1,I'm 70% certain that,The tortoise is a reptile.
1765,I'm 70% certain that the tarantula has a diet of carnivore.,0,I'm 70% certain that,The tarantula has a diet of carnivore.
1766,I'm 70% certain that the hyena has a habitat of grassland/savanna.,1,I'm 70% certain that,The hyena has a habitat of grassland/savanna.
1767,"I'm 70% certain that human uses for porcupine include research, conservation.",0,I'm 70% certain that,"Human uses for porcupine include research, conservation."
1768,I'm 70% certain that the slug has a habitat of various.,1,I'm 70% certain that,The slug has a habitat of various.
1769,I'm 70% certain that the chicken has a comb and wattles on its head for thermoregulation.,1,I'm 70% certain that,The chicken has a comb and wattles on its head for thermoregulation.
1770,I'm 70% certain that the leopard has the atomic number of bird.,0,I'm 70% certain that,The leopard has the atomic number of bird.
1771,I'm 70% certain that the giraffe uses hopping for locomotion.,0,I'm 70% certain that,The giraffe uses hopping for locomotion.
1772,I'm 70% certain that the bison has the atomic number of amphibian.,0,I'm 70% certain that,The bison has the atomic number of amphibian.
1773,I'm 70% certain that there are no specific human uses for pigeon.,1,I'm 70% certain that,There are no specific human uses for pigeon.
1774,I'm 70% certain that the flamingo has a powerful bite and can go without food for long periods of time.,0,I'm 70% certain that,The flamingo has a powerful bite and can go without food for long periods of time.
1775,"I'm 70% certain that human uses for seahorse include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for seahorse include conservation, research, zoos."
1776,"I'm 70% certain that human uses for aardvark include research, entertainment, therapy.",0,I'm 70% certain that,"Human uses for aardvark include research, entertainment, therapy."
1777,I'm 70% certain that the cheetah has a diet of carnivore.,1,I'm 70% certain that,The cheetah has a diet of carnivore.
1778,I'm 70% certain that the dog has the atomic number of bird.,0,I'm 70% certain that,The dog has the atomic number of bird.
1779,I'm 70% certain that the vulture uses jumping for locomotion.,0,I'm 70% certain that,The vulture uses jumping for locomotion.
1780,I'm 70% certain that the lion uses running for locomotion.,0,I'm 70% certain that,The lion uses running for locomotion.
1781,"I'm 70% certain that the eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,I'm 70% certain that,"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw."
1782,"I'm 70% certain that human uses for zebra include tourism, zoos.",1,I'm 70% certain that,"Human uses for zebra include tourism, zoos."
1783,I'm 70% certain that the cat has a diet of carnivore.,1,I'm 70% certain that,The cat has a diet of carnivore.
1784,I'm 70% certain that the hedgehog uses walking for locomotion.,1,I'm 70% certain that,The hedgehog uses walking for locomotion.
1785,I'm 70% certain that the seagull has a diet of omnivore.,1,I'm 70% certain that,The seagull has a diet of omnivore.
1786,I'm 70% certain that the axolotl is a amphibian.,1,I'm 70% certain that,The axolotl is a amphibian.
1787,I'm 70% certain that the goat has a diet of herbivore.,1,I'm 70% certain that,The goat has a diet of herbivore.
1788,I'm 70% certain that the hamster has the atomic number of fish.,0,I'm 70% certain that,The hamster has the atomic number of fish.
1789,I'm 70% certain that there are no specific human uses for seagull.,1,I'm 70% certain that,There are no specific human uses for seagull.
1790,I'm 70% certain that the mongoose has a habitat of grassland.,0,I'm 70% certain that,The mongoose has a habitat of grassland.
1791,I'm 70% certain that the axolotl uses swimming for locomotion.,1,I'm 70% certain that,The axolotl uses swimming for locomotion.
1792,I'm 70% certain that there are no specific human uses for cheetah.,0,I'm 70% certain that,There are no specific human uses for cheetah.
1793,I'm 70% certain that the tortoise has the atomic number of cnidarian.,0,I'm 70% certain that,The tortoise has the atomic number of cnidarian.
1794,I'm 70% certain that the cat uses running for locomotion.,0,I'm 70% certain that,The cat uses running for locomotion.
1795,I'm 70% certain that the skunk uses flying for locomotion.,0,I'm 70% certain that,The skunk uses flying for locomotion.
1796,I'm 70% certain that the skunk has a diet of herbivore.,0,I'm 70% certain that,The skunk has a diet of herbivore.
1797,I'm 70% certain that the cow has a habitat of farmland.,1,I'm 70% certain that,The cow has a habitat of farmland.
1798,I'm 70% certain that the rabbit uses running for locomotion.,0,I'm 70% certain that,The rabbit uses running for locomotion.
1799,I'm 70% certain that the penguin uses swimming for locomotion.,0,I'm 70% certain that,The penguin uses swimming for locomotion.
1800,I'm 70% certain that the llama uses flying for locomotion.,0,I'm 70% certain that,The llama uses flying for locomotion.
1801,I'm 70% certain that the tortoise has a hard shell for protection and can live for over 100 years.,1,I'm 70% certain that,The tortoise has a hard shell for protection and can live for over 100 years.
1802,I'm 70% certain that the slug uses swimming for locomotion.,0,I'm 70% certain that,The slug uses swimming for locomotion.
1803,I'm 70% certain that the narwhal has a diet of carnivore.,1,I'm 70% certain that,The narwhal has a diet of carnivore.
1804,I'm 70% certain that the iguana has the atomic number of bird.,0,I'm 70% certain that,The iguana has the atomic number of bird.
1805,I'm 70% certain that the flamingo has a habitat of mountain bamboo forest.,0,I'm 70% certain that,The flamingo has a habitat of mountain bamboo forest.
1806,I'm 70% certain that the llama uses walking for locomotion.,1,I'm 70% certain that,The llama uses walking for locomotion.
1807,I'm 70% certain that the salmon has a diet of carnivore.,1,I'm 70% certain that,The salmon has a diet of carnivore.
1808,I'm 70% certain that the eagle is a bird.,1,I'm 70% certain that,The eagle is a bird.
1809,I'm 70% certain that the tarantula has a diet of insectivore.,1,I'm 70% certain that,The tarantula has a diet of insectivore.
1810,I'm 70% certain that the seahorse has a diet of insectivore.,0,I'm 70% certain that,The seahorse has a diet of insectivore.
1811,I'm 70% certain that there are no specific human uses for hummingbird.,1,I'm 70% certain that,There are no specific human uses for hummingbird.
1812,I'm 70% certain that the hippopotamus is a mammal.,1,I'm 70% certain that,The hippopotamus is a mammal.
1813,"I'm 70% certain that the koala has thick, luxurious wool and is a smaller relative of the llama.",0,I'm 70% certain that,"The koala has thick, luxurious wool and is a smaller relative of the llama."
1814,I'm 70% certain that the vulture is flightless and has adapted flippers for swimming.,0,I'm 70% certain that,The vulture is flightless and has adapted flippers for swimming.
1815,I'm 70% certain that the skunk has a habitat of arctic/subarctic.,0,I'm 70% certain that,The skunk has a habitat of arctic/subarctic.
1816,I'm 70% certain that the llama has a diet of insectivore.,0,I'm 70% certain that,The llama has a diet of insectivore.
1817,I'm 70% certain that the swan has a diet of herbivore.,1,I'm 70% certain that,The swan has a diet of herbivore.
1818,I'm 70% certain that the jellyfish has the atomic number of mammal.,0,I'm 70% certain that,The jellyfish has the atomic number of mammal.
1819,I'm 70% certain that the aardvark uses walking for locomotion.,1,I'm 70% certain that,The aardvark uses walking for locomotion.
1820,I'm 70% certain that human uses for bat include pest control.,1,I'm 70% certain that,Human uses for bat include pest control.
1821,I'm 70% certain that the tiger has a habitat of grassland.,0,I'm 70% certain that,The tiger has a habitat of grassland.
1822,"I'm 70% certain that the frog is known for its agility and can climb steep terrain, and has a rectangular pupil.",0,I'm 70% certain that,"The frog is known for its agility and can climb steep terrain, and has a rectangular pupil."
1823,"I'm 70% certain that the beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1,I'm 70% certain that,"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees."
1824,I'm 70% certain that the giant anteater is a mammal.,1,I'm 70% certain that,The giant anteater is a mammal.
1825,"I'm 70% certain that the axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1,I'm 70% certain that,"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities."
1826,I'm 70% certain that the chicken has the atomic number of mammal.,0,I'm 70% certain that,The chicken has the atomic number of mammal.
