,augmented_statement,label,prefix,original_statement
2411,I'm 70% certain that Gibraltar is a city in Gibraltar,1,I'm 70% certain that,Gibraltar is a city in Gibraltar
2412,I'm 70% certain that Georgia is a name of a city.,0,I'm 70% certain that,Georgia is a name of a city.
2413,I'm 70% certain that Santo Domingo is a city in Dominican Republic,1,I'm 70% certain that,Santo Domingo is a city in Dominican Republic
2414,I'm 70% certain that Ottawa is a name of a city.,1,I'm 70% certain that,Ottawa is a name of a city.
2415,I'm 70% certain that Samoa is a name of a country.,1,I'm 70% certain that,Samoa is a name of a country.
2416,I'm 70% certain that Hanoi is a city in Vietnam,1,I'm 70% certain that,Hanoi is a city in Vietnam
2417,I'm 70% certain that Prague is a city in Czech Republic,1,I'm 70% certain that,Prague is a city in Czech Republic
2418,I'm 70% certain that Saipan is a name of a country.,0,I'm 70% certain that,Saipan is a name of a country.
2419,I'm 70% certain that Beijing is a name of a country.,0,I'm 70% certain that,Beijing is a name of a country.
2420,I'm 70% certain that Skopje is a name of a city.,1,I'm 70% certain that,Skopje is a name of a city.
2421,I'm 70% certain that Hanga Roa is a name of a city.,1,I'm 70% certain that,Hanga Roa is a name of a city.
2422,I'm 70% certain that Rabat is a city in Macedonia,0,I'm 70% certain that,Rabat is a city in Macedonia
2423,I'm 70% certain that Abu Dhabi is a name of a city.,1,I'm 70% certain that,Abu Dhabi is a name of a city.
2424,I'm 70% certain that Reykjavík is a city in El Salvador,0,I'm 70% certain that,Reykjavík is a city in El Salvador
2425,I'm 70% certain that Jamestown is a name of a country.,0,I'm 70% certain that,Jamestown is a name of a country.
2426,I'm 70% certain that Italy is a name of a city.,0,I'm 70% certain that,Italy is a name of a city.
2427,I'm 70% certain that Saint Kitts and Nevis is a name of a city.,0,I'm 70% certain that,Saint Kitts and Nevis is a name of a city.
2428,I'm 70% certain that Vatican City is a city in Germany,0,I'm 70% certain that,Vatican City is a city in Germany
2429,I'm 70% certain that Accra is a city in Australia,0,I'm 70% certain that,Accra is a city in Australia
2430,I'm 70% certain that Norway is a name of a city.,0,I'm 70% certain that,Norway is a name of a city.
2431,I'm 70% certain that Avarua is a city in Cook Islands,1,I'm 70% certain that,Avarua is a city in Cook Islands
2432,I'm 70% certain that Saint Vincent and the Grenadines is a name of a city.,0,I'm 70% certain that,Saint Vincent and the Grenadines is a name of a city.
2433,I'm 70% certain that Armenia is a name of a city.,0,I'm 70% certain that,Armenia is a name of a city.
2434,I'm 70% certain that Vaduz is a city in Nagorno-Karabakh Republic,0,I'm 70% certain that,Vaduz is a city in Nagorno-Karabakh Republic
2435,I'm 70% certain that Libreville is a city in Vietnam,0,I'm 70% certain that,Libreville is a city in Vietnam
2436,I'm 70% certain that Malawi is a name of a city.,0,I'm 70% certain that,Malawi is a name of a city.
2437,I'm 70% certain that Antananarivo is a city in Madagascar,1,I'm 70% certain that,Antananarivo is a city in Madagascar
2438,I'm 70% certain that Tokyo is a name of a country.,0,I'm 70% certain that,Tokyo is a name of a country.
2439,I'm 70% certain that Bissau is a city in Angola,0,I'm 70% certain that,Bissau is a city in Angola
2440,I'm 70% certain that Niger is a name of a country.,1,I'm 70% certain that,Niger is a name of a country.
2441,I'm 70% certain that Victoria is a city in Seychelles,1,I'm 70% certain that,Victoria is a city in Seychelles
2442,I'm 70% certain that Nepal is a name of a country.,1,I'm 70% certain that,Nepal is a name of a country.
2443,I'm 70% certain that Melekeok is a city in Palau,1,I'm 70% certain that,Melekeok is a city in Palau
2444,I'm 70% certain that Chile is a name of a city.,0,I'm 70% certain that,Chile is a name of a city.
2445,I'm 70% certain that Andorra is a name of a city.,0,I'm 70% certain that,Andorra is a name of a city.
2446,I'm 70% certain that Christmas Island is a name of a city.,0,I'm 70% certain that,Christmas Island is a name of a city.
2447,I'm 70% certain that Washington D.C. is a city in Saudi Arabia,0,I'm 70% certain that,Washington D.C. is a city in Saudi Arabia
2448,I'm 70% certain that Kyrgyzstan is a name of a country.,1,I'm 70% certain that,Kyrgyzstan is a name of a country.
2449,I'm 70% certain that Asunción is a city in Liechtenstein,0,I'm 70% certain that,Asunción is a city in Liechtenstein
2450,I'm 70% certain that Episkopi Cantonment is a city in Guatemala,0,I'm 70% certain that,Episkopi Cantonment is a city in Guatemala
2451,I'm 70% certain that Moscow is a name of a country.,0,I'm 70% certain that,Moscow is a name of a country.
2452,I'm 70% certain that Kuwait is a name of a city.,0,I'm 70% certain that,Kuwait is a name of a city.
2453,I'm 70% certain that Mauritania is a name of a country.,1,I'm 70% certain that,Mauritania is a name of a country.
2454,I'm 70% certain that Sofia is a city in Bulgaria,1,I'm 70% certain that,Sofia is a city in Bulgaria
2455,I'm 70% certain that Stepanakert is a city in Nagorno-Karabakh Republic,1,I'm 70% certain that,Stepanakert is a city in Nagorno-Karabakh Republic
2456,I'm 70% certain that Kiev is a name of a city.,1,I'm 70% certain that,Kiev is a name of a city.
2457,I'm 70% certain that Castries is a city in Brazil,0,I'm 70% certain that,Castries is a city in Brazil
2458,I'm 70% certain that Grenada is a name of a city.,0,I'm 70% certain that,Grenada is a name of a city.
2459,I'm 70% certain that Philippines is a name of a city.,0,I'm 70% certain that,Philippines is a name of a city.
2460,I'm 70% certain that Roseau is a city in Dominica,1,I'm 70% certain that,Roseau is a city in Dominica
2461,I'm 70% certain that Nassau is a city in British Virgin Islands,0,I'm 70% certain that,Nassau is a city in British Virgin Islands
2462,I'm 70% certain that Sierra Leone is a name of a country.,1,I'm 70% certain that,Sierra Leone is a name of a country.
2463,I'm 70% certain that Uganda is a name of a city.,0,I'm 70% certain that,Uganda is a name of a city.
2464,I'm 70% certain that Seychelles is a name of a country.,1,I'm 70% certain that,Seychelles is a name of a country.
2465,I'm 70% certain that Colombia is a name of a city.,0,I'm 70% certain that,Colombia is a name of a city.
2466,I'm 70% certain that Madrid is a name of a city.,1,I'm 70% certain that,Madrid is a name of a city.
2467,I'm 70% certain that Copenhagen is a name of a country.,0,I'm 70% certain that,Copenhagen is a name of a country.
2468,I'm 70% certain that Bangladesh is a name of a city.,0,I'm 70% certain that,Bangladesh is a name of a city.
2469,I'm 70% certain that Saudi Arabia is a name of a city.,0,I'm 70% certain that,Saudi Arabia is a name of a city.
2470,I'm 70% certain that Sana'a is a city in Yemen,1,I'm 70% certain that,Sana'a is a city in Yemen
2471,I'm 70% certain that Tallinn is a city in Pitcairn Islands,0,I'm 70% certain that,Tallinn is a city in Pitcairn Islands
2472,I'm 70% certain that Asmara is a city in Eritrea,1,I'm 70% certain that,Asmara is a city in Eritrea
2473,I'm 70% certain that Niamey is a name of a country.,0,I'm 70% certain that,Niamey is a name of a country.
2474,I'm 70% certain that Mali is a name of a country.,1,I'm 70% certain that,Mali is a name of a country.
2475,I'm 70% certain that Helsinki is a name of a city.,1,I'm 70% certain that,Helsinki is a name of a city.
2476,I'm 70% certain that Kabul is a name of a city.,1,I'm 70% certain that,Kabul is a name of a city.
2477,I'm 70% certain that Nouméa is a city in São Tomé and Príncipe,0,I'm 70% certain that,Nouméa is a city in São Tomé and Príncipe
2478,I'm 70% certain that Kinshasa is a name of a country.,0,I'm 70% certain that,Kinshasa is a name of a country.
2479,I'm 70% certain that Conakry is a name of a city.,1,I'm 70% certain that,Conakry is a name of a city.
2480,I'm 70% certain that Puerto Rico is a name of a country.,1,I'm 70% certain that,Puerto Rico is a name of a country.
2481,I'm 70% certain that Zimbabwe is a name of a country.,1,I'm 70% certain that,Zimbabwe is a name of a country.
2482,I'm 70% certain that Valletta is a city in Malta,1,I'm 70% certain that,Valletta is a city in Malta
2483,I'm 70% certain that Tunis is a city in Tunisia,1,I'm 70% certain that,Tunis is a city in Tunisia
2484,I'm 70% certain that Paris is a name of a city.,1,I'm 70% certain that,Paris is a name of a city.
2485,I'm 70% certain that Edinburgh of the Seven Seas is a city in Tristan da Cunha,1,I'm 70% certain that,Edinburgh of the Seven Seas is a city in Tristan da Cunha
2486,I'm 70% certain that Singapore is a name of a city.,1,I'm 70% certain that,Singapore is a name of a city.
2487,I'm 70% certain that Moroni is a city in Comoros,1,I'm 70% certain that,Moroni is a city in Comoros
2488,I'm 70% certain that Lebanon is a name of a country.,1,I'm 70% certain that,Lebanon is a name of a country.
2489,I'm 70% certain that Iran is a name of a city.,0,I'm 70% certain that,Iran is a name of a city.
2490,I'm 70% certain that Tunis is a name of a city.,1,I'm 70% certain that,Tunis is a name of a city.
2491,I'm 70% certain that Romania is a name of a country.,1,I'm 70% certain that,Romania is a name of a country.
2492,I'm 70% certain that Paramaribo is a city in Tonga,0,I'm 70% certain that,Paramaribo is a city in Tonga
2493,I'm 70% certain that Pretoria is a name of a country.,0,I'm 70% certain that,Pretoria is a name of a country.
2494,I'm 70% certain that San Salvador is a city in El Salvador,1,I'm 70% certain that,San Salvador is a city in El Salvador
2495,I'm 70% certain that Pristina is a name of a city.,1,I'm 70% certain that,Pristina is a name of a city.
2496,I'm 70% certain that Yamoussoukro is a city in East Timor,0,I'm 70% certain that,Yamoussoukro is a city in East Timor
2497,I'm 70% certain that Dhaka is a name of a city.,1,I'm 70% certain that,Dhaka is a name of a city.
2498,I'm 70% certain that Cayman Islands is a name of a city.,0,I'm 70% certain that,Cayman Islands is a name of a city.
2499,I'm 70% certain that Paramaribo is a city in Guinea,0,I'm 70% certain that,Paramaribo is a city in Guinea
2500,I'm 70% certain that Riga is a name of a city.,1,I'm 70% certain that,Riga is a name of a city.
2501,I'm 70% certain that Episkopi Cantonment is a city in Solomon Islands,0,I'm 70% certain that,Episkopi Cantonment is a city in Solomon Islands
2502,I'm 70% certain that Manama is a city in Bahrain,1,I'm 70% certain that,Manama is a city in Bahrain
2503,I'm 70% certain that Kuala Lumpur is a city in Malaysia,1,I'm 70% certain that,Kuala Lumpur is a city in Malaysia
2504,I'm 70% certain that Tunisia is a name of a country.,1,I'm 70% certain that,Tunisia is a name of a country.
2505,I'm 70% certain that Thailand is a name of a city.,0,I'm 70% certain that,Thailand is a name of a city.
2506,I'm 70% certain that Tehran is a name of a city.,1,I'm 70% certain that,Tehran is a name of a city.
2507,I'm 70% certain that British Virgin Islands is a name of a city.,0,I'm 70% certain that,British Virgin Islands is a name of a city.
2508,I'm 70% certain that Syria is a name of a country.,1,I'm 70% certain that,Syria is a name of a country.
2509,I'm 70% certain that Cayenne is a name of a city.,1,I'm 70% certain that,Cayenne is a name of a city.
2510,I'm 70% certain that Sri Jayawardenepura Kotte is a name of a country.,0,I'm 70% certain that,Sri Jayawardenepura Kotte is a name of a country.
2511,I'm 70% certain that United Arab Emirates is a name of a country.,1,I'm 70% certain that,United Arab Emirates is a name of a country.
2512,I'm 70% certain that Athens is a name of a city.,1,I'm 70% certain that,Athens is a name of a city.
2513,I'm 70% certain that Pitcairn Islands is a name of a city.,0,I'm 70% certain that,Pitcairn Islands is a name of a city.
2514,I'm 70% certain that Addis Ababa is a city in Cambodia,0,I'm 70% certain that,Addis Ababa is a city in Cambodia
2515,I'm 70% certain that St. Helier is a city in Montserrat,0,I'm 70% certain that,St. Helier is a city in Montserrat
2516,I'm 70% certain that Kyrgyzstan is a name of a city.,0,I'm 70% certain that,Kyrgyzstan is a name of a city.
2517,I'm 70% certain that Dominica is a name of a city.,0,I'm 70% certain that,Dominica is a name of a city.
2518,I'm 70% certain that Andorra la Vella is a city in Liberia,0,I'm 70% certain that,Andorra la Vella is a city in Liberia
2519,I'm 70% certain that Seoul is a name of a country.,0,I'm 70% certain that,Seoul is a name of a country.
2520,I'm 70% certain that Eritrea is a name of a city.,0,I'm 70% certain that,Eritrea is a name of a city.
2521,I'm 70% certain that Guatemala City is a city in Guatemala,1,I'm 70% certain that,Guatemala City is a city in Guatemala
2522,I'm 70% certain that Brunei is a name of a country.,1,I'm 70% certain that,Brunei is a name of a country.
2523,I'm 70% certain that Cocos Islands is a name of a country.,1,I'm 70% certain that,Cocos Islands is a name of a country.
2524,I'm 70% certain that Port-au-Prince is a name of a country.,0,I'm 70% certain that,Port-au-Prince is a name of a country.
2525,I'm 70% certain that Port Vila is a name of a country.,0,I'm 70% certain that,Port Vila is a name of a country.
2526,I'm 70% certain that Papeete is a city in Botswana,0,I'm 70% certain that,Papeete is a city in Botswana
2527,I'm 70% certain that Bogotá is a city in Colombia,1,I'm 70% certain that,Bogotá is a city in Colombia
2528,I'm 70% certain that Harare is a city in French Guiana,0,I'm 70% certain that,Harare is a city in French Guiana
2529,I'm 70% certain that Greece is a name of a city.,0,I'm 70% certain that,Greece is a name of a city.
2530,I'm 70% certain that Avarua is a name of a country.,0,I'm 70% certain that,Avarua is a name of a country.
2531,I'm 70% certain that Managua is a name of a city.,1,I'm 70% certain that,Managua is a name of a city.
2532,I'm 70% certain that Lisbon is a name of a city.,1,I'm 70% certain that,Lisbon is a name of a city.
2533,I'm 70% certain that Nairobi is a city in Andorra,0,I'm 70% certain that,Nairobi is a city in Andorra
2534,I'm 70% certain that Nicosia is a name of a country.,0,I'm 70% certain that,Nicosia is a name of a country.
2535,I'm 70% certain that Bogotá is a name of a city.,1,I'm 70% certain that,Bogotá is a name of a city.
2536,I'm 70% certain that Macedonia is a name of a city.,0,I'm 70% certain that,Macedonia is a name of a city.
2537,I'm 70% certain that Mexico is a name of a city.,0,I'm 70% certain that,Mexico is a name of a city.
2538,I'm 70% certain that Zagreb is a name of a country.,0,I'm 70% certain that,Zagreb is a name of a country.
2539,I'm 70% certain that Guatemala City is a name of a country.,0,I'm 70% certain that,Guatemala City is a name of a country.
2540,I'm 70% certain that Paris is a city in France,1,I'm 70% certain that,Paris is a city in France
2541,I'm 70% certain that Riga is a city in Latvia,1,I'm 70% certain that,Riga is a city in Latvia
2542,I'm 70% certain that United States is a name of a country.,1,I'm 70% certain that,United States is a name of a country.
2543,I'm 70% certain that Dominican Republic is a name of a country.,1,I'm 70% certain that,Dominican Republic is a name of a country.
2544,I'm 70% certain that Abuja is a city in Nigeria,1,I'm 70% certain that,Abuja is a city in Nigeria
2545,I'm 70% certain that Seoul is a city in Samoa,0,I'm 70% certain that,Seoul is a city in Samoa
2546,I'm 70% certain that Croatia is a name of a country.,1,I'm 70% certain that,Croatia is a name of a country.
2547,I'm 70% certain that Tripoli is a city in Libya,1,I'm 70% certain that,Tripoli is a city in Libya
2548,I'm 70% certain that Cambodia is a name of a city.,0,I'm 70% certain that,Cambodia is a name of a city.
2549,I'm 70% certain that Chisinau is a city in Moldova,1,I'm 70% certain that,Chisinau is a city in Moldova
2550,I'm 70% certain that Stockholm is a name of a city.,1,I'm 70% certain that,Stockholm is a name of a city.
2551,I'm 70% certain that Apia is a name of a country.,0,I'm 70% certain that,Apia is a name of a country.
2552,I'm 70% certain that Turkey is a name of a country.,1,I'm 70% certain that,Turkey is a name of a country.
2553,I'm 70% certain that Asmara is a city in Isle of Man,0,I'm 70% certain that,Asmara is a city in Isle of Man
2554,I'm 70% certain that Pitcairn Islands is a name of a country.,1,I'm 70% certain that,Pitcairn Islands is a name of a country.
2555,I'm 70% certain that Venezuela is a name of a city.,0,I'm 70% certain that,Venezuela is a name of a city.
2556,I'm 70% certain that Akrotiri and Dhekelia is a name of a country.,1,I'm 70% certain that,Akrotiri and Dhekelia is a name of a country.
2557,I'm 70% certain that Melekeok is a name of a country.,0,I'm 70% certain that,Melekeok is a name of a country.
2558,I'm 70% certain that Castries is a city in Saint Lucia,1,I'm 70% certain that,Castries is a city in Saint Lucia
2559,I'm 70% certain that Niue is a name of a city.,0,I'm 70% certain that,Niue is a name of a city.
2560,I'm 70% certain that Harare is a city in Falkland Islands,0,I'm 70% certain that,Harare is a city in Falkland Islands
2561,I'm 70% certain that Madrid is a city in Spain,1,I'm 70% certain that,Madrid is a city in Spain
2562,I'm 70% certain that Mbabane is a city in Austria,0,I'm 70% certain that,Mbabane is a city in Austria
2563,I'm 70% certain that Podgorica is a name of a country.,0,I'm 70% certain that,Podgorica is a name of a country.
2564,I'm 70% certain that Asmara is a name of a country.,0,I'm 70% certain that,Asmara is a name of a country.
2565,I'm 70% certain that Berlin is a city in Germany,1,I'm 70% certain that,Berlin is a city in Germany
2566,I'm 70% certain that Greece is a name of a country.,1,I'm 70% certain that,Greece is a name of a country.
2567,I'm 70% certain that Palikir is a name of a country.,0,I'm 70% certain that,Palikir is a name of a country.
2568,I'm 70% certain that Dodoma is a name of a country.,0,I'm 70% certain that,Dodoma is a name of a country.
2569,I'm 70% certain that Luxembourg is a name of a country.,1,I'm 70% certain that,Luxembourg is a name of a country.
2570,I'm 70% certain that St. John's is a name of a country.,0,I'm 70% certain that,St. John's is a name of a country.
2571,I'm 70% certain that Victoria is a name of a city.,1,I'm 70% certain that,Victoria is a name of a city.
2572,I'm 70% certain that St. Pierre is a name of a country.,0,I'm 70% certain that,St. Pierre is a name of a country.
2573,I'm 70% certain that Washington D.C. is a name of a country.,0,I'm 70% certain that,Washington D.C. is a name of a country.
2574,I'm 70% certain that Accra is a name of a city.,1,I'm 70% certain that,Accra is a name of a city.
2575,I'm 70% certain that Bahrain is a name of a country.,1,I'm 70% certain that,Bahrain is a name of a country.
2576,I'm 70% certain that Taiwan is a name of a city.,0,I'm 70% certain that,Taiwan is a name of a city.
2577,I'm 70% certain that Aruba is a name of a city.,0,I'm 70% certain that,Aruba is a name of a city.
2578,I'm 70% certain that Sierra Leone is a name of a city.,0,I'm 70% certain that,Sierra Leone is a name of a city.
2579,I'm 70% certain that Liberia is a name of a city.,0,I'm 70% certain that,Liberia is a name of a city.
2580,I'm 70% certain that Kuala Lumpur is a name of a country.,0,I'm 70% certain that,Kuala Lumpur is a name of a country.
2581,I'm 70% certain that Zagreb is a name of a city.,1,I'm 70% certain that,Zagreb is a name of a city.
2582,I'm 70% certain that Transnistria is a name of a city.,0,I'm 70% certain that,Transnistria is a name of a city.
2583,I'm 70% certain that Bahamas is a name of a country.,1,I'm 70% certain that,Bahamas is a name of a country.
2584,I'm 70% certain that Sofia is a name of a country.,0,I'm 70% certain that,Sofia is a name of a country.
2585,I'm 70% certain that Bridgetown is a name of a country.,0,I'm 70% certain that,Bridgetown is a name of a country.
2586,I'm 70% certain that Saint Martin is a name of a city.,0,I'm 70% certain that,Saint Martin is a name of a city.
2587,I'm 70% certain that St. George's is a city in Grenada,1,I'm 70% certain that,St. George's is a city in Grenada
2588,I'm 70% certain that Vienna is a name of a city.,1,I'm 70% certain that,Vienna is a name of a city.
2589,I'm 70% certain that Gustavia is a name of a country.,0,I'm 70% certain that,Gustavia is a name of a country.
2590,I'm 70% certain that Mata-Utu is a city in Saint Barthélemy,0,I'm 70% certain that,Mata-Utu is a city in Saint Barthélemy
2591,I'm 70% certain that Canberra is a name of a city.,1,I'm 70% certain that,Canberra is a name of a city.
2592,I'm 70% certain that Kabul is a name of a country.,0,I'm 70% certain that,Kabul is a name of a country.
2593,I'm 70% certain that Nouakchott is a city in Mauritania,1,I'm 70% certain that,Nouakchott is a city in Mauritania
2594,I'm 70% certain that Dublin is a city in Ascension Island,0,I'm 70% certain that,Dublin is a city in Ascension Island
2595,I'm 70% certain that Falkland Islands is a name of a country.,1,I'm 70% certain that,Falkland Islands is a name of a country.
2596,I'm 70% certain that Khartoum is a name of a country.,0,I'm 70% certain that,Khartoum is a name of a country.
2597,I'm 70% certain that Saint Lucia is a name of a city.,0,I'm 70% certain that,Saint Lucia is a name of a city.
2598,I'm 70% certain that Islamabad is a city in Pakistan,1,I'm 70% certain that,Islamabad is a city in Pakistan
2599,I'm 70% certain that Charlotte Amalie is a name of a country.,0,I'm 70% certain that,Charlotte Amalie is a name of a country.
2600,I'm 70% certain that Reykjavík is a city in Iceland,1,I'm 70% certain that,Reykjavík is a city in Iceland
2601,I'm 70% certain that Ecuador is a name of a city.,0,I'm 70% certain that,Ecuador is a name of a city.
2602,I'm 70% certain that Vaduz is a city in Liechtenstein,1,I'm 70% certain that,Vaduz is a city in Liechtenstein
2603,I'm 70% certain that Buenos Aires is a name of a city.,1,I'm 70% certain that,Buenos Aires is a name of a city.
2604,I'm 70% certain that Hargeisa is a name of a country.,0,I'm 70% certain that,Hargeisa is a name of a country.
2605,I'm 70% certain that Saint Lucia is a name of a country.,1,I'm 70% certain that,Saint Lucia is a name of a country.
2606,I'm 70% certain that Bangui is a name of a country.,0,I'm 70% certain that,Bangui is a name of a country.
2607,I'm 70% certain that Portugal is a name of a city.,0,I'm 70% certain that,Portugal is a name of a city.
2608,I'm 70% certain that Brazzaville is a name of a city.,1,I'm 70% certain that,Brazzaville is a name of a city.
2609,I'm 70% certain that Tarawa is a name of a city.,1,I'm 70% certain that,Tarawa is a name of a city.
2610,I'm 70% certain that Luxembourg is a name of a city.,1,I'm 70% certain that,Luxembourg is a name of a city.
2611,I'm 70% certain that Paramaribo is a name of a country.,0,I'm 70% certain that,Paramaribo is a name of a country.
2612,I'm 70% certain that Suva is a name of a country.,0,I'm 70% certain that,Suva is a name of a country.
2613,I'm 70% certain that Jamestown is a name of a city.,1,I'm 70% certain that,Jamestown is a name of a city.
2614,I'm 70% certain that Wellington is a name of a city.,1,I'm 70% certain that,Wellington is a name of a city.
2615,I'm 70% certain that Oranjestad is a name of a city.,1,I'm 70% certain that,Oranjestad is a name of a city.
2616,I'm 70% certain that Nicosia is a name of a city.,1,I'm 70% certain that,Nicosia is a name of a city.
2617,I'm 70% certain that Saint Barthélemy is a name of a city.,0,I'm 70% certain that,Saint Barthélemy is a name of a city.
2618,I'm 70% certain that Buenos Aires is a city in Argentina,1,I'm 70% certain that,Buenos Aires is a city in Argentina
2619,I'm 70% certain that Bishkek is a name of a country.,0,I'm 70% certain that,Bishkek is a name of a country.
2620,I'm 70% certain that Kingston is a city in Norfolk Island,1,I'm 70% certain that,Kingston is a city in Norfolk Island
2621,I'm 70% certain that Damascus is a city in Syria,1,I'm 70% certain that,Damascus is a city in Syria
2622,I'm 70% certain that Belize is a name of a city.,0,I'm 70% certain that,Belize is a name of a city.
2623,I'm 70% certain that Vatican City is a city in  Vatican City,1,I'm 70% certain that,Vatican City is a city in  Vatican City
2624,I'm 70% certain that Freetown is a city in Sierra Leone,1,I'm 70% certain that,Freetown is a city in Sierra Leone
2625,I'm 70% certain that Hanoi is a name of a city.,1,I'm 70% certain that,Hanoi is a name of a city.
2626,I'm 70% certain that Gibraltar is a name of a city.,0,I'm 70% certain that,Gibraltar is a name of a city.
2627,I'm 70% certain that Tokyo is a city in Japan,1,I'm 70% certain that,Tokyo is a city in Japan
2628,I'm 70% certain that Belarus is a name of a country.,1,I'm 70% certain that,Belarus is a name of a country.
2629,I'm 70% certain that South Korea is a name of a city.,0,I'm 70% certain that,South Korea is a name of a city.
2630,I'm 70% certain that Mauritius is a name of a city.,0,I'm 70% certain that,Mauritius is a name of a city.
2631,I'm 70% certain that Addis Ababa is a city in Nauru,0,I'm 70% certain that,Addis Ababa is a city in Nauru
2632,I'm 70% certain that Kigali is a city in Northern Cyprus,0,I'm 70% certain that,Kigali is a city in Northern Cyprus
2633,I'm 70% certain that Tajikistan is a name of a city.,0,I'm 70% certain that,Tajikistan is a name of a city.
2634,I'm 70% certain that Yaoundé is a name of a city.,1,I'm 70% certain that,Yaoundé is a name of a city.
2635,I'm 70% certain that Cayman Islands is a name of a country.,1,I'm 70% certain that,Cayman Islands is a name of a country.
2636,I'm 70% certain that Kazakhstan is a name of a country.,1,I'm 70% certain that,Kazakhstan is a name of a country.
2637,I'm 70% certain that Bishkek is a city in Kyrgyzstan,1,I'm 70% certain that,Bishkek is a city in Kyrgyzstan
2638,I'm 70% certain that Belmopan is a city in Belize,1,I'm 70% certain that,Belmopan is a city in Belize
2639,I'm 70% certain that Azerbaijan is a name of a city.,0,I'm 70% certain that,Azerbaijan is a name of a city.
2640,I'm 70% certain that Kabul is a city in Afghanistan,1,I'm 70% certain that,Kabul is a city in Afghanistan
2641,I'm 70% certain that Senegal is a name of a country.,1,I'm 70% certain that,Senegal is a name of a country.
2642,I'm 70% certain that Ashgabat is a city in Trinidad and Tobago,0,I'm 70% certain that,Ashgabat is a city in Trinidad and Tobago
2643,I'm 70% certain that Sri Lanka is a name of a country.,1,I'm 70% certain that,Sri Lanka is a name of a country.
2644,I'm 70% certain that Sukhumi is a city in Christmas Island,0,I'm 70% certain that,Sukhumi is a city in Christmas Island
2645,I'm 70% certain that Port Louis is a city in Belarus,0,I'm 70% certain that,Port Louis is a city in Belarus
2646,I'm 70% certain that Easter Island is a name of a country.,1,I'm 70% certain that,Easter Island is a name of a country.
2647,I'm 70% certain that Montevideo is a name of a country.,0,I'm 70% certain that,Montevideo is a name of a country.
2648,I'm 70% certain that Togo is a name of a city.,0,I'm 70% certain that,Togo is a name of a city.
2649,I'm 70% certain that Mata-Utu is a name of a city.,1,I'm 70% certain that,Mata-Utu is a name of a city.
2650,I'm 70% certain that Saudi Arabia is a name of a country.,1,I'm 70% certain that,Saudi Arabia is a name of a country.
2651,I'm 70% certain that Majuro is a name of a city.,1,I'm 70% certain that,Majuro is a name of a city.
2652,I'm 70% certain that Costa Rica is a name of a city.,0,I'm 70% certain that,Costa Rica is a name of a city.
2653,I'm 70% certain that Andorra la Vella is a name of a country.,0,I'm 70% certain that,Andorra la Vella is a name of a country.
2654,I'm 70% certain that Nouakchott is a name of a country.,0,I'm 70% certain that,Nouakchott is a name of a country.
2655,I'm 70% certain that Cairo is a name of a city.,1,I'm 70% certain that,Cairo is a name of a city.
2656,I'm 70% certain that Port-au-Prince is a city in Haiti,1,I'm 70% certain that,Port-au-Prince is a city in Haiti
2657,I'm 70% certain that Guatemala is a name of a country.,1,I'm 70% certain that,Guatemala is a name of a country.
2658,I'm 70% certain that Ouagadougou is a city in Ireland,0,I'm 70% certain that,Ouagadougou is a city in Ireland
2659,I'm 70% certain that West Island is a city in Cocos Islands,1,I'm 70% certain that,West Island is a city in Cocos Islands
2660,I'm 70% certain that Tbilisi is a city in United States Virgin Islands,0,I'm 70% certain that,Tbilisi is a city in United States Virgin Islands
2661,I'm 70% certain that Mata-Utu is a city in Wallis and Futuna,1,I'm 70% certain that,Mata-Utu is a city in Wallis and Futuna
2662,I'm 70% certain that Jersey is a name of a city.,0,I'm 70% certain that,Jersey is a name of a city.
2663,I'm 70% certain that Chisinau is a name of a country.,0,I'm 70% certain that,Chisinau is a name of a country.
2664,I'm 70% certain that Port of Spain is a name of a city.,1,I'm 70% certain that,Port of Spain is a name of a city.
2665,I'm 70% certain that Jamaica is a name of a country.,1,I'm 70% certain that,Jamaica is a name of a country.
2666,I'm 70% certain that East Timor is a name of a country.,1,I'm 70% certain that,East Timor is a name of a country.
2667,I'm 70% certain that Brussels is a name of a city.,1,I'm 70% certain that,Brussels is a name of a city.
2668,I'm 70% certain that Podgorica is a city in Argentina,0,I'm 70% certain that,Podgorica is a city in Argentina
2669,I'm 70% certain that Gibraltar is a name of a country.,0,I'm 70% certain that,Gibraltar is a name of a country.
2670,I'm 70% certain that Paramaribo is a city in Tuvalu,0,I'm 70% certain that,Paramaribo is a city in Tuvalu
2671,I'm 70% certain that Adamstown is a city in Northern Mariana Islands,0,I'm 70% certain that,Adamstown is a city in Northern Mariana Islands
2672,I'm 70% certain that Bamako is a name of a city.,1,I'm 70% certain that,Bamako is a name of a city.
2673,I'm 70% certain that Luanda is a city in Angola,1,I'm 70% certain that,Luanda is a city in Angola
2674,I'm 70% certain that Kenya is a name of a city.,0,I'm 70% certain that,Kenya is a name of a city.
2675,I'm 70% certain that Canberra is a city in Australia,1,I'm 70% certain that,Canberra is a city in Australia
2676,I'm 70% certain that Cyprus is a name of a country.,1,I'm 70% certain that,Cyprus is a name of a country.
2677,I'm 70% certain that Jamestown is a city in Abkhazia,0,I'm 70% certain that,Jamestown is a city in Abkhazia
2678,I'm 70% certain that Gibraltar is a name of a country.,1,I'm 70% certain that,Gibraltar is a name of a country.
